line	position	sign	family	confidence	note	mark
c2b_L05	18	CIRC-O	CIRC-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	19	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	20	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	21	CIRC-O	CIRC-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	22	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	23	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	1	WAVE	WAVE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	2	GEAR-DOT	GEAR-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	3	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	4	ARCH	ARCH-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2b_L06	5	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	6	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	7	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	8	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	9	O	O-DASH2	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c2b_L06	10	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	11	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	12	OX	OX-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L06	13	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	14	QQ	QQ-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2b_L06	15	CROSS-T	CROSS-T	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	16	PICT-FACE	PICT-FACE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	17	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	18	NINE	NINE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	19	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	20	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	21	CROSS-T	CROSS-T	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	22	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	23	ARROW-O	ARROW-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	24	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	25	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	26	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	27	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	28	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	29	J	J-DOTS	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOTS
c2b_L06	30	A-LOOP	A-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L06	31	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	1	SUN	SUN	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	2	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	3	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	4	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L07	5	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	6	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	7	DASH-H	DASH-H	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	8	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	9	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	10	O	O-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L07	11	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	12	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	13	E	E-BAR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c2b_L07	14	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	15	V-PCT-BLOB	V-PCT-BLOB	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	16	CC	CC-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L07	17	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	18	DASH-H	DASH-H	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	19	DASH-H	DASH-H	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	20	QUESTION	QUESTION	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	21	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	22	C	C-DOT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c2b_L07	23	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	24	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	25	Z-CURL	Z-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L07	26	WAVE-V	WAVE-V	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	1	DOTS	DOTS-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L08	2	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	3	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	4	TRIDENT	TRIDENT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	5	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	6	O-SLASH	O-SLASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	7	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	8	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	9	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	10	S-CURL	S-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	11	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	12	PICT-FACE	PICT-FACE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L08	13	STAR	STAR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	1	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	2	_	_	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	3	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	4	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	5	DBL-SLASH	DBL-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	6	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	7	_	_	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	8	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L09	9	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	10	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	11	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	12	DOUBLE-LOOP	DOUBLE-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	13	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L09	14	PICT-ARROW	PICT-ARROW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	1	PICT-RUNNER	PICT-RUNNER	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	2	OX	OX-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c3_L01	3	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	4	CC	CC-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L01	5	NINE	NINE-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L01	6	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	7	O	O-DASH2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c3_L01	8	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	9	HOOK-P	HOOK-P	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	10	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	11	II	II-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L01	12	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	13	LAMBDA	LAMBDA	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	14	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	15	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	16	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	17	CROSS-T	CROSS-T	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	18	PICT-TREE	PICT-TREE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	19	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	20	O	O-BAR-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-O
c3_L01	21	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	22	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	23	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	24	X	X-DOT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c3_L01	25	ARCH	ARCH-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L01	26	PICT-HORSE	PICT-HORSE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	27	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	28	CIRC-O	CIRC-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	29	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	30	O	O-II	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	II
c3_L01	31	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	32	HOOK-O	HOOK-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	33	PCT	PCT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	34	BLOB	BLOB	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L01	35	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	1	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	2	SUN	SUN	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	3	A-LOOP	A-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	4	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	5	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	6	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	7	U-CROSS	U-CROSS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	8	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	9	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	10	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L02	11	ARCH	ARCH-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L02	12	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	13	O	O-DASH-DOTS	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH-DOTS
c3_L02	14	II-SLASH	II-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	15	O	O-DASHBELOW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASHBELOW
c3_L02	16	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	17	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	18	CIRC-O	CIRC-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	19	A	A-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L02	20	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	21	II-SLASH	II-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	22	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	23	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	24	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	25	Z-CURL	Z-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	26	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	27	OX	OX-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c3_L02	28	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	29	II	II-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L02	30	X	X-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L02	31	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	32	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L02	33	BOX-M	BOX-M	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	1	X	X-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L03	2	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	3	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	4	TRIDENT	TRIDENT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	5	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	6	U	U-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c3_L03	7	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	8	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	9	II	II-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L03	10	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	11	O	O-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c3_L03	12	DIAMOND	DIAMOND	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	13	II	II-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c3_L03	14	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	15	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	16	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	17	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	18	O-SLASH	O-SLASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	19	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	20	C	C-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c3_L03	21	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	22	SUN	SUN	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	23	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	24	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	25	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	26	TRIDENT	TRIDENT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	27	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	28	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	29	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	30	SCROLL-X	SCROLL-X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L03	31	X	X-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c3_L03	32	DAGGER-O	DAGGER-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	1	LOOP-STEM	LOOP-STEM	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	2	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	3	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	4	II	II-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c3_L04	5	A-LOOP	A-LOOP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	6	WAVE	WAVE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	7	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	8	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	9	DASH-H	DASH-H	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	10	NINE	NINE-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c3_L04	11	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	12	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	13	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	14	C	C-BAR-X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-X
c3_L04	15	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	16	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	17	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c3_L04	18	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	1	PICT-HEART	PICT-HEART	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	2	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	3	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L01	4	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	5	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	6	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	7	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	8	QUESTION	QUESTION	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	9	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	10	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	11	TAURUS	TAURUS	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	12	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	13	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L01	14	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	1	CC	CC-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L02	2	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	3	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	5	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	6	LAMBDA	LAMBDA	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	7	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	8	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	9	O	O-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L02	10	STAR	STAR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	11	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	12	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L02	13	DASH-H	DASH-H	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	1	SUN	SUN	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	2	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	3	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	5	OO	OO-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L03	6	II	II-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L03	7	CC	CC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4a_L03	8	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	9	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	10	LOOP-TAIL	LOOP-TAIL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	11	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	12	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L03	13	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	1	OMEGA	OMEGA	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	2	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	3	A-LETTER	A-LETTER	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	5	THETA	THETA-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c4a_L04	6	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c4a_L04	7	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	8	RAM	RAM	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	9	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	10	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	11	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	12	CHEVRON2	CHEVRON2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	13	CIRC-O	CIRC-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	14	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	15	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c4a_L04	16	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	17	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L04	18	HOOK-L	HOOK-L	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	1	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	2	O	O-DASH2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c4a_L05	3	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	4	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	5	II	II-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4a_L05	6	ARCH	ARCH-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c4a_L05	7	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	8	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	9	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	10	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	11	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c4a_L05	12	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
