sid	cluster	dist
4772	10	3.640
4773	68	2.310
4774	13	6.249
4775	7	4.256
4776	32	6.320
4777	23	7.981
4778	18	3.926
4779	12	4.645
4780	18	3.656
4781	5	7.295
4782	32	3.105
4783	53	4.631
4784	62	4.601
4785	70	6.207
4786	58	4.426
4787	28	3.851
4788	38	4.350
4789	39	3.675
4790	5	5.042
4791	5	5.872
4792	22	6.087
4793	4	4.946
4794	3	4.819
4795	22	5.239
4796	54	4.069
4797	59	8.942
4798	53	4.087
4799	69	5.798
4800	62	4.854
4801	17	4.435
4802	66	4.813
4803	18	4.164
4804	66	3.057
4805	17	4.414
4806	53	3.966
4807	30	4.668
4808	9	3.869
4809	45	6.041
4810	1	5.962
4811	4	3.361
4812	12	2.542
4813	50	3.950
4814	11	4.825
4815	71	5.818
4816	53	2.866
4817	17	6.146
4818	50	5.152
4819	8	3.084
4820	25	3.659
4821	32	3.169
4822	47	3.892
4823	23	5.019
4824	18	5.434
4825	10	4.324
4826	38	7.114
4827	35	5.855
4828	62	5.296
4829	3	4.233
4830	14	4.985
4831	56	6.613
4832	15	4.059
4833	11	2.486
4834	25	4.989
4835	4	3.922
4836	15	4.254
4837	62	4.463
4838	7	5.129
4839	37	5.439
4840	18	6.045
4841	2	5.859
4842	58	5.308
4843	3	4.259
4844	30	5.885
4845	50	4.256
4846	38	6.403
4847	21	5.276
4848	28	5.407
4849	36	6.374
4850	5	4.104
4851	61	4.690
4852	31	6.818
4853	10	5.963
4854	43	4.439
4855	29	4.837
4856	6	5.872
4857	24	4.087
4858	67	5.090
4859	15	3.780
4860	56	5.982
4861	6	7.129
4862	15	5.046
4863	43	5.259
4864	19	6.917
4865	18	6.801
4866	64	5.050
4867	2	4.485
4868	39	3.058
4869	32	5.232
4870	43	3.011
4871	53	4.890
4872	32	5.363
4873	3	3.291
4874	17	4.992
4875	71	3.689
4876	9	5.097
4877	45	4.534
4878	50	5.747
4879	56	4.909
4880	29	4.519
4881	25	3.943
4882	23	4.773
4883	21	4.834
4884	45	3.712
4885	18	3.850
4886	10	5.593
4887	12	3.028
4888	60	3.716
4889	67	3.243
4890	9	6.125
4891	34	4.892
4892	9	8.435
4893	47	7.345
4894	30	5.118
4895	39	2.481
4896	18	3.014
4897	47	4.516
4898	44	4.883
4899	37	4.093
4900	3	5.033
4901	6	5.408
4902	43	4.707
4903	14	3.818
4904	32	2.706
4905	39	4.102
4906	67	6.594
4907	38	5.909
4908	40	5.326
4909	32	5.002
4910	11	3.427
4911	54	4.527
4912	13	5.509
4913	30	5.806
4914	2	3.422
4915	13	3.769
4916	46	5.491
4917	25	4.142
4918	53	5.300
4919	17	4.328
4920	36	5.843
4921	30	4.467
4922	10	4.921
4923	3	3.988
4924	35	4.128
4925	60	4.913
4926	67	6.397
4927	26	4.293
4928	9	4.655
4929	47	6.081
4930	43	6.595
4931	18	4.190
4932	61	5.138
4933	55	4.025
4934	4	3.838
4935	42	5.985
4936	36	4.943
4937	10	3.950
4938	68	1.658
4939	21	3.975
4940	18	6.627
4941	39	3.378
4942	17	3.369
4943	4	3.478
4944	9	5.553
4945	45	4.008
4946	50	3.959
4947	11	4.909
4948	32	4.071
4949	13	3.513
4950	69	4.216
4951	50	2.950
4952	17	6.446
4953	4	3.667
4954	36	5.128
4955	50	3.902
4956	3	4.008
4957	56	3.925
4958	4	3.762
4959	30	6.790
4960	7	3.863
4961	67	5.225
4962	8	3.484
4963	43	6.329
4964	44	4.571
4965	51	6.082
4966	26	6.689
4967	68	4.217
4968	64	8.897
4969	59	6.777
4970	8	4.509
4971	20	3.088
4972	3	4.690
4973	15	3.983
4974	27	7.997
4975	17	4.580
4976	3	3.545
4977	15	4.540
4978	10	4.335
4979	19	5.768
4980	4	4.224
4981	36	5.024
4982	10	3.915
4983	43	3.646
4984	13	2.514
4985	23	5.862
4986	30	5.166
4987	23	6.984
4988	1	6.546
4989	26	5.620
4990	71	4.064
4991	60	4.370
4992	67	4.874
4993	35	5.255
4994	9	2.351
4995	45	4.025
4996	18	3.751
4997	39	2.998
4998	58	3.601
4999	14	3.739
5000	70	4.559
5001	63	5.849
5002	17	4.655
5003	58	3.430
5004	33	7.434
5005	43	5.599
5006	5	4.630
5007	0	5.094
5008	33	4.939
5009	1	5.225
5010	14	4.077
5011	14	4.591
5012	28	3.453
5013	33	6.555
5014	49	3.656
5015	22	5.781
5016	63	4.634
5017	65	3.983
5018	22	5.969
5019	0	4.521
5020	32	6.259
5021	14	3.628
5022	59	8.672
5023	40	6.582
5024	61	5.184
5025	18	4.573
5026	62	4.104
5027	71	5.345
5028	55	5.908
5029	35	4.968
5030	43	5.343
5031	29	7.928
5032	21	5.835
5033	10	5.807
5034	3	6.846
5035	66	7.625
5036	43	3.710
5037	13	4.432
5038	56	6.491
5039	15	4.036
5040	61	6.695
5041	19	3.737
5042	30	4.742
5043	10	3.392
5044	52	4.270
5045	49	6.919
5046	63	4.678
5047	15	4.516
5048	67	4.916
5049	30	4.910
5050	62	4.494
5051	47	4.785
5052	7	4.310
5053	35	4.520
5054	23	4.180
5055	25	3.987
5056	43	4.467
5057	54	3.985
5058	38	5.334
5059	25	4.750
5060	71	5.865
5061	34	4.358
5062	39	3.895
5063	5	3.153
5064	63	3.737
5065	22	6.669
5066	58	3.713
5067	63	4.680
5068	26	5.107
5069	36	5.393
5070	22	5.510
5071	5	7.553
5072	65	3.526
5073	49	5.788
5074	5	4.585
5075	33	3.769
5076	58	4.207
5077	38	4.419
5078	29	5.048
5079	15	5.284
5080	16	7.773
5081	24	3.842
5082	50	5.528
5083	17	6.138
5084	39	4.379
5085	18	4.508
5086	21	6.522
5087	10	4.889
5088	17	5.819
5089	43	5.037
5090	4	4.157
5091	8	4.747
5092	62	4.232
5093	32	4.340
5094	70	5.957
5095	24	4.903
5096	62	4.440
5097	32	3.501
5098	18	5.991
5099	2	4.293
5100	53	3.239
5101	42	6.858
5102	7	5.072
5103	35	3.564
5104	11	3.780
5105	60	5.892
5106	62	4.328
5107	35	3.883
5108	38	6.874
5109	71	7.400
5110	21	7.140
5111	4	5.407
5112	7	3.330
5113	35	4.821
5114	71	5.548
5115	71	4.939
5116	22	6.467
5117	39	4.382
5118	5	4.837
5119	12	5.377
5120	44	6.940
5121	37	5.003
5122	7	5.306
5123	22	6.950
5124	5	7.151
5125	14	4.127
5126	34	5.775
5127	42	8.332
5128	21	7.093
5129	63	6.243
5130	33	5.774
5131	46	5.190
5132	16	6.769
5133	16	6.701
5134	29	6.127
5135	13	5.527
5136	27	6.301
5137	36	8.000
5138	62	5.526
5139	46	5.160
5140	16	7.513
5141	64	7.258
5142	16	7.759
5143	9	7.594
5144	35	4.447
5145	45	6.184
5146	16	7.741
5147	64	6.002
5148	16	4.979
5149	32	5.237
5150	19	6.993
5151	35	5.545
5152	23	5.523
5153	32	6.490
5154	29	4.523
5155	53	5.228
5156	18	4.545
5157	24	5.969
5158	62	3.799
5159	26	5.521
5160	21	6.437
5161	37	4.263
5162	3	4.583
5163	28	6.662
5164	10	5.130
5165	19	3.712
5166	17	3.633
5167	63	3.806
5168	19	4.373
5169	18	5.587
5170	51	8.136
5171	62	4.559
5172	34	4.785
5173	38	4.580
5174	37	3.198
5175	18	6.598
5176	43	4.566
5177	65	4.011
5178	7	3.488
5179	35	4.333
5180	5	4.420
5181	0	5.866
5182	45	4.843
5183	0	7.181
5184	60	5.856
5185	0	5.642
5186	34	4.753
5187	25	6.144
5188	63	5.158
5189	70	6.418
5190	1	5.241
5191	64	8.628
5192	46	7.925
5193	70	6.493
5194	2	5.258
5195	46	5.518
5196	29	6.082
5197	9	7.422
5198	30	6.651
5199	46	4.140
5200	10	4.153
5201	21	5.605
5202	8	4.310
5203	3	3.919
5204	19	5.300
5205	35	4.669
5206	32	4.599
5207	13	4.199
5208	30	7.220
5209	50	5.696
5210	15	4.344
5211	10	2.857
5212	3	3.597
5213	13	5.760
5214	42	6.304
5215	67	5.341
5216	71	3.517
5217	10	3.600
5218	15	3.294
5219	67	3.663
5220	45	7.578
5221	71	4.347
5222	9	4.167
5223	20	6.121
5224	58	5.006
5225	43	8.304
5226	54	7.677
5227	35	5.736
5228	38	4.159
5229	65	3.807
5230	44	4.110
5231	28	5.143
5232	38	4.584
5233	21	6.524
5234	28	3.244
5235	36	6.780
5236	5	3.437
5237	17	5.898
5238	8	5.039
5239	61	5.997
5240	33	5.456
5241	33	4.338
5242	23	7.677
5243	34	6.256
5244	51	8.172
5245	57	7.469
5246	46	6.334
5247	34	6.331
5248	49	4.533
5249	26	6.010
5250	53	4.861
5251	13	3.751
5252	29	4.425
5253	1	5.549
5254	29	5.417
5255	30	7.205
5256	10	5.624
5257	43	4.127
5258	53	4.476
5259	13	3.607
5260	25	4.410
5261	70	4.822
5262	35	4.979
5263	53	4.499
5264	3	4.836
5265	32	5.168
5266	10	4.813
5267	3	5.214
5268	35	3.819
5269	69	5.683
5270	50	5.648
5271	32	3.742
5272	13	5.596
5273	15	3.562
5274	62	4.004
5275	29	3.798
5276	10	5.423
5277	36	4.166
5278	50	4.493
5279	3	4.993
5280	71	5.845
5281	58	4.036
5282	45	7.191
5283	21	8.112
5284	0	6.343
5285	3	6.058
5286	1	4.471
5287	4	6.674
5288	22	4.498
5289	33	4.581
5290	71	5.889
5291	22	5.921
5292	52	5.819
5293	33	4.938
5294	2	6.972
5295	34	6.904
5296	65	6.414
5297	57	4.185
5298	33	4.578
5299	64	8.776
5300	0	6.744
5301	49	3.938
5302	34	6.721
5303	57	6.617
5304	32	6.266
5305	13	6.784
5306	16	6.770
5307	27	6.029
5308	46	6.233
5309	27	5.830
5310	16	7.408
5311	46	6.257
5312	46	4.487
5313	66	5.539
5314	27	6.131
5315	16	6.675
5316	35	5.080
5317	46	4.895
5318	13	5.587
5319	39	5.439
5320	18	4.186
5321	29	4.902
5322	35	4.811
5323	21	5.129
5324	10	5.654
5325	18	4.866
5326	43	4.850
5327	32	5.490
5328	43	5.002
5329	13	6.385
5330	25	3.334
5331	43	5.410
5332	66	3.726
5333	3	3.357
5334	35	4.670
5335	6	6.096
5336	50	7.773
5337	32	3.865
5338	14	3.417
5339	26	4.738
5340	14	3.155
5341	5	3.945
5342	38	7.505
5343	34	4.125
5344	71	4.325
5345	22	6.577
5346	71	5.755
5347	48	6.230
5348	58	4.105
5349	43	7.766
5350	14	3.652
5351	65	4.445
5352	57	4.936
5353	54	3.937
5354	33	6.487
5355	20	8.130
5356	27	9.877
5357	27	7.008
5358	46	6.335
5359	27	5.567
5360	59	8.700
5361	24	4.597
5362	16	4.897
5363	46	6.014
5364	27	5.790
5365	46	4.988
5366	16	6.342
5367	27	4.622
5368	10	6.238
5369	46	5.340
5370	61	6.386
5371	20	5.634
5372	18	5.652
5373	23	5.645
5374	4	3.988
5375	11	5.776
5376	9	7.648
5377	46	6.000
5378	15	5.132
5379	43	5.651
5380	3	3.578
5381	35	3.962
5382	43	4.251
5383	66	2.837
5384	18	4.993
5385	3	5.641
5386	42	4.927
5387	10	3.444
5388	19	5.027
5389	59	5.380
5390	59	6.771
5391	61	5.107
5392	44	5.455
5393	19	5.977
5394	7	4.567
5395	25	3.890
5396	71	5.160
5397	21	4.982
5398	48	5.870
5399	61	6.146
5400	25	5.672
5401	65	4.182
5402	12	4.461
5403	44	8.535
5404	11	5.609
5405	60	5.568
5406	67	6.953
5407	44	6.918
5408	45	5.650
5409	22	6.113
5410	37	5.566
5411	3	5.403
5412	28	5.205
5413	58	4.015
5414	54	3.107
5415	39	3.886
5416	8	2.902
5417	52	4.311
5418	7	4.212
5419	6	3.213
5420	53	4.398
5421	18	4.573
5422	39	4.235
5423	18	3.987
5424	37	2.937
5425	18	3.841
5426	43	6.560
5427	26	6.864
5428	3	4.111
5429	32	2.494
5430	55	3.352
5431	39	5.647
5432	25	3.448
5433	2	4.019
5434	70	6.583
5435	35	5.113
5436	2	3.864
5437	66	4.098
5438	3	3.793
5439	18	3.812
5440	30	5.551
5441	61	5.845
5442	1	5.463
5443	10	4.491
5444	3	4.216
5445	39	8.279
5446	64	5.564
5447	47	5.727
5448	62	6.979
5449	13	5.826
5450	53	5.068
5451	35	5.564
5452	24	4.426
5453	16	4.670
5454	27	4.600
5455	46	5.477
5456	2	6.274
5457	27	6.915
5458	31	6.482
5459	58	4.696
5460	68	6.117
5461	0	4.114
5462	49	2.757
5463	33	4.726
5464	28	4.725
5465	26	7.292
5466	70	5.268
5467	44	5.449
5468	22	4.922
5469	56	5.058
5470	49	4.651
5471	58	3.554
5472	14	4.283
5473	65	4.573
5474	6	5.471
5475	71	4.664
5476	1	4.824
5477	71	5.730
5478	60	7.755
5479	58	4.155
5480	43	5.533
5481	14	5.054
5482	70	4.440
5483	35	6.216
5484	8	3.748
5485	8	3.627
5486	40	5.313
5487	51	6.799
5488	60	3.984
5489	62	5.178
5490	35	5.589
5491	26	3.580
5492	18	3.527
5493	12	2.463
5494	18	3.137
5495	19	7.751
5496	15	4.584
5497	62	7.954
5498	71	3.585
5499	18	5.467
5500	64	8.109
5501	29	4.795
5502	53	4.014
5503	7	4.845
5504	10	5.565
5505	4	4.190
5506	3	4.848
5507	15	5.226
5508	56	5.654
5509	18	4.137
5510	32	4.709
5511	70	6.570
5512	24	4.225
5513	64	5.562
5514	37	5.142
5515	5	4.307
5516	61	7.052
5517	58	5.448
5518	12	4.213
5519	12	3.630
5520	0	5.280
5521	56	6.020
5522	4	4.672
5523	12	4.081
5524	22	4.289
5525	58	3.186
5526	11	3.103
5527	42	5.285
5528	58	3.185
5529	54	8.900
5530	26	5.256
5531	18	4.690
5532	12	5.152
5533	4	4.771
5534	35	4.997
5535	29	4.775
5536	14	4.048
5537	7	3.054
5538	10	3.892
5539	4	3.122
5540	3	4.436
5541	15	3.995
5542	56	6.613
5543	25	3.742
5544	30	4.334
5545	50	4.964
5546	38	7.691
5547	40	7.501
5548	4	6.029
5549	6	4.593
5550	7	4.332
5551	24	4.117
5552	59	5.426
5553	68	5.966
5554	24	7.101
5555	67	7.350
5556	32	5.236
5557	21	5.554
5558	15	5.110
5559	46	5.055
5560	23	6.701
5561	15	5.880
5562	16	7.179
5563	46	6.424
5564	46	5.687
5565	24	5.560
5566	37	7.342
5567	39	9.324
5568	28	4.282
5569	38	4.998
5570	1	4.306
5571	11	4.364
5572	6	5.865
5573	39	3.738
5574	44	5.309
5575	14	5.475
5576	55	5.955
5577	34	4.816
5578	63	6.401
5579	6	4.817
5580	58	4.818
5581	38	5.495
5582	14	4.030
5583	54	5.384
5584	25	3.986
5585	70	5.459
5586	67	7.045
5587	23	4.862
5588	1	5.566
5589	7	2.389
5590	35	4.753
5591	11	4.044
5592	4	3.918
5593	36	4.664
5594	43	4.153
5595	39	4.873
5596	67	4.065
5597	69	4.219
5598	62	4.121
5599	35	5.472
5600	21	5.508
5601	62	5.437
5602	36	5.004
5603	10	3.678
5604	3	5.687
5605	9	3.476
5606	47	5.055
5607	12	3.706
5608	18	5.332
5609	61	5.691
5610	18	5.646
5611	3	5.462
5612	30	5.264
5613	18	5.258
5614	2	4.016
5615	70	5.869
5616	35	4.415
5617	43	4.922
5618	66	4.042
5619	3	5.414
5620	27	5.646
5621	30	6.723
5622	62	6.078
5623	66	8.189
5624	13	7.218
5625	64	9.179
5626	58	3.808
5627	14	3.492
5628	70	5.528
5629	63	4.379
5630	5	6.661
5631	58	4.651
5632	52	4.353
5633	43	6.103
5634	5	7.056
5635	50	5.865
5636	7	6.776
5637	5	4.571
5638	70	5.224
5639	70	5.692
5640	28	3.938
5641	67	5.138
5642	54	5.595
5643	34	6.606
5644	71	4.440
5645	14	4.662
5646	56	5.014
5647	15	4.722
5648	71	4.175
5649	17	5.344
5650	11	3.383
5651	21	4.873
5652	10	3.051
5653	18	3.550
5654	2	3.985
5655	21	5.638
5656	50	4.492
5657	12	2.752
5658	28	4.905
5659	43	3.949
5660	52	3.969
5661	4	3.152
5662	6	3.690
5663	7	4.597
5664	47	4.936
5665	18	3.834
5666	39	3.139
5667	10	3.671
5668	53	4.544
5669	13	3.496
5670	12	3.768
5671	18	3.577
5672	52	4.866
5673	30	3.336
5674	70	6.256
5675	15	5.703
5676	62	5.856
5677	49	7.547
5678	41	8.552
5679	22	6.690
5680	0	5.124
5681	70	5.951
5682	33	6.403
5683	34	4.411
5684	23	6.871
5685	5	4.029
5686	43	5.978
5687	70	6.259
5688	14	5.095
5689	25	5.114
5690	63	5.707
5691	70	4.836
5692	40	6.094
5693	51	8.227
5694	12	3.840
5695	1	6.200
5696	63	4.615
5697	33	7.754
5698	21	5.556
5699	63	5.114
5700	41	5.343
5701	65	4.116
5702	1	4.169
5703	2	4.474
5704	14	4.280
5705	18	3.615
5706	39	3.038
5707	5	4.379
5708	70	4.256
5709	15	4.288
5710	67	4.111
5711	47	4.722
5712	9	5.444
5713	47	4.605
5714	18	4.618
5715	4	3.342
5716	3	4.288
5717	42	5.662
5718	4	3.795
5719	36	4.355
5720	48	4.495
5721	60	5.578
5722	62	3.539
5723	26	4.732
5724	9	3.115
5725	45	5.566
5726	21	7.059
5727	4	3.988
5728	68	4.625
5729	2	6.176
5730	3	6.350
5731	30	5.190
5732	11	4.654
5733	50	10.254
5734	2	7.949
5735	71	5.804
5736	31	8.991
5737	41	7.127
5738	22	7.167
5739	44	5.448
5740	43	6.245
5741	14	5.042
5742	65	3.764
5743	25	3.994
5744	65	4.455
5745	17	4.411
5746	23	5.383
5747	25	4.154
5748	70	5.060
5749	35	4.820
5750	38	5.557
5751	14	5.189
5752	7	5.674
5753	55	4.279
5754	28	4.255
5755	67	4.845
5756	53	3.781
5757	56	6.594
5758	30	4.516
5759	43	4.776
5760	55	3.645
5761	12	2.460
5762	18	4.520
5763	29	4.354
5764	30	5.870
5765	9	2.797
5766	47	6.971
5767	6	5.452
5768	10	5.598
5769	3	3.816
5770	51	8.220
5771	40	5.451
5772	18	4.155
5773	59	7.254
5774	29	3.818
5775	35	8.113
