n	page	line	x	type	d1	passA	passB
4352	f29r	17	7686	v	0.647	v	v
4353	f29r	17	7723	X	0.234	box	x
4354	f29r	17	7798	yogh	1.044	.	.
4355	f29r	18	4952	w	1.291	.	.
4356	f29r	18	5006	rho	0.789	rho	ρ
4357	f29r	18	5065	Del	0.683	Delta	C07
4358	f29r	18	5114	db	0.637	dag	C11
4359	f29r	18	5159	arr	0.336	phi	A
4360	f29r	18	5231	z	0.289	z	z
4361	f29r	18	5280	I	0.497	I	I
4362	f29r	18	5321	l	0.545	lam	C04
4363	f29r	18	5394	th	0.365	theta	C19
4364	f29r	18	5443	I	0.654	I	I
4365	f29r	18	5489	db	0.689	dag	C11
4366	f29r	18	5511	f	0.777	f	f
4367	f29r	18	5588	o	0.611	o	o
4368	f29r	18	5631	q	0.642	-	ρ
4369	f29r	18	5668	v	0.363	v	v
4370	f29r	18	5704	7	0.343	7	-
4371	f29r	18	5743	arr	0.332	-	A
4372	f29r	18	5806	l	0.466	lam	C04
4373	f29r	18	5854	X	0.664	box	x
4374	f29r	18	5910	arr	0.362	phi	A
4375	f29r	18	5979	l	1.150	-	L
4376	f29r	18	6055	cross4	0.183	Lo(cross-loop)o|o	o
4377	f29r	18	6199	q	0.437	rho|rho	ρ
4378	f29r	18	6244	psi	0.664	phi|phi	ψ
4379	f29r	18	6313	l	0.499	lam|lam	C04
4380	f29r	18	6346	z	0.628	z|z	z
4381	f29r	18	6401	v	0.378	v|v	v
4382	f29r	18	6443	l	0.774	lam|lam	C04
4383	f29r	18	6492	7	0.364	7|7	7
4384	f29r	18	6517	l	0.621	lam|lam	C04
4385	f29r	18	6596	rho	0.528	rho|rho	ρ
4386	f29r	18	6636	I	0.577	I|I	I
4387	f29r	18	6680	f	0.573	box	f
4388	f29r	18	6731	l	0.254	-	-
4389	f29r	18	6784	db	0.370	-	C11
4390	f29r	18	6814	f	0.442	f	-
4391	f29r	18	6890	l	0.720	lam	C04
4392	f29r	18	6928	I	0.708	I	I
4393	f29r	18	6983	z	0.477	z	z
4394	f29r	18	7019	f	0.455	f	f
4395	f29r	18	7105	o	0.614	o	o
4396	f29r	18	7141	n	0.443	n	n
4397	f29r	18	7179	v	0.682	v	v
4398	f29r	18	7230	sq	0.691	box	A
4399	f29r	18	7284	E	0.488	eps	E
4400	f29r	18	7339	lam	0.542	lam	C10
4401	f29r	18	7387	ankh	0.747	-	ρ
4402	f29r	18	7450	lam	0.560	a	C10
4403	f29r	18	7503	oplus	0.513	phi	C21
4404	f29r	18	7552	I	0.795	I	I
4405	f29r	18	7590	f	0.724	f	f
4406	f29r	18	7653	box	0.540	box	C09
4407	f29r	18	7717	l	0.578	lam	C04
4408	f29r	18	7749	db	0.306	dag	C11
4409	f29r	19	4995	l	0.252	lam	C04
4410	f29r	19	5061	psi	0.510	phi	ψ
4411	f29r	19	5113	l	0.273	lam	C04
4412	f29r	19	5165	psi	0.362	phi	ψ
4413	f29r	19	5208	f	0.287	f	f
4414	f29r	19	5269	q	0.451	rho	ρ
4415	f29r	19	5315	z	0.392	z	z
4416	f29r	19	5364	I	0.644	I	I
4417	f29r	19	5401	l	0.249	lam	C04
4418	f29r	19	5477	T	0.482	T	T
4419	f29r	19	5533	o	0.321	o	o
4420	f29r	19	5568	arr	0.387	phi	A
4421	f29r	19	5644	box	0.478	box	C09
4422	f29r	19	5708	psi	0.588	phi	ψ
4423	f29r	19	5752	rho	0.613	rho	ρ
4424	f29r	19	5810	ankh	0.323	rho	-
4425	f29r	19	5877	n	0.640	n	n
4426	f29r	19	5925	v	0.573	v	v
4427	f29r	19	5967	db	0.658	dag	C11
4428	f29r	19	6017	lam	0.342	lam	C10
4429	f29r	19	6059	psi	0.324	phi	ψ
4430	f29r	19	6108	rho	0.664	rho|rho	ρ
4431	f29r	19	6165	z	0.246	z|z	z
4432	f29r	19	6203	f	0.474	f|f	f
4433	f29r	19	6276	lam	0.214	lam|lam	C10
4434	f29r	19	6313	sq	0.255	a|a	A
4435	f29r	19	6366	db	0.904	f|f	f
4436	f29r	19	6426	q	0.485	rho|rho	ρ
4437	f29r	19	6465	X	0.141	x|x	x
4438	f29r	19	6518	arr	0.571	phi|phi	A
4439	f29r	19	6575	db	0.436	dag|dag	C11
4440	f29r	19	6623	f	0.228	f|f	f
4441	f29r	19	6696	psi	0.287	phi	ψ
4442	f29r	19	6759	lam	0.381	-	C10
4443	f29r	19	6789	l	0.745	lam	C04
4444	f29r	19	6859	n	0.678	n	n
4445	f29r	19	6898	v	0.392	v	v
4446	f29r	19	6934	7	0.520	7	7
4447	f29r	19	6994	th	0.506	theta	C19
4448	f29r	19	7040	z	0.400	z	z
4449	f29r	19	7089	A	0.386	A	A
4450	f29r	19	7145	db	0.720	dag	C11
4451	f29r	19	7203	S	0.475	S	s
4452	f29r	19	7247	o	0.339	o	o
4453	f29r	19	7286	I	0.417	I	I
4454	f29r	19	7341	lam	0.378	lam	C10
4455	f29r	19	7398	pi	0.191	omg	C14
4456	f29r	19	7502	R	0.595	Rk	R
4457	f29r	19	7545	z	0.599	z	z
4458	f29r	19	7595	v	0.335	v	v
4459	f29r	19	7629	lam	0.571	lam	C10
4460	f29r	19	7673	lam	0.489	lam	C10
4461	f29r	19	7726	box	0.606	box	C09
4462	f29r	19	7795	yogh	1.015	.	.
4463	f29r	20	5019	o	0.707	o	o
4464	f29r	20	5053	v	0.298	v	v
4465	f29r	20	5084	arr	0.759	phi	-
4466	f29r	20	5147	psi	0.673	phi	ψ
4467	f29r	20	5203	w	0.785	omg	C14
4468	f29r	20	5245	l	0.431	lam	C04
4469	f29r	20	5307	arr	0.441	phi	A
4470	f29r	20	5360	db	0.628	dag	C11
4471	f29r	20	5414	lam	0.515	lam	C10
4472	f29r	20	5470	th	0.370	theta	C19
4473	f29r	20	5515	I	0.366	I	I
4474	f29r	20	5552	db	0.876	dag	C11
4475	f29r	20	5598	f	0.250	f	f
4476	f29r	20	5650	L	0.237	x	x
4477	f29r	20	5739	lam	0.430	lam	C10
4478	f29r	20	5788	I	0.558	I	I
4479	f29r	20	5847	q	0.260	rho	ρ
4480	f29r	20	5890	psi	0.223	phi	ψ
4481	f29r	20	5945	arr	0.338	phi	A
4482	f29r	20	6005	db	0.372	dag	C11
4483	f29r	20	6056	arr	0.525	phi	A|ρ
4484	f29r	20	6134	lam	0.483	lam	C10|C10
4485	f29r	20	6174	v	0.233	v	v|v
4486	f29r	20	6209	arr	0.434	phi	A|A
4487	f29r	20	6283	box	0.580	box	C09|C09
4488	f29r	20	6343	psi	0.366	phi|phi	ψ|ψ
4489	f29r	20	6415	q	0.552	rho|lam	ρ|ρ
4490	f29r	20	6462	I	0.509	I|n	I|I
4491	f29r	20	6513	lam	0.269	lam|v	C10|C10
4492	f29r	20	6566	box	0.653	box|box	C09|C09
4493	f29r	20	6625	z	0.590	z|z	z|z
4494	f29r	20	6683	v	0.319	v	v
4495	f29r	20	6718	arr	0.367	phi	A
4496	f29r	20	6789	lam	0.459	lam	C10
4497	f29r	20	6809	rho	0.409	rho	ρ
4498	f29r	20	6889	psi	0.434	phi	ψ
4499	f29r	20	6944	lam	0.379	lam	C10
4500	f29r	20	6997	T	0.404	T	T
4501	f29r	20	7050	o	0.224	o	o
4502	f29r	20	7078	arr	0.686	phi	ψ
4503	f29r	20	7150	l	0.438	lam	C04
4504	f29r	20	7184	w	0.453	omg	C14
4505	f29r	20	7251	q	0.524	rho	ρ
4506	f29r	20	7290	I	0.469	I	I
4507	f29r	20	7353	box	0.217	box	C09
4508	f29r	20	7412	db	0.337	dag	C11
4509	f29r	20	7467	six	0.372	Co	C14
4510	f29r	20	7530	v	0.617	v	v
4511	f29r	20	7565	E	0.827	eps	E
4512	f29r	20	7627	n	0.585	n	n
4513	f29r	20	7675	R	0.820	Rk	R
4514	f29r	20	7740	X	0.746	x	x
4515	f29r	21	5019	T	0.865	T	T
4516	f29r	21	5049	db	0.686	dag	C11
4517	f29r	21	5112	v	0.584	v	v
4518	f29r	21	5147	7	0.451	7	7
4519	f29r	21	5183	f	0.394	lam	f
4520	f29r	21	5237	l	0.567	rho	C04
4521	f29r	21	5302	db	0.343	dag	C11
4522	f29r	21	5354	lam	0.517	-	C10
4523	f29r	21	5391	l	0.570	lam	C04
4524	f29r	21	5442	arr	0.620	phi	A
4525	f29r	21	5512	7	0.482	7	7
4526	f29r	21	5562	T	0.732	T	T
4527	f29r	21	5614	arr	0.735	a	A
4528	f29r	21	5678	z	0.365	z	z
4529	f29r	21	5732	box	0.334	O	o
4530	f29r	21	5788	psi	0.673	phi	ψ
4531	f29r	21	5855	q	0.738	rho	ρ
4532	f29r	21	5899	db	0.516	dag	C11
4533	f29r	21	5947	w	0.312	omg	C14
4534	f29r	21	6020	q	0.331	rho	ρ
4535	f29r	21	6067	psi	0.452	phi	ψ|ψ
4536	f29r	21	6115	rho	0.649	rho|rho	ρ|ρ
4537	f29r	21	6181	X	0.784	x|x	x|x
4538	f29r	21	6236	f	0.790	f|f	f|f
4539	f29r	21	6296	v	0.525	v|v	v|v
4540	f29r	21	6334	7	0.693	7|7	7|7
4541	f29r	21	6366	f	0.504	-	f|f
4542	f29r	21	6408	l	0.592	lam|lam	C04|C04
4543	f29r	21	6467	I	0.402	I|I	I|I
4544	f29r	21	6527	z	0.847	z|z	z|z
4545	f29r	21	6555	f	0.252	f|f	f|f
4546	f29r	21	6645	q	0.615	rho|rho	ρ|ρ
4547	f29r	21	6694	psi	0.225	phi	ψ
4548	f29r	21	6766	sq	0.299	a	a
4549	f29r	21	6826	lamL	0.523	lam	C10
4550	f29r	21	6891	n	0.308	n	n
4551	f29r	21	6936	v	0.535	v	v
4552	f29r	21	6974	X	0.838	x	x
4553	f29r	21	7030	lam	0.245	lam	C10
4554	f29r	21	7070	z	0.562	z	z
4555	f29r	21	7124	v	0.579	v	v
4556	f29r	21	7173	th	0.518	-	C19
4557	f29r	21	7220	w	0.410	omg	C14
4558	f29r	21	7279	R	0.423	Rk	R
4559	f29r	21	7326	S	0.800	s	s
4560	f29r	21	7376	th	0.357	theta	C19
4561	f29r	21	7420	arr	0.922	phi	A
4562	f29r	21	7475	db	0.874	dag	C11
4563	f29r	21	7548	q	0.231	rho	ρ
4564	f29r	21	7597	psi	0.632	phi	ψ
4565	f29r	21	7657	box	0.339	box	C09
4566	f29r	21	7722	E	0.136	eps	C26
4567	f29r	21	7773	yogh	0.998	o	o
4568	f29r	22	5015	arr	0.671	phi	A
4569	f29r	22	5090	I	0.311	-	I
4570	f29r	22	5147	l	0.638	lam	C04
4571	f29r	22	5193	psi	0.577	phi	ψ
4572	f29r	22	5238	f	0.642	f	f
4573	f29r	22	5320	db	0.449	dag	C11
4574	f29r	22	5379	box	0.548	box	C09
4575	f29r	22	5436	E	0.766	eps	E
4576	f29r	22	5476	psi	0.659	phi	ψ
4577	f29r	22	5538	arr	0.640	-	A
4578	f29r	22	5611	box	0.442	box	C09
4579	f29r	22	5670	E	0.831	eps	E
4580	f29r	22	5715	db	0.388	dag	C11
4581	f29r	22	5776	n	0.256	n	n
4582	f29r	22	5826	v	0.513	v	v
4583	f29r	22	5859	db	0.598	dag	C11
4584	f29r	22	5919	o	0.901	o	o
4585	f29r	22	5958	o	0.307	o	o
4586	f29r	22	5996	arr	0.792	phi	A
4587	f29r	22	6062	v	0.478	v	v
4588	f29r	22	6106	o	0.451	Ø(box-o)|-o	C09|C26
4589	f29r	22	6142	f	0.302	f|f	f|f
4590	f29r	22	6209	db	0.845	dag|dag	C11|C11
4591	f29r	22	6263	q	0.459	rho|rho	ρ|ρ
4592	f29r	22	6311	psi	0.552	phi|phi	ψ|ψ
4593	f29r	22	6372	lam	0.606	lam|lam	C10|C10
4594	f29r	22	6411	z	0.499	z|z	z|z
4595	f29r	22	6452	f	0.711	f|f	f|f
4596	f29r	22	6519	S	0.474	S|S	S|S
4597	f29r	22	6567	o	0.434	o|o	o|o
4598	f29r	22	6611	I	0.757	I|I	I|I
4599	f29r	22	6658	lam	0.444	lam	C10|C10
4600	f29r	22	6708	l	0.515	lam	C04
4601	f29r	22	6752	arr	0.301	phi	A
4602	f29r	22	6808	db	0.770	dag	C11
4603	f29r	22	6865	7	0.512	7	7
4604	f29r	22	6892	l	0.591	lam	C09
4605	f29r	22	6963	q	0.369	rho	ρ
4606	f29r	22	7003	psi	0.558	phi	ψ
4607	f29r	22	7062	l	0.488	lam	C04
4608	f29r	22	7101	z	0.281	z	z
4609	f29r	22	7149	v	0.550	v	v
4610	f29r	22	7198	l	0.444	lam	C04
4611	f29r	22	7215	rho	0.309	rho	ρ
4612	f29r	22	7294	psi	0.767	phi	ψ
4613	f29r	22	7358	S	0.276	S	s
4614	f29r	22	7399	z	0.605	z	z
4615	f29r	22	7444	f	0.503	f	f
4616	f29r	22	7513	q	0.590	rho	ρ
4617	f29r	22	7546	db	0.269	dag	C11
4618	f29r	22	7613	T	0.737	T	T
4619	f29r	22	7676	z	0.633	z	z
4620	f29r	22	7725	v	0.674	v	v
4621	f29r	22	7750	arr	0.588	phi	A
4622	f29r	23	5023	Del	0.270	Delta	C07
4623	f29r	23	5074	o	0.874	o	o
4624	f29r	23	5105	I	0.613	I	I
4625	f29r	23	5158	arr	0.274	phi	A
4626	f29r	23	5227	psi	0.257	phi	ψ
4627	f29r	23	5292	dbar	0.214	dag	C11
4628	f29r	23	5390	arr	0.315	phi	A
4629	f29r	23	5457	o	0.244	o	o
4630	f29r	23	5476	f	0.335	f	f
4631	f29r	23	5526	l	0.561	lam	C04
4632	f29r	23	5597	box	0.659	box	C09
4633	f29r	23	5658	psi	0.669	phi	ψ
4634	f29r	23	5722	lam	0.339	-	C10
4635	f29r	23	5765	l	0.693	lam	C04
4636	f29r	23	5828	cross4	0.236	o	o
4637	f29r	23	5960	U	0.188	U(loop2)	C24
4638	f29r	23	6043	n	0.596	n	n
4639	f29r	23	6083	v	0.557	v|v	v|v
4640	f29r	23	6120	X	0.757	x|x	x|x
4641	f29r	23	6136	rho	0.512	rho|rho	ρ|ρ
4642	f29r	23	6237	psi	0.607	phi|phi	ψ|ψ
4643	f29r	23	6291	lam	0.288	lam|lam	C10|C10
4644	f29r	23	6332	T	0.594	T|T	T|T
4645	f29r	23	6390	db	0.600	dag|dag	C11|C11
4646	f29r	23	6440	arr	0.367	phi|phi	A|A
4647	f29r	23	6510	psi	0.315	phi|phi	ψ|ψ
4648	f29r	23	6582	lam	0.371	lam|lam	C10|C10
4649	f29r	23	6635	psi	0.276	phi|phi	ψ|ψ
4650	f29r	23	6680	rho	0.816	rho	ρ
4651	f29r	23	6758	z	0.435	z	z
4652	f29r	23	6799	f	0.513	f	f
4653	f29r	23	6882	n	0.751	n	n
4654	f29r	23	6929	v	0.642	v	v
4655	f29r	23	6947	db	0.735	dag	C11
4656	f29r	23	7021	l	0.703	lam	C04
4657	f29r	23	7062	I	0.421	I	I
4658	f29r	23	7119	psi	0.751	phi	ψ
4659	f29r	23	7189	A	0.844	A	A
4660	f29r	23	7248	7	0.717	7	7
4661	f29r	23	7287	f	0.306	f	f
4662	f29r	23	7351	l	0.681	lam	C04
4663	f29r	23	7412	o	0.405	o	o
4664	f29r	23	7452	v	0.272	v	v
4665	f29r	23	7493	box	0.221	o	C09
4666	f29r	23	7548	v	0.613	v	v
4667	f29r	23	7581	f	0.335	f	f
4668	f29r	23	7638	lam	0.522	lam	C10
4669	f29r	23	7668	rho	0.555	rho	ρ
4670	f29r	23	7739	7	0.128	7	7
4671	f29r	23	7798	q	1.146	.	.
4672	f29r	24	5029	q	0.639	rho	ρ
4673	f29r	24	5077	psi	0.446	phi	ψ
4674	f29r	24	5131	zslash	0.206	Z(curl)	C18
4675	f29r	24	5189	sq	0.341	a	A
4676	f29r	24	5248	I	0.368	I	I
4677	f29r	24	5298	arr	0.693	phi	A
4678	f29r	24	5373	Del	0.438	Delta	C07
4679	f29r	24	5430	o	0.607	o	o
4680	f29r	24	5472	I	0.336	I	I
4681	f29r	24	5526	arr	0.339	phi	A
4682	f29r	24	5599	psi	0.650	phi	ψ
4683	f29r	24	5676	T	0.268	T	T
4684	f29r	24	5727	o	0.335	o	O
4685	f29r	24	5767	T	0.397	T	T
4686	f29r	24	5815	db	0.614	dag	C11
4687	f29r	24	5881	7	0.445	7	7
4688	f29r	24	5911	l	0.573	lam	C04
4689	f29r	24	5989	q	0.316	rho	ρ
4690	f29r	24	6027	psi	0.325	phi	ψ
4691	f29r	24	6084	T	0.466	T|T	T
4692	f29r	24	6141	z	0.297	z|z	z
4693	f29r	24	6189	lam	0.753	lam|lam	C10
4694	f29r	24	6241	psi	0.662	phi|phi	ψ
4695	f29r	24	6303	arr	0.799	lam|phi	A
4696	f29r	24	6383	lam	0.263	n|lam	C10
4697	f29r	24	6429	sq	0.461	a|a	C04
4698	f29r	24	6474	f	0.855	f|f	f
4699	f29r	24	6526	lamL	0.491	lam|lam	C10
4700	f29r	24	6611	S	0.444	S|S	s
4701	f29r	24	6658	o	0.606	o|o	O
4702	f29r	24	6699	X	0.362	box	x
4703	f29r	24	6757	lam	0.273	lam	C10
4704	f29r	24	6819	K	0.380	Rk	K
4705	f29r	24	6880	l	0.862	lam	C04
4706	f29r	24	6926	arr	0.706	phi	A
4707	f29r	24	6993	cross4	0.202	-o(loop)	o
4708	f29r	24	7147	psi	0.365	phi	ψ
4709	f29r	24	7218	m	0.471	m	m
4710	f29r	24	7312	q	1.068	.	.
4711	f29r	25	5031	K	0.448	Rk	K
4712	f29r	25	5076	pi	0.186	-o	C14
4713	f29r	25	5144	lamL	0.313	lam	C10
4714	f29r	25	5210	m	0.629	m	m
4715	f29r	25	5260	rho	1.036	y	y
4716	f29r	25	5342	S	0.900	S	S
4717	f29r	25	5388	o	0.214	o	o
4718	f29r	25	5433	psi	0.594	phi	ψ
4719	f29r	25	5474	f	0.803	f	f
4720	f29r	25	5539	box	0.285	box	C09
4721	f29r	25	5595	z	0.618	z	z
4722	f29r	25	5640	arr	0.625	phi	A
4723	f29r	25	5703	db	0.278	dag	C11
4724	f29r	25	5758	lam	0.316	lam	C10
4725	f29r	25	5816	q	0.469	rho	ρ
4726	f29r	25	5864	X	0.737	box	x
4727	f29r	25	5914	box	0.709	box	C09
4728	f29r	25	5976	l	0.406	lam	C04
4729	f29r	25	6026	n	0.751	n	n
4730	f29r	25	6064	v	0.602	v	v
4731	f29r	25	6094	db	0.618	box|dag	C11|C11
4732	f29r	25	6122	L	0.204	(loop)|box	x|x
4733	f29r	25	6219	th	0.545	theta|theta	C19|C19
4734	f29r	25	6263	I	0.576	I|I	I|I
4735	f29r	25	6321	psi	0.668	phi|phi	ψ|ψ
4736	f29r	25	6372	f	0.364	f|f	f|f
4737	f29r	25	6443	n	0.580	n|n	n|n
4738	f29r	25	6483	v	0.232	v|v	v|v
4739	f29r	25	6529	I	0.457	I|I	I|I
4740	f29r	25	6538	rho	0.297	rho|rho	ρ|ρ
4741	f29r	25	6642	l	0.760	lam|lam	C04|C04
4742	f29r	25	6682	arr	0.673	phi	A
4743	f29r	25	6745	z	0.686	z	z
4744	f29r	25	6784	three	0.311	3	3
4745	f29r	25	6843	psi	0.515	phi	ψ
4746	f29r	25	6883	rho	0.789	rho	ρ
4747	f29r	25	6948	psi	0.350	phi	ψ
4748	f29r	25	7005	six	0.842	6	6
4749	f29r	25	7039	7	0.523	7	7
4750	f29r	25	7093	box	0.613	box	C09
4751	f29r	25	7148	v	0.498	v	v
4752	f29r	25	7185	l	0.773	lam	C04
4753	f29r	25	7226	I	0.684	I	I
4754	f29r	25	7271	z	0.364	z	z
4755	f29r	25	7313	f	0.383	f	f
4756	f29r	25	7384	q	0.296	rho	ρ
4757	f29r	25	7430	psi	0.777	phi	ψ
4758	f29r	25	7480	rho	0.340	rho	ρ
4759	f29r	25	7539	o	0.664	o	o
4760	f29r	25	7582	T	0.776	T	T
4761	f29r	25	7623	arr	0.670	phi	A
4762	f29r	25	7686	o	0.066	o	o
4763	f29r	25	7715	l	0.215	lam	C04
4764	f29r	25	7766	psi	1.150	I	I
4765	f29r	26	5026	box	0.492	box	C09
4766	f29r	26	5082	n	0.645	n	n
4767	f29r	26	5122	v	0.671	v	v
4768	f29r	26	5141	db	0.331	dag	C11
4769	f29r	26	5208	q	0.662	rho	ρ
4770	f29r	26	5254	psi	0.586	phi	ψ
4771	f29r	26	5309	q	0.290	rho	ρ
4772	f29r	26	5332	db	0.305	dag	C11
4773	f29r	26	5398	box	0.229	box	C09
4774	f29r	26	5458	o	0.499	o	o
4775	f29r	26	5462	rho	0.490	rho	ρ
4776	f29r	26	5538	ankh	0.781	rho	q
4777	f29r	26	5607	T	0.422	T	T
4778	f29r	26	5624	rho	0.308	rho	ρ
4779	f29r	26	5704	v	0.547	v	v
4780	f29r	26	5741	lam	0.519	lam	C10
4781	f29r	26	5791	lam	0.492	lam	C10
4782	f29r	26	5839	box	0.263	box	C09
4783	f29r	26	5895	db	0.762	dag	C11
4784	f29r	26	5957	v	0.648	v	v
4785	f29r	26	5992	arr	0.622	phi	A
4786	f29r	26	6056	psi	0.337	lam	ψ
4787	f29r	26	6117	7	0.286	7|7	7
4788	f29r	26	6149	l	0.324	lam|lam	C04|C04
4789	f29r	26	6219	S	0.295	S|S	S|S
4790	f29r	26	6264	psi	0.754	phi|phi	ψ|ψ
4791	f29r	26	6320	I	0.652	I|I	I|I
4792	f29r	26	6376	six	0.395	C6|C6	G|G
4793	f29r	26	6445	db	0.702	dag|dag	C11|C11
4794	f29r	26	6496	v	0.685	v|v	v|v
4795	f29r	26	6535	arr	0.611	phi|phi	A|A
4796	f29r	26	6614	box	0.607	box|box	C09|C09
4797	f29r	26	6676	E	0.520	eps|eps	E|E
4798	f29r	26	6721	z	0.384	z	z
4799	f29r	26	6772	lam	0.359	lam	C10
4800	f29r	26	6820	psi	0.845	phi	ψ
4801	f29r	26	6888	T	0.580	T	T
4802	f29r	26	6939	z	0.399	z	z
4803	f29r	26	6991	v	0.388	v	v
4804	f29r	26	7036	arr	0.708	phi	A
4805	f29r	26	7113	R	0.718	Rk	R
4806	f29r	26	7165	psi	0.799	phi	ψ
4807	f29r	26	7213	f	0.722	f	f
4808	f29r	26	7270	I	0.605	I	I
4809	f29r	26	7326	arr	0.637	phi	A
4810	f29r	26	7416	o	0.578	o	o
4811	f29r	26	7452	v	0.384	v	v
4812	f29r	26	7486	six	0.469	C6	6
4813	f29r	26	7533	th	0.396	theta	C19
4814	f29r	26	7575	z	0.822	z	z
4815	f29r	26	7621	A	0.532	A	A
4816	f29r	26	7684	psi	0.241	phi	ψ
4817	f29r	26	7735	Del	0.139	Delta	C07
4818	f29r	26	7806	yogh	1.186	.	.
4819	f29r	27	5023	I	0.645	I	I
4820	f29r	27	5055	f	0.194	f	f
4821	f29r	27	5113	lam	0.269	v	C10
4822	f29r	27	5167	o	0.618	o	o
4823	f29r	27	5198	n	0.555	n	n
4824	f29r	27	5238	v	0.520	v	v
4825	f29r	27	5278	z	0.260	z	z
4826	f29r	27	5333	E	0.883	eps	E
4827	f29r	27	5395	o	0.792	o	o
4828	f29r	27	5436	z	0.538	z	z
4829	f29r	27	5469	f	0.755	f	f
4830	f29r	27	5536	l	0.715	lam	C04
4831	f29r	27	5593	psi	1.017	phi	ψ
4832	f29r	27	5651	f	0.434	f	f
4833	f29r	27	5708	q	0.313	rho	ρ
4834	f29r	27	5757	7	0.625	7	7
4835	f29r	27	5790	f	0.426	f	f
4836	f29r	27	5855	box	0.662	box	C09
4837	f29r	27	5913	z	0.626	z	z
4838	f29r	27	5960	arr	0.269	A	A
4839	f29r	27	6006	db	0.719	dag	C11
4840	f29r	27	6066	lam	0.391	v	C10
4841	f29r	27	6110	rho	0.755	rho|rho	ρ
4842	f29r	27	6163	v	0.603	v|v	v|v
4843	f29r	27	6199	E	0.707	E|E	E|E
4844	f29r	27	6265	lam	0.359	v|v	C10|C10
4845	f29r	27	6311	psi	0.405	phi|phi	ψ|ψ
4846	f29r	27	6368	S	0.379	S|S	s|s
4847	f29r	27	6413	th	0.402	theta|theta	C19|C19
4848	f29r	27	6446	rho	0.438	rho|rho	ρ|ρ
4849	f29r	27	6494	psi	0.619	phi|phi	ψ|ψ
4850	f29r	27	6557	I	0.715	I|I	I|I
4851	f29r	27	6574	rho	0.367	rho|rho	ρ|ρ
4852	f29r	27	6663	n	0.505	n|n	n|n
4853	f29r	27	6716	v	0.344	v	v
4854	f29r	27	6756	db	0.452	dag	C11
4855	f29r	27	6800	rho	0.503	box	ρ
4856	f29r	27	6861	o	0.316	o	o
4857	f29r	27	6906	q	0.303	rho	ρ
4858	f29r	27	6947	psi	0.246	phi	ψ
4859	f29r	27	6992	l	0.219	box	ρ
4860	f29r	27	7059	X	0.489	x	x
4861	f29r	27	7122	R	0.300	Rk	R
4862	f29r	27	7171	arr	0.759	phi	A
4863	f29r	27	7237	o	0.570	o	o
4864	f29r	27	7252	f	0.514	f	f
4865	f29r	27	7308	box	0.439	box	C09
4866	f29r	27	7364	7	0.458	7	7
4867	f29r	27	7435	q	0.633	rho	q
4868	f29r	27	7471	v	0.688	v	v
4869	f29r	27	7514	rho	1.071	-	L
4870	f29r	27	7575	m	0.302	Um(loop)	m
4871	f29r	27	7663	7	0.542	7	7
4872	f29r	27	7707	lam	0.042	lam	-
4873	f29r	27	7743	l	0.317	.	C04
4874	f29r	28	5024	l	0.716	lam	C04
4875	f29r	28	5067	o	0.574	o	o
4876	f29r	28	5091	f	0.337	f	f
4877	f29r	28	5150	l	0.349	lam	C04
4878	f29r	28	5175	f	0.910	S	C27
4879	f29r	28	5253	psi	0.487	phi	ψ
4880	f29r	28	5314	box	0.780	box	C09
4881	f29r	28	5363	db	0.344	dag	C11
4882	f29r	28	5425	H	0.608	H	H
4883	f29r	28	5480	o	0.593	o	o
4884	f29r	28	5522	I	0.706	I	I
4885	f29r	28	5571	arr	0.299	phi	A
4886	f29r	28	5627	db	0.447	dag	C11
4887	f29r	28	5687	n	0.597	n	n
4888	f29r	28	5735	v	0.695	v	v
4889	f29r	28	5781	X	0.256	box	x
4890	f29r	28	5824	l	0.666	rho	ρ
4891	f29r	28	5871	f	0.829	f	f
4892	f29r	28	5953	psi	0.651	phi	ψ
4893	f29r	28	6009	lam	0.322	v	C10
4894	f29r	28	6051	l	0.310	lam	C04
4895	f29r	28	6112	T	0.580	T|T	T|T
4896	f29r	28	6166	sq	0.325	a|A	A|z
4897	f29r	28	6233	H	0.596	H|H	H|H
4898	f29r	28	6287	I	0.577	I|I	I|I
4899	f29r	28	6343	rho	0.466	-	-
4900	f29r	28	6344	th	0.535	theta|theta	C19|C19
4901	f29r	28	6440	psi	0.896	phi|phi	ψ|ψ
4902	f29r	28	6513	q	0.307	rho|rho	ρ|ρ
4903	f29r	28	6544	db	0.478	dag|dag	C11|C11
4904	f29r	28	6606	T	0.148	T|T	T|T
4905	f29r	28	6613	rho	0.467	rho|rho	ρ|ρ
4906	f29r	28	6698	v	0.327	v	v
4907	f29r	28	6734	lam	0.564	lam	C10
4908	f29r	28	6785	7	0.527	7	7
4909	f29r	28	6825	l	0.337	lam	C04
4910	f29r	28	6868	n	0.357	n	n
4911	f29r	28	6905	v	0.432	v	v
4912	f29r	28	6919	db	0.921	dag	C11
4913	f29r	28	6995	T	0.241	T	T
4914	f29r	28	7037	H	0.617	H	C10
4915	f29r	28	7081	v	0.517	v	v
4916	f29r	28	7116	arr	0.302	phi	A
4917	f29r	28	7188	E	0.554	eps	E
4918	f29r	28	7232	T	0.491	T	T
4919	f29r	28	7285	o	0.735	o	o
4920	f29r	28	7327	arr	0.360	phi	A
4921	f29r	28	7389	v	0.606	v	v
4922	f29r	28	7433	psi	0.697	phi	ψ
4923	f29r	28	7477	f	0.642	f	f
