sid	page	line	pos	sign	family	confidence	source
c4a_03_006	c4a	3	6	II-DASH	II-DASH	M	eye-split:c4-knn-MISC-17
c4a_03_007	c4a	3	7	CC-O	CC-O	M	eye-check:AMP
c4a_03_008	c4a	3	8	X	X	H	eye-check:X
c4a_03_009	c4a	3	9	Y-CURL	Y-CURL	M	eye-check:Y-CURL
c4a_03_010	c4a	3	10	LOOP-TAIL	LOOP-TAIL	M	eye-check:LOOP-TAIL
c4a_03_011	c4a	3	11	X-CURL	X-CURL	M	eye-check:PCT
c4a_03_012	c4a	3	12	X	X	H	eye-check:X
c4a_03_013	c4a	3	13	BLOB	BLOB	M	eye-split:c4-knn-MISC-32
c4a_04_001	c4a	4	1	OMEGA	OMEGA	M	eye-check:LOOP-TAIL
c4a_04_002	c4a	4	2	PCT	PCT	H	eye-check:PCT
c4a_04_003	c4a	4	3	A-LETTER	A-LETTER	M	eye-check:TRIPOD
c4a_04_004	c4a	4	4	X	X	H	eye-check:X
c4a_04_005	c4a	4	5	THETA-BAR	THETA-BAR	M	eye-split:c4-knn-MISC-05
c4a_04_006	c4a	4	6	CC-DASH	CC-DASH	H	eye-split:c4-knn-MISC-05
c4a_04_007	c4a	4	7	VENUS	VENUS	H	eye-check:VENUS
c4a_04_008	c4a	4	8	RAM	RAM	M	eye-split:c4-knn-_
c4a_04_009	c4a	4	9	PCT-SLASH	PCT	H	eye-check:PCT
c4a_04_010	c4a	4	10	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_04_011	c4a	4	11	WAVE	WAVE	H	eye-check:WAVE
c4a_04_012	c4a	4	12	CHEVRON2	CHEVRON2	M	eye-check:HOOK-L
c4a_04_013	c4a	4	13	CIRC-O	CIRC-O	H	eye-check:CIRC-O
c4a_04_014	c4a	4	14	X	X	H	eye-check:X
c4a_04_015	c4a	4	15	OX-TILDE	OX-TILDE	H	eye-split:c4-knn-MISC-31
c4a_04_016	c4a	4	16	PCT-SLASH	PCT	H	eye-check:PCT
c4a_04_017	c4a	4	17	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4a_04_018	c4a	4	18	HOOK-L	HOOK-L	M	eye-split:c4-knn-MISC-17
c4a_05_001	c4a	5	1	VEE	VEE	H	eye-check:VEE
c4a_05_002	c4a	5	2	O-DASH2	O-DASH2	M	eye-check:CRESCENT
c4a_05_003	c4a	5	3	PCT-SLASH	PCT	M	eye-check:TRIPOD
c4a_05_004	c4a	5	4	WAVE	WAVE	H	eye-check:WAVE
c4a_05_005	c4a	5	5	II-O	II-O	H	eye-split:c4-knn-MISC-36
c4a_05_006	c4a	5	6	ARCH-O	ARCH-O	M	eye-split:c4-knn-_
c4a_05_007	c4a	5	7	X	X	H	eye-check:X
c4a_05_008	c4a	5	8	CIRC-O	CIRC-O	M	eye-check:GEAR-DOT
c4a_05_009	c4a	5	9	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4a_05_010	c4a	5	10	X	X	H	eye-check:X
c4a_05_011	c4a	5	11	O-SLASH	O-SLASH	M	eye-split:c4-knn-MISC-54
c4a_05_012	c4a	5	12	PCT-SLASH	PCT	H	eye-split:c4-knn-MISC-30
c4a_05_013	c4a	5	13	Y-LOOPS	Y-LOOPS	M	eye-check:CROSS-T
c4a_05_014	c4a	5	14	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_05_015	c4a	5	15	PCT-SLASH	PCT	H	eye-split:c4-knn-_
c4a_05_016	c4a	5	16	Y-CURL	Y-CURL	M	eye-check:Y-CURL
c4a_05_017	c4a	5	17	CIRC-O	CIRC-O	M	eye-check:GEAR-DOT
c4a_05_018	c4a	5	18	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4a_06_001	c4a	6	1	O-PLUS	O-PLUS	M	eye-split:c4-knn-_
c4a_06_002	c4a	6	2	X-DASH	X-DASH	M	eye-check:CROSS-T
c4a_06_003	c4a	6	3	CHEVRON2	CHEVRON2	M	eye-check:HOOK-L
c4a_06_004	c4a	6	4	DASH-H	DASH-H	H	eye-check:DASH-H
c4a_06_005	c4a	6	5	DIAMOND	DIAMOND	M	eye-check:DELTA-TAIL
c4a_06_006	c4a	6	6	ARROW-UP	ARROW-UP	M	eye-split:c4-knn-MISC-54
c4a_06_007	c4a	6	7	X	X	H	eye-split:c4-knn-_
c4a_06_008	c4a	6	8	X	X	H	eye-split:c4-knn-_
c4a_06_009	c4a	6	9	VENUS	VENUS	H	eye-check:VENUS
c4a_06_010	c4a	6	10	MARS	MARS	M	eye-check:PHI
c4a_06_011	c4a	6	11	PCT	PCT	H	eye-split:c4-knn-MISC-05
c4a_06_012	c4a	6	12	EIGHT	EIGHT	L	eye-split:c4-knn-_
c4a_06_013	c4a	6	13	THETA-BAR	THETA-BAR	M	eye-split:c4-knn-MISC-33
c4a_06_014	c4a	6	14	O-DASH2	O-DASH2	H	eye-split:c4-knn-MISC-05
c4a_06_015	c4a	6	15	QUESTION	QUESTION	M	eye-check:PCT
c4a_07_001	c4a	7	1	PCT	PCT	H	eye-check:PCT
c4a_07_002	c4a	7	2	O-DASHBELOW	O-DASHBELOW	M	eye-check:X
c4a_07_003	c4a	7	3	MULTI	MULTI	L	eye-split:c4-knn-MISC-20
c4a_07_004	c4a	7	4	S-CURL	S-CURL	L	eye-split:c4-knn-_
c4a_07_005	c4a	7	5	PCT-SLASH	PCT	L	eye-split:c4-knn-MISC-46
c4a_07_006	c4a	7	6	X	X	H	eye-check:X
c4a_07_007	c4a	7	7	O-TILDE	O-TILDE	M	eye-check:PCT
c4a_07_008	c4a	7	8	VEE	VEE	H	eye-split:c4-knn-MISC-05
c4a_07_009	c4a	7	9	V-LOOP	V-LOOP	M	eye-check:TRIDENT
c4a_07_010	c4a	7	10	O-SLASH	O-SLASH	M	eye-check:PHI
c4a_07_011	c4a	7	11	WAVE	WAVE	H	eye-check:WAVE
c4a_07_012	c4a	7	12	PCT-SLASH	PCT	M	eye-check:PCT
c4a_07_013	c4a	7	13	O-DASH2	O-DASH2	H	eye-split:c4-knn-MISC-33
c4a_07_014	c4a	7	14	HOOK-L	HOOK-L	M	eye-check:CIRC-TAIL
c4a_08_001	c4a	8	1	TWO	TWO	M	eye-split:c4-knn-MISC-17
c4a_08_002	c4a	8	2	MULTI	MULTI	L	eye-split:c4-knn-_
c4a_08_003	c4a	8	3	DAGGER-O	DAGGER-O	M	eye-check:DELTA-TAIL
c4a_08_004	c4a	8	4	EIGHT	EIGHT	L	eye-check:Y-CURL
c4a_08_005	c4a	8	5	O-SLASH	O-SLASH	M	eye-split:c4-knn-MISC-05
c4a_08_006	c4a	8	6	X	X	H	eye-check:X
c4a_08_007	c4a	8	7	MULTI	MULTI	L	eye-check:X
c4a_08_008	c4a	8	8	CIRC-O	CIRC-O	M	eye-check:GEAR-DOT
c4a_08_009	c4a	8	9	WAVE	WAVE	H	eye-check:WAVE
c4a_08_010	c4a	8	10	CROSS-T	CROSS-T	H	eye-check:CROSS-T
c4a_08_011	c4a	8	11	X	X	H	eye-check:X
c4a_08_012	c4a	8	12	Y-LOOPS	Y-LOOPS	M	eye-check:CROSS-T
c4a_08_013	c4a	8	13	X-BAR	X-BAR	M	eye-check:X
c4a_08_014	c4a	8	14	X-SLASH	X-SLASH	M	eye-check:X
c4a_08_015	c4a	8	15	O-TILDE	O-TILDE	H	eye-split:c4-knn-MISC-33
c4a_08_016	c4a	8	16	VENUS	VENUS	H	eye-check:LOOP-TAIL
c4a_08_017	c4a	8	17	QUESTION	QUESTION	M	eye-check:PCT
c4a_09_001	c4a	9	1	XX-TILDE	XX-TILDE	L	eye-split:c4-knn-MISC-05
c4a_09_002	c4a	9	2	Y-CURL	Y-CURL	M	eye-check:Y-CURL
c4a_09_003	c4a	9	3	VENUS	VENUS	H	eye-check:VENUS
c4a_09_004	c4a	9	4	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_09_005	c4a	9	5	TAURUS	TAURUS	M	eye-split:c4-knn-MISC-33
c4a_09_006	c4a	9	6	NOTE	NOTE	H	eye-split:c4-knn-_
c4a_09_007	c4a	9	7	NOTE	NOTE	M	eye-check:NOTE
c4a_09_008	c4a	9	8	PICT-ARROW	PICT-ARROW	M	eye-split:c4-knn-MISC-29
c4a_09_009	c4a	9	9	OMEGA	OMEGA	M	eye-check:VENUS
c4a_09_010	c4a	9	10	O-TILDE	O-TILDE	H	eye-split:c4-knn-MISC-33
c4a_09_011	c4a	9	11	X	X	M	eye-check:TRIPOD
c4a_09_012	c4a	9	12	X-CURL	X-CURL	M	eye-split:c4-knn-_
c4a_09_013	c4a	9	13	CC-DASH	CC-DASH	H	eye-split:c4-knn-MISC-82
c4a_09_014	c4a	9	14	VENUS	VENUS	M	eye-check:VENUS
c4a_09_015	c4a	9	15	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_10_001	c4a	10	1	X-SLASH	X-SLASH	M	eye-split:c4-knn-MISC-43
c4a_10_002	c4a	10	2	O-DOT-STEM	O-DOT-STEM	L	eye-check:PCT
c4a_10_003	c4a	10	3	NOTE	NOTE	M	eye-check:NOTE
c4a_10_004	c4a	10	4	PICT-RUNNER	PICT-RUNNER	H	eye-check:SUN
c4a_10_005	c4a	10	5	X	X	H	eye-check:X
c4a_10_006	c4a	10	6	_	_	L	eye-check:BAR-SERIF
c4a_10_007	c4a	10	7	C-DOT	C-DOT	M	eye-check:CRESCENT
c4a_10_008	c4a	10	8	MULTI	MULTI	L	eye-split:c4-knn-MISC-24
c4a_10_009	c4a	10	9	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_10_010	c4a	10	10	X	X	M	eye-check:X
c4a_10_011	c4a	10	11	PICT-HOUSE	PICT-HOUSE	L	eye-split:c4-knn-MISC-29
c4a_10_012	c4a	10	12	MULTI	MULTI	L	eye-split:c4-knn-MISC-29
c4a_10_013	c4a	10	13	X	X	H	eye-check:X
c4a_10_014	c4a	10	14	X	X	H	eye-check:X
c4a_10_015	c4a	10	15	O-SLASH	O-SLASH	M	eye-check:X
c4a_10_016	c4a	10	16	DELTA	DELTA	H	eye-check:TRIPOD
c4a_10_017	c4a	10	17	_	_	L	eye-check:PCT
c4a_11_001	c4a	11	1	ARCH-DASH	ARCH-DASH	H	eye-split:c4-knn-MISC-07
c4a_11_002	c4a	11	2	II-O	II-O	H	eye-check:LOOP-TAIL
c4a_11_003	c4a	11	3	O-SLASH	O-SLASH	M	eye-check:PHI
c4a_11_004	c4a	11	4	MULTI	MULTI	L	eye-split:c4-knn-MISC-29
c4a_11_005	c4a	11	5	MULTI	MULTI	L	eye-split:c4-knn-MISC-29
c4a_11_006	c4a	11	6	_	_	M	eye-split:c4-knn-MISC-17
c4a_11_007	c4a	11	7	O-TILDE	O-TILDE	M	eye-split:c4-knn-MISC-33
c4a_11_008	c4a	11	8	PCT-SLASH	PCT	M	eye-check:TRIPOD
c4a_11_009	c4a	11	9	LOOP-STEM	LOOP-STEM	M	eye-check:RHO
c4a_11_010	c4a	11	10	DELTA	DELTA	H	eye-split:c4-knn-MISC-71
c4a_11_011	c4a	11	11	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4a_12_001	c4a	12	1	PICT-LEAF	PICT-LEAF	M	eye-split:c4-knn-MISC-29
c4a_12_002	c4a	12	2	O-SLASH	O-SLASH	M	eye-split:c4-knn-MISC-46
c4a_12_003	c4a	12	3	LOOP-TAIL	LOOP-TAIL	L	eye-check:PHI
c4a_12_004	c4a	12	4	Y-CURL	Y-CURL	L	eye-check:TRIPOD
c4a_12_005	c4a	12	5	OX-TILDE	OX-TILDE	L	eye-check:WAVE
c4a_12_006	c4a	12	6	ARCH-DASH	ARCH-DASH	M	eye-split:c4-knn-MISC-30
c4a_12_007	c4a	12	7	X	X	L	eye-check:X
c4a_12_008	c4a	12	8	WAVE	WAVE	H	eye-check:WAVE
c4a_12_009	c4a	12	9	VEE	VEE	L	eye-check:CROSS-T
c4a_12_010	c4a	12	10	BLOB	BLOB	M	eye-check:BAR-SOLID
c4a_12_011	c4a	12	11	X-CURL	X-CURL	H	eye-split:c4-knn-MISC-37
c4a_12_012	c4a	12	12	Y-CURL	Y-CURL	L	eye-check:Y-CURL
c4a_12_013	c4a	12	13	O-DASHBELOW	O-DASHBELOW	L	eye-check:X
c4a_12_014	c4a	12	14	BLOB	BLOB	M	eye-split:c4-knn-MISC-32
c4a_12_015	c4a	12	15	SIGMA	SIGMA	H	eye-split:c4-knn-_
c4a_12_016	c4a	12	16	QUESTION	QUESTION	M	eye-check:X
c4a_12_017	c4a	12	17	QUESTION	QUESTION	M	eye-split:c4-knn-MISC-17
c4a_12_018	c4a	12	18	X	X	H	eye-check:X
c4a_12_019	c4a	12	19	OX	OX	M	eye-split:c4-knn-MISC-31
c4a_13_001	c4a	13	1	PICT-ANCHOR	PICT-ANCHOR	H	eye-check:SUN
c4a_13_002	c4a	13	2	X	X	H	eye-check:X
c4a_13_003	c4a	13	3	DAGGER-O	DAGGER-O	M	eye-check:VENUS
c4a_13_004	c4a	13	4	F-LETTER	F-LETTER	L	eye-split:c4-knn-MISC-33
c4a_13_005	c4a	13	5	EIGHT	EIGHT	L	eye-check:X
c4a_13_006	c4a	13	6	BOX-GRID	BOX-GRID	H	eye-split:c4-knn-MISC-21
c4a_13_007	c4a	13	7	Y-LOOPS	Y-LOOPS	L	eye-split:c4-knn-MISC-07
c4a_13_008	c4a	13	8	Y-CURL	Y-CURL	M	eye-check:VEE
c4a_13_009	c4a	13	9	U-CUP	U-CUP	M	eye-check:DASH-H
c4a_13_010	c4a	13	10	PCT	PCT	H	eye-check:PCT
c4a_13_011	c4a	13	11	WAVE	WAVE	M	eye-check:DASH-H
c4a_13_012	c4a	13	12	X	X	H	eye-check:X
c4a_13_013	c4a	13	13	VENUS	VENUS	M	eye-check:LOOP-TAIL
c4a_13_014	c4a	13	14	X-DASH	X-DASH	M	eye-check:X
c4a_13_015	c4a	13	15	II-DASH	II-DASH	H	eye-split:c4-knn-MISC-21
c4a_13_016	c4a	13	16	CIRC-O	CIRC-O	H	eye-check:CIRC-O
c4a_13_017	c4a	13	17	DAGGER-O	DAGGER-O	H	eye-split:c4-knn-MISC-13
c4a_14_001	c4a	14	1	TWO	TWO	M	eye-split:c4-knn-_
c4a_14_002	c4a	14	2	MULTI	MULTI	L	eye-split:c4-knn-MISC-43
c4a_14_003	c4a	14	3	X	X	H	eye-check:X
c4a_14_004	c4a	14	4	X	X	H	eye-check:X
c4a_14_005	c4a	14	5	DIAMOND	DIAMOND	M	eye-check:X
c4a_14_006	c4a	14	6	X-DASH	X-DASH	M	eye-check:CROSS-T
c4a_14_007	c4a	14	7	IOI-TILDE	IOI-TILDE	M	eye-split:c4-knn-MISC-31
c4a_14_008	c4a	14	8	U-DASH	U-DASH	M	eye-split:c4-knn-MISC-05
c4a_14_009	c4a	14	9	Y-CURL	Y-CURL	M	eye-check:Y-CURL
c4a_14_010	c4a	14	10	SIGMA	SIGMA	H	eye-check:X
c4a_14_011	c4a	14	11	MULTI	MULTI	L	eye-split:c4-knn-MISC-29
c4a_14_012	c4a	14	12	NOTE	NOTE	M	eye-split:c4-knn-MISC-21
c4a_14_013	c4a	14	13	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4b_01_001	c4b	1	1	CHEVRON2	CHEVRON2	M	eye-check:HOOK-L
c4b_01_002	c4b	1	2	RAM	RAM	M	eye-split:c4-knn-_
c4b_01_003	c4b	1	3	X	X	H	eye-check:X
c4b_01_004	c4b	1	4	STAR	STAR	H	eye-split:c4-knn-MISC-24
c4b_01_005	c4b	1	5	HASH	HASH	H	eye-split:c4-knn-MISC-46
c4b_01_006	c4b	1	6	ARROW-UP	ARROW-UP	M	eye-check:TRIPOD
c4b_01_007	c4b	1	7	X	X	L	eye-check:BAR-SOLID
c4b_01_008	c4b	1	8	SMILE	SMILE	M	eye-split:c4-knn-MISC-05
c4b_01_009	c4b	1	9	PCT-SLASH	PCT	M	eye-check:PCT
c4b_01_010	c4b	1	10	S-CURL	S-CURL	L	eye-check:DELTA-TAIL
c4b_01_011	c4b	1	11	PICT-ARROW	PICT-ARROW	M	eye-split:c4-knn-MISC-40
c4b_02_001	c4b	2	1	DELTA	DELTA	H	eye-split:c4-knn-_
c4b_02_002	c4b	2	2	DOTS-DASH	DOTS-DASH	L	eye-split:c4-knn-MISC-05
c4b_02_003	c4b	2	3	ARROW-O	ARROW-O	M	eye-split:c4-knn-MISC-13
c4b_02_004	c4b	2	4	CC-O	CC-O	M	eye-split:c4-knn-MISC-05
c4b_02_005	c4b	2	5	OX-TILDE	OX-TILDE	H	eye-split:c4-knn-MISC-31
c4b_02_006	c4b	2	6	X	X	H	eye-check:X
c4b_02_007	c4b	2	7	O-DASH2	O-DASH2	H	eye-split:c4-knn-MISC-33
c4b_02_008	c4b	2	8	PCT-SLASH	PCT	M	eye-check:PCT
c4b_02_009	c4b	2	9	Y-CURL	Y-CURL	M	eye-split:c4-knn-_
c4b_02_010	c4b	2	10	II-SLASH	II-SLASH	L	eye-check:AMP
c4b_02_011	c4b	2	11	DOLLAR	DOLLAR	M	eye-split:c4-knn-MISC-76
c4b_02_012	c4b	2	12	LOOP-TAIL	LOOP-TAIL	L	eye-check:Y-CURL
c4b_02_013	c4b	2	13	S-CURL	S-CURL	L	eye-check:PCT
c4b_02_014	c4b	2	14	PCT	PCT	H	eye-check:PCT
c4b_02_015	c4b	2	15	WAVE	WAVE	M	eye-check:DASH-H
c4b_03_001	c4b	3	1	S-CURL	S-CURL	L	eye-split:c4-knn-MISC-05
c4b_03_002	c4b	3	2	X-BAR-CC	X-BAR-CC	M	eye-split:c4-knn-MISC-36
c4b_03_003	c4b	3	3	SUN	SUN	M	eye-check:X
c4b_03_004	c4b	3	4	CHEVRON2	CHEVRON2	M	eye-check:HOOK-L
c4b_03_005	c4b	3	5	GEAR-DOT	GEAR-DOT	M	eye-check:EYE-DOT
c4b_03_006	c4b	3	6	CHEVRON2	CHEVRON2	M	eye-check:Y-CURL
c4b_03_007	c4b	3	7	OX-TILDE	OX-TILDE	H	eye-split:c4-knn-MISC-31
c4b_03_008	c4b	3	8	PICT-FACE	PICT-FACE	M	eye-split:c4-knn-MISC-20
c4b_03_009	c4b	3	9	NOTE	NOTE	H	eye-check:TRIPOD
c4b_03_010	c4b	3	10	ARCH-DASH	ARCH-DASH	H	eye-split:c4-knn-_
c4b_03_011	c4b	3	11	O-TILDE	O-TILDE	L	eye-split:c4-knn-_
c4b_03_012	c4b	3	12	PCT-SLASH	PCT	M	eye-check:TRIPOD
c4b_03_013	c4b	3	13	WAVE	WAVE	H	eye-check:WAVE
c4b_04_001	c4b	4	1	DIAMOND	DIAMOND	M	eye-split:c4-knn-_
c4b_04_002	c4b	4	2	SIGMA	SIGMA	H	eye-split:c4-knn-_
c4b_04_003	c4b	4	3	ARCH-O	ARCH-O	M	eye-split:c4-knn-_
c4b_04_004	c4b	4	4	X	X	H	eye-check:X
c4b_04_005	c4b	4	5	VENUS	VENUS	H	eye-split:c4-knn-_
c4b_04_006	c4b	4	6	MULTI	MULTI	L	eye-split:c4-knn-_
c4b_04_007	c4b	4	7	EIGHT	EIGHT	L	eye-split:c4-knn-_
c4b_04_008	c4b	4	8	CHEVRON	CHEVRON	M	eye-check:HOOK-L
c4b_04_009	c4b	4	9	CHEVRON	CHEVRON	M	eye-check:HOOK-L
c4b_04_010	c4b	4	10	CIRC-O	CIRC-O	M	eye-check:EYE-DOT
c4b_04_011	c4b	4	11	SLASH	SLASH	H	eye-split:c4-knn-_
c4b_04_012	c4b	4	12	II-O	II-O	H	eye-split:c4-knn-MISC-13
c4b_04_013	c4b	4	13	CIRC-O	CIRC-O	M	eye-check:EYE-DOT
c4b_04_014	c4b	4	14	CIRC-O	CIRC-O	L	eye-split:c4-knn-_
c4b_04_015	c4b	4	15	THETA-BAR	THETA-BAR	M	eye-split:c4-knn-MISC-24
c4b_04_016	c4b	4	16	S-CURL	S-CURL	L	eye-check:PCT
c4b_05_001	c4b	5	1	O-DOT-STEM	O-DOT-STEM	M	eye-split:c4-knn-MISC-21
c4b_05_002	c4b	5	2	PICT-CROSSED	PICT-CROSSED	L	eye-split:c4-knn-_
c4b_05_003	c4b	5	3	LOOP-STEM	LOOP-STEM	M	eye-check:X
c4b_05_004	c4b	5	4	V-LOOP	V-LOOP	M	eye-check:TRIDENT
c4b_05_005	c4b	5	5	M-LETTER	M-LETTER	L	eye-check:PCT
c4b_05_006	c4b	5	6	THREE	THREE	L	eye-check:PCT
c4b_05_007	c4b	5	7	SLASH	SLASH	M	eye-split:c4-knn-MISC-17
c4b_05_008	c4b	5	8	TAURUS	TAURUS	M	eye-check:DELTA-TAIL
c4b_05_009	c4b	5	9	OMEGA-O	OMEGA-O	L	eye-split:c4-knn-_
c4b_05_010	c4b	5	10	SCROLL-X	SCROLL-X	L	eye-split:c4-knn-_
c4b_05_011	c4b	5	11	PICT-GLASS	PICT-GLASS	L	eye-split:c4-knn-MISC-36
c4b_05_012	c4b	5	12	EIGHT	EIGHT	M	eye-split:c4-knn-_
c4b_05_013	c4b	5	13	X	X	H	eye-check:X
c4b_05_014	c4b	5	14	S-CURL	S-CURL	L	eye-split:c4-knn-_
