code	printed	line	letter	context
91	91	23007	CLXXXVIL	is realm, whose advice is worthy asking, that it shall be soon after disclosed to 91, and also to the im- poBerti aforesaid, whereby the purpose in band shall be defeat,
1	1	23054	CLXXXVIII.	 meeting with the Wardens in this realm, and for redress and justice on the Borders, 1 have oftentimes moved the King and council, who thereon, have at length, both by 
870	870	23211	CLXXXIX.	ptain of the Scott's guard in France, and others. They all agree and certify that 870 shall return this summer into 70; and some of them write that it shall be sooner
70	70	23216	CLXXXIX.	 and others. They all agree and certify that 870 shall return this summer into 70; and some of them write that it shall be sooner than sonic of his enemies look for
91	91	23219	CLXXXIX.	k for. It appeareth that he is persuaded and purposed to return, notwithstanding that 91 shall not assent thereto. For he prcsumeth (that upon the former promise made by 91 
91	91	23220	CLXXXIX.	 91 shall not assent thereto. For he prcsumeth (that upon the former promise made by 91 before his departure from 70, assur- ing him that he should come again within the ha
70	70	23220	CLXXXIX.	 For he prcsumeth (that upon the former promise made by 91 before his departure from 70, assur- ing him that he should come again within the half year with his favour, and 
60	60	23225	CLXXXIX.	bring money without forces; and it is looked that he shall bring or send before him 60,000 crowns, to be levied at such hands as for this service will furnish the same ; 
91	91	23227	CLXXXIX.	ied at such hands as for this service will furnish the same ; with large offers to 91 and the lords in the name of 149, 19, 23, and 85. It appeareth that he purposeth 
149	149	23227	CLXXXIX.	vice will furnish the same ; with large offers to 91 and the lords in the name of 149, 19, 23, and 85. It appeareth that he purposeth to come in at Dunbarton, which I 
19	19	23228	CLXXXIX.	will furnish the same ; with large offers to 91 and the lords in the name of 149, 19, 23, and 85. It appeareth that he purposeth to come in at Dunbarton, which I fear 
23	23	23228	CLXXXIX.	 furnish the same ; with large offers to 91 and the lords in the name of 149, 19, 23, and 85. It appeareth that he purposeth to come in at Dunbarton, which I fear is 
85	85	23228	CLXXXIX.	the same ; with large offers to 91 and the lords in the name of 149, 19, 23, and 85. It appeareth that he purposeth to come in at Dunbarton, which I fear is still kep
870	870	23246	CLXXXIX.	. Moreover, by other secret intelligence about Maningville, I am informed that albeit 870 hath assured 149 that the most ancient of the nobility and men of greatest power an
149	149	23246	CLXXXIX.	ther secret intelligence about Maningville, I am informed that albeit 870 hath assured 149 that the most ancient of the nobility and men of greatest power and credit with the
149	149	23249	CLXXXIX.	 are banded with him and will both stand fast with him, and also run the course of 149 and 23, wherein lie offereth to gel good testimonies from the lords themselves, and 
23	23	23250	CLXXXIX.	ed with him and will both stand fast with him, and also run the course of 149 and 23, wherein lie offereth to gel good testimonies from the lords themselves, and for the 
1	1	23251	CLXXXIX.	stimonies from the lords themselves, and for the same hath written to the lords, yet 1-19 and 19 will not give full credit thereunto, until they shall be ad- vertised by M
19	19	23251	CLXXXIX.	imonies from the lords themselves, and for the same hath written to the lords, yet 1-19 and 19 will not give full credit thereunto, until they shall be ad- vertised by Mann
19	19	23252	CLXXXIX.	from the lords themselves, and for the same hath written to the lords, yet 1-19 and 19 will not give full credit thereunto, until they shall be ad- vertised by Manningville 
870	870	23255	CLXXXIX.	ille has an especial commission to sound and feel the resolute minds of all such as 870 hath presented and named to be his friends in 70; and also to re- ceive at their 
70	70	23256	CLXXXIX.	he resolute minds of all such as 870 hath presented and named to be his friends in 70; and also to re- ceive at their hands such assurances as may suffice 149 and 23 to
149	149	23257	CLXXXIX.	 friends in 70; and also to re- ceive at their hands such assurances as may suffice 149 and 23 to send and return 870 with forces and money, and with all requisites for t
23	23	23257	CLXXXIX.	in 70; and also to re- ceive at their hands such assurances as may suffice 149 and 23 to send and return 870 with forces and money, and with all requisites for their aid
870	870	23258	CLXXXIX.	 ceive at their hands such assurances as may suffice 149 and 23 to send and return 870 with forces and money, and with all requisites for their aid, and for the advancemen
7	7	23263	CLXXXIX.	 be taken in hand. Hereupon Manningville saycth that the reputation and welfare of .^7(l lyeth in his hands. He hath an evil opinion of 870, condemning his behaviour and 
870	870	23264	CLXXXIX.	 the reputation and welfare of .^7(l lyeth in his hands. He hath an evil opinion of 870, condemning his behaviour and course in 90 in the time past, and esteeming him to
90	90	23264	CLXXXIX.	n his hands. He hath an evil opinion of 870, condemning his behaviour and course in 90 in the time past, and esteeming him to be a stranger in France, by reason that 
70	70	23270	CLXXXIX.	st, and esteeming him to be a stranger in France, by reason that his livings be in 70. Nevertheless he concludeth that 870 must needs be employed, and therefore he will co
870	870	23270	CLXXXIX.	nger in France, by reason that his livings be in 70. Nevertheless he concludeth that 870 must needs be employed, and therefore he will cover his faults, and set forwards his
010	010	23275	CLXXXIX.	here- with to return into France with speed. Upon the bruit that S70 was poisoned in 010, he is afraid to pass that way, saying that by his death, (being wholly and alone 
870	870	23281	CLXXXIX.	on the honour and surety of his passport. Advertisement is come to Manningville that 870 is in the way to compound and agree with 0700 ; but I cannot think it to be true,
0700	0700	23282	CLXXXIX.	rtisement is come to Manningville that 870 is in the way to compound and agree with 0700 ; but I cannot think it to be true, for sundry of the friends of 0700 do affirm t
0700	0700	23283	CLXXXIX.	 agree with 0700 ; but I cannot think it to be true, for sundry of the friends of 0700 do affirm to me that their chief will not be reconciled with 870, unless 32 shall 
870	870	23284	CLXXXIX.	f the friends of 0700 do affirm to me that their chief will not be reconciled with 870, unless 32 shall abandon him or give over his cause. In this part I have had some 
32	32	23284	CLXXXIX.	s of 0700 do affirm to me that their chief will not be reconciled with 870, unless 32 shall abandon him or give over his cause. In this part I have had some late confer
1	1	23364	CXC.	 pride, and breed jealousy in Gowrye and the other Lords in this action against me, 1 refused; making the said lords privy to my doings, where- with they arc very well pl
1	1	23446	CXCI.	 her Majesty's good help to be showed at the coming of Col. Steward ; at which time 1 shall more largely write of this matter to you. And thus with mine humble duty, I 
1	1	23462	CXCII	 herein, as I cannot presently write with certainty of the same, notwithstanding that 1 have for that cause deferred these presents to this day, and beyond my purpose, Man
41	41	23524	CXCII	t parliament, or other convention to be holden with general assembly of the states, 41 C> BOWES CORRESTOXDEXCE. a tax of 100,000//. Scottish, (being 13,63 3 /z. English, 
100	100	23526	CXCII	holden with general assembly of the states, 41 C> BOWES CORRESTOXDEXCE. a tax of 100,000//. Scottish, (being 13,63 3 /z. English, or there- abouts,) should l)c granted to t
13	13	23526	CXCII	 of the states, 41 C> BOWES CORRESTOXDEXCE. a tax of 100,000//. Scottish, (being 13,63 3 /z. English, or there- abouts,) should l)c granted to the King for his marriage 
63	63	23526	CXCII	f the states, 41 C> BOWES CORRESTOXDEXCE. a tax of 100,000//. Scottish, (being 13,63 3 /z. English, or there- abouts,) should l)c granted to the King for his marriage ; 
3	3	23526	CXCII	he states, 41 C> BOWES CORRESTOXDEXCE. a tax of 100,000//. Scottish, (being 13,63 3 /z. English, or there- abouts,) should l)c granted to the King for his marriage ; whe
418	418	23634	CXCII	dressed to you. Thus with mine humble, &c. Edinburgh, the xxiijd of April, 1583. 418 BOWKS CORRESPONDENCE. CXCIII.— "The Private Letter of the same date." From 
00	00	23648	CXCIII.	 in their power ; wherein I and others can well testify that they both, and chiefly |00|, have right worthily carried themselves, and highly profited this service, as their o
2	2	23654	CXCIII.	 hereof, I had delivered to the Lord Treasurer and Col. Steward, for the King's use, 2,000 marks, according to the direction given me before in that behalf. I have lent th
002	002	23703	CXCIII.	 and profit ; like as hereafter you shall more full understand by my letters, and by 002, that will sufficiently and at large open the same to you. Manningvile, finding hims
2	2	23735	CXCIII.	he showed me that a gentleman of * A blank space is here left in the manuscript. 2 e 2 great credit had informed him thai Lenox, having access to the French King, 
2	2	23735	CXCIII.	owed me that a gentleman of * A blank space is here left in the manuscript. 2 e 2 great credit had informed him thai Lenox, having access to the French King, labour
100	100	23768	CXCIII.	 great surety can be had of him. I have been informed that Manningville hath given 100 French crowns to William Steward, captain of Dunbarton, to supply the want of the pr
32	32	23855	CXCIV	 In this, sundry (and namely the countess of Argyll,) persuade the match to be with 32, a thing so far above my reach as to other than to yourself it should not escape 
1	1	23976	CXCVII.	 his good deeds, always employed for her Majesty's service and profit of this cause, 1 have thought good to accompany him herewith ; recommending him and his said labours 
00	00	24129	CXCVIII.	 and advice, concluding that he would take and use the counsel of Clerk Register and 00, for the confidence he had in their wisdoms and secreseis. To the last he said lit
0	0	24281	CXCVIII.	it secret according to her Majesty's pleasure ; therefore he made choice 0f ^_ j (s0.0 J-o^GA \-(p and oo \ ; promising to send them to me to be first instructed in thi
2	2	24560	CCL	 of the lord Seaton, and prior of Pluscardyne,) shall be apprehended, examined, and 2 p 2 confronted with Holt, to draw them to more plain discovery of such things as
2	2	24560	CCL	the lord Seaton, and prior of Pluscardyne,) shall be apprehended, examined, and 2 p 2 confronted with Holt, to draw them to more plain discovery of such things as they
1	1	24710	CCII.	ks daring his abode in France. He will advise me of the occurrants there ; therefore 1 pray you to give order to Sir Henry Cobham, that if any Scott Lshman called Philip 
441	441	24821	CCIV.	 for his remove, contrary his former determination, both ex- HOWES CORRESPONDENCE. 441 pressly signified to myself that day before dinner, and also generally looked by his
200	200	24889	CCIV.	er. A sudden tumult arose the other night in Edinburgh by the gathering together of 200 servants and apprentices of the craftsmen, that sought to rescue and take out of pri
1	1	25033	CCV	 and judgement requisite upon this occasion to be signified in this behalf; therefore 1 have thought it my duty by these presents to make known to you that by mine own k
1	1	25073	CCVII.	is realm presently brought to good quietness to continue well in the same. And where 1 advised him to beware to bear inordinate affection and maintain any such as by their
1	1	25125	CCVII.	re left with him by Lennox are in a chest locked: therefore the King hath appointed 1 1 i 1 a to be at Lythcoe the xxiijd hereof, to the intent lie may take order with 
1	1	25125	CCVII.	 left with him by Lennox are in a chest locked: therefore the King hath appointed 1 1 i 1 a to be at Lythcoe the xxiijd hereof, to the intent lie may take order with h
1	1	25125	CCVII.	t with him by Lennox are in a chest locked: therefore the King hath appointed 1 1 i 1 a to be at Lythcoe the xxiijd hereof, to the intent lie may take order with him t
1	1	25440	CCX.	on in this realm. Thus having no other at this present, and with mine humble duty, 1 pray God have you in I J is blessed keeping. Edinburgh, the last of May, 1583. R
453	453	25445	CCX.	n I J is blessed keeping. Edinburgh, the last of May, 1583. R0WES CORRESPONDENCE. 453 CCXI. — "To Sir Francis Walsingham, primo Junii, It may please your Honour.
455	455	25545	CCXII.	 to great excess, and do so generally grieve this people as HOWES CORRESPONDENCE. 455 they cry out and pitifully complain thereon ; and the hurts have most often fallen 
15	15	25568	CCXII.	st to his own report and credit, I pray God preserve you. Edinburgh, the vth June, 15 S3. CCXIIL— "The Private to Sir Francis Walsingham, ix Sir, At the return of Col. 
15	15	25651	CCXIIL	 And with mine bumble duty, I pray God preserve you, Edinburgh, the ixth of June, 15.S3." HOWES CORRESPONDENCE, 45'/ Postscript. — At the scaling Up of these I received
45	45	25654	CCXIIL	 pray God preserve you, Edinburgh, the ixth of June, 15.S3." HOWES CORRESPONDENCE, 45'/ Postscript. — At the scaling Up of these I received your last of the vth hereof, 
1	1	25675	CCXIIL	 yet it bursteth out on every side that they are nothing pleased therewith ; wherein 1 shall hereafter write more certainly to you. If Lennox had lived, (wherein I am in 
159	159	25754	CCXIIL	em all to the justice of peace then present in Durham, who, HOWES CORRESPONDENCE. 159 after deliberate examination and hearing of the matter, did with great courtesy give 
1	1	25840	CCXV.	 do therefore refer all others to my return from court. Thus with mine humble duty, 1 pray God have you in His blessed keeping. Edinburgh, the xth of June, 1583. CCXVI
1	1	25850	CCXVI.	 Your last of the xijth hereof, together with all the inclosed in the same packet, 1 received yesternight late in the evening. And as the contents thereof and commit t
1	1	25857	CCXVI.	the contents thereof and commit to my charge, are of great weight and difficulty, so 1 shall with all diligence and care do mine endeavour to exe- cute them with best oppo
900	900	25998	CCXVII.	 opinion touching the truth of the enter- prise to be taken in hand and executed by 900 ; it may please you to understand that I believe verily that the author of this int
900	900	26001	CCXVII.	 hath a more subtle purpose to abuse such as shall credit the information, than that 900 hath any intention to attempt any such foul practise; to the execution whereof I, an
900	900	26008	CCXVII.	and almost all men in this realm, think that no hire can suffice to corrupt him. 900 continueth at his own house, far from the progress, and whether 91 will not come at
91	91	26009	CCXVII.	 to corrupt him. 900 continueth at his own house, far from the progress, and whether 91 will not come at all, neither the par- tics to he invited hath meaning to he there
4	4	26058	CCXVIII.	. On Friday in the morning, news were brought hither very nOAVES CORRESPONDENCE. 4(\5 holly that the King was suddenly departed in the evening before to St. Andrews w
5	5	26058	CCXVIII.	 On Friday in the morning, news were brought hither very nOAVES CORRESPONDENCE. 4(\5 holly that the King was suddenly departed in the evening before to St. Andrews with
2	2	26110	CCXVIII.	 therewith, advising to send for Anguse to come speedily thither, with no other com- 2 ii panics than his own household ; and after, by the advice of Marre and the gen
300	300	26143	CCXVIII.	ooking what shall ensue thereon. The well-affected in this town have put in readiness 300 shot. And the power of the lords in this action is such as with good handling ther
30	30	26217	CCXIX.	ly that the French king- will send hither speedily another ambassador with pension of 30,000 crowns to the King, and fair presents to the noblemen ; 2 ii 2 but few wil
2	2	26219	CCXIX.	dor with pension of 30,000 crowns to the King, and fair presents to the noblemen ; 2 ii 2 but few will give credit to him herein before they shall sec both the man 
2	2	26219	CCXIX.	th pension of 30,000 crowns to the King, and fair presents to the noblemen ; 2 ii 2 but few will give credit to him herein before they shall sec both the man and t
1	1	26243	CCXIX.	r otherwise to cashier the same bands, having already discharged the one half. Albeit 1 have been called on in this behalf, yet I have so answered with their contentment, 
10	10	26248	CCXIX.	annot see how any money can be levied to hold them together, except it be upon the 10,000 crowns looked to come from her Majesty, which I perceive is intended rather to b
10	10	26254	CCXIX.	en earnestly dealt withal, and persuaded neither to call for, nor yet to accept, the 10,000 crowns at her Majesty's hands ; wherein it hath been said that rather than he w
1	1	26269	CCXIX.	the execution of the same is again attempted and pressed willi such earnestness ;\1 this time as it is greatly doubted whether these; bands of his said promise and 
1	1	26446	CCXX.	 copies of the same to her Majesty in case they remain and he in Scotland. Wherein 1 shall daily call upon him to perform his promise with speed. Thus much touching my 
1	1	26451	CCXX.	ns touching the Queen's liherty and the association, it is thought hy them with whom 1 have had conference, that these doubts have been heforc re- solved, needing now little
1	1	26466	CCXX.	ed both to draw the King and this state into dan- gerous course, and also to remove 1 he chief instruments, not- withstanding their devices. And alheit Lennox, the chief of 
1	1	26560	CCXX.	hoose to deliberate on these causes shall yield other reasons and resolve thereon, so 1 shall more fully advertise you thereof, and of all their doings and progress of the 
1	1	26669	CCXXIL	 to you, to the intent you may acquaint her Majesty with the same, and that therein 1 may do further as shall best please 32. Albeit it is intended by the King, the lo
32	32	26670	CCXXIL	 her Majesty with the same, and that therein 1 may do further as shall best please 32. Albeit it is intended by the King, the lords, and Colonel Steward, that the end o
477	477	26689	CCXXIL	bour shall be made to reconcile the particular griefs amongst BOWES COKRESTONOENCE. 477 the nobility, and afterwards to appoint a convention for the confirmation of the sam
0150	0150	26709	CCXXIL	's best contentment, as shall lie found expedient. Lastly, after many battles betwixt 0150 and me, he hath, with all possible vows, protested to perform all former promises, a
23	23	26713	CCXXIL	 he is accom- panied and hearkeneth to such dangerous instruments, for the French and 23, as I dare not give further trust nor build upon the foundation of his words any o
478	478	26740	CCXXIII.	 note at Hie beginning of the letter states that it was written from St. Andrews. 478 BOWES CORRESPON'DEXCE. lors. The same day Anguse came hither; and after right favou
1	1	26851	CCXXIII.	uench the flame raised by these rumours, and settle all things in quietness. Moreover 1 prayed that by his Majesty's own letter might he signified to her Majesty the manner
481	481	26895	CCXXIII.	s own agreement and promise made thereon and touched before; FsOWES CORRESPONDENCE. 481 next, finding by many true evident circumstances that these doings have not risen by
482	482	26948	CCXXIII.	 to St. Andrews he found small provisions in readiness for him ; that the sugges- 482 ROWES CORRESPONDENCE. lions made to the King that Angusc was in arms hefore the Ki
484	484	27056	CCXXIV.	 her Majesty; wherein they left at that time sundry things in such uncertainty and 484 nowES correspondence. delay as threatened some peril and hindrance of the good and s
10	10	27087	CCXXIV.	 second article, expressing her Majesty's gratuity and grant of the yearly pension of 10,000 crowns to the King, it is signified that the King hath showed to me his mind, 
100	100	27371	CCXXV.	 advice the King should never receive, nor he the Queen of England's pensioner, under 100,000, or at least 50,000 crowns ; whereunto Botlnvell also answered, that she would no
000	000	27371	CCXXV.	ice the King should never receive, nor he the Queen of England's pensioner, under 100,000, or at least 50,000 crowns ; whereunto Botlnvell also answered, that she would not b
50	50	27371	CCXXV.	d never receive, nor he the Queen of England's pensioner, under 100,000, or at least 50,000 crowns ; whereunto Botlnvell also answered, that she would not be at his appointm
1	1	27409	CCXXV.	e King, as the same should be some danger to others,) do so greatly wound many, as 1 am greatly occupied to remove the jealousies; nevertheless I have so fully satisfied 
497	497	27718	CCXXX.	ty for this favor, and also use such secrecy herein, as may BOWES CORRESPOXDEXCE. 497 well satisfy her Majesty's desire and expectation, and testify his due consideration 
2	2	27871	CCXXX.	 Faukland, I moved the King in his way towards Faukland to beware to admit him to 2 k 2 his presence, laying before him the dangers rising by the general discontentme
2	2	27871	CCXXX.	land, I moved the King in his way towards Faukland to beware to admit him to 2 k 2 his presence, laying before him the dangers rising by the general discontentment of
3	3	27910	CCXXX.	ay of the guard and other requisites. The King sent to the provost of Edinburgh for 3,000/. Scotts, promising repayment in September next, upon levy of the tax to be paid 
501	501	27923	CCXXX.	arehe, of his own accord, came to me and frankly offered HOWES CORRESPONDENCE. 501 himself and his service for the preferment of the amity with her Majesty ; saying t
504	504	28075	CCXXXI.	prior of Blantyre hath much to do to keep himself in the good grace of the King, 504 BOWES COItRESPOXDEXCE. whose countenance towards him is grown lately to be showed m
223	223	28079	CCXXXI.	e showed more favourably than it hath been sithence the beginning of these no veils. 223 refused to subscribe to their charges, and upon the King's commandment that he should
111	111	28083	CCXXXI.	vention he would declare that it was against his mind and advice. He sent advice to 111 to spend his time in hawking, and to think that the late letter and message to him
91	91	28085	CCXXXI.	end his time in hawking, and to think that the late letter and message to him from 91 was but a veil to be drawn before his eyes; and he sent a very honourable message 
1200	1200	28109	CCXXXI.	ch trust with the King and court as he believed. Now upon bruit told the King that 1200 Englishmen are coming to the Borders, he disposed himself to return to St. Andrews ; 
91	91	28167	CCXXXII.	upon the sight and passions of the lords now in court, both pressing to remove from 91 all that may be impediments to the progress of their purpose, and also seeking after
223	223	28255	CCXXXII.	nox son, but I hear that he hath other errands, as hereafter I shall advertise you. 223 hath of late suspected hard measure to be intended against him, and I have been adv
333	333	28259	CCXXXII.	t and concur with the others ; but his counsel is that whiles he is there, neither 333, nor 111, shall come thither, to the in- tent that some of them may be always loose
111	111	28259	CCXXXII.	cur with the others ; but his counsel is that whiles he is there, neither 333, nor 111, shall come thither, to the in- tent that some of them may be always loose, and tha
333	333	28263	CCXXXII.	ial instrument about him, beginneth to espy and fear that he shall join soundly with 333 ; 91 hath written a short yet very friendly letter to 321, wishing him to give cre
91	91	28263	CCXXXII.	trument about him, beginneth to espy and fear that he shall join soundly with 333 ; 91 hath written a short yet very friendly letter to 321, wishing him to give credit to
321	321	28264	CCXXXII.	 shall join soundly with 333 ; 91 hath written a short yet very friendly letter to 321, wishing him to give credit to Mr. George Young, who was directed to travail with h
91	91	28266	CCXXXII.	redit to Mr. George Young, who was directed to travail with him to depend wholly on 91, and leave 333 and all other ways; but 321 pro- miseth to continue steadfast to his
333	333	28266	CCXXXII.	eorge Young, who was directed to travail with him to depend wholly on 91, and leave 333 and all other ways; but 321 pro- miseth to continue steadfast to his friends. 0150 
321	321	28266	CCXXXII.	 to travail with him to depend wholly on 91, and leave 333 and all other ways; but 321 pro- miseth to continue steadfast to his friends. 0150 hath lately given to understan
0150	0150	28267	CCXXXII.	e 333 and all other ways; but 321 pro- miseth to continue steadfast to his friends. 0150 hath lately given to understand that Mauvysyer hath written hither signi- fying that a
23	23	28269	CCXXXII.	 to understand that Mauvysyer hath written hither signi- fying that at the request of 23 an ambassador shall be sent speedily from 149 into this realm, with such offers as 
149	149	28270	CCXXXII.	her signi- fying that at the request of 23 an ambassador shall be sent speedily from 149 into this realm, with such offers as shall be to the King's great honour and advanc
0150	0150	28273	CCXXXII.	ement, to the good profit of the noblemen and others about the King, and chiefly of 0150, whom 23 persuadeth to be intertained above all others, 508 BOWBS CORRESPONDENCE. 
23	23	28273	CCXXXII.	he good profit of the noblemen and others about the King, and chiefly of 0150, whom 23 persuadeth to be intertained above all others, 508 BOWBS CORRESPONDENCE. and that 
508	508	28276	CCXXXII.	 King, and chiefly of 0150, whom 23 persuadeth to be intertained above all others, 508 BOWBS CORRESPONDENCE. and that these offers shall not prejudice the religion, offend
0150	0150	28282	CCXXXII.	ould not deliver it with such certainty as appertained. Therefore upon conference with 0150 I shall give you better advertisement as well of these occurrents as also of the di
0150	0150	28288	CCXXXII.	means that Alexander Hume of Maundcr- ston, sent a letter received out of England to 0150, giving very strait order for the sure convoy of the same. This letter 0150 showed 
0150	0150	28289	CCXXXII.	land to 0150, giving very strait order for the sure convoy of the same. This letter 0150 showed to 1)1, who read it twice over; therefore thinking the contents to be of som
1	1	28290	CCXXXII.	iving very strait order for the sure convoy of the same. This letter 0150 showed to 1)1, who read it twice over; therefore thinking the contents to be of some importance, 
1	1	28290	CCXXXII.	ing very strait order for the sure convoy of the same. This letter 0150 showed to 1)1, who read it twice over; therefore thinking the contents to be of some importance, I
0150	0150	28293	CCXXXII.	ought to know them, making my mean by such one as I suppose did open my desire to 0150, and also make him think that I knew more than I did indeed. It is like that the 
0150	0150	28296	CCXXXII.	veyed by Maunderson Mas brought from Mauvysier ; whereof I have no surety ; and that 0150, thinking that I know the contents, hath been pleased to impart thus much unto me, 
509	509	28328	CCXXXII.	Wherein I oftsoons pray your help, and therewith your pardon BOWES COTIRESTONDENCE. 509 for mine often importance, constrained by the extremity of my distressed estate, hind
512	512	28481	CCXXXIV.	 force could resist without the succour of strangers, who repairing into that 512 HOTVES CORRESPONDENCE. realm, might give just occasion to his people to take arms 
513	513	28535	CCXXXIV.	lter the ward of Mr. John Colville from the castle to the HOWES CORRESPONDENCE. 513 town of Edinburgh, where he doth now remain. Drumwhassell hath obeyed the ward and 
10	10	28653	CCXXXIV.	 more. David Collice is sent abroad to borrow of the earl of Caith- ness and others 10,000/. Scotts, for payment of the guard that shall be changed and again increased. The
2	2	28690	CCXXXIV.	ed therewith, showed the same to Gowrie. But he soon knew and descried the hand 2 l 2 516 BOWES CORRESPONDENTS. and practise to bo Arren's, which known ihe matter
2	2	28690	CCXXXIV.	erewith, showed the same to Gowrie. But he soon knew and descried the hand 2 l 2 516 BOWES CORRESPONDENTS. and practise to bo Arren's, which known ihe matter was 
516	516	28693	CCXXXIV.	th, showed the same to Gowrie. But he soon knew and descried the hand 2 l 2 516 BOWES CORRESPONDENTS. and practise to bo Arren's, which known ihe matter was passed
500	500	28725	CCXXXV	l their desires at her Ma- jesty's hands ; and in this it is persuaded that neither 500 nor myself stand favourably to them. Wherein I strive little to make any acquittal, 
0150	0150	28765	CCXXXVI.	. CCXXXVI. — " Another Private of the same date.'-" From the At my meeting with 0150, I understood by him that he received intelligence that 23 had dealt with Mauvisier 
23	23	28766	CCXXXVI.	the At my meeting with 0150, I understood by him that he received intelligence that 23 had dealt with Mauvisier to per- suade 140 to send hither an ambassador well qualifie
140	140	28767	CCXXXVI.	 by him that he received intelligence that 23 had dealt with Mauvisier to per- suade 140 to send hither an ambassador well qualified, who should do good offices and be furni
91	91	28773	CCXXXVI.	tainly inform me, like as by my former and next before these I have advertised you. 91 is ridden this day to Iluthen, where 223 shall be on his knees before 91 and counc
223	223	28774	CCXXXVI.	nd next before these I have advertised you. 91 is ridden this day to Iluthen, where 223 shall be on his knees before 91 and council, to acknowledge his fault done against 
91	91	28774	CCXXXVI.	ised you. 91 is ridden this day to Iluthen, where 223 shall be on his knees before 91 and council, to acknowledge his fault done against 91 the last year in this town, a
91	91	28775	CCXXXVI.	 shall be on his knees before 91 and council, to acknowledge his fault done against 91 the last year in this town, and to pray remission ; which shall be granted frankly 
223	223	28778	CCXXXVI.	hall be granted frankly to him. I give the better credit to this information because 223 told me that he offered to 91 that in case he mis- liked or had any jealousy agai
91	91	28778	CCXXXVI.	I give the better credit to this information because 223 told me that he offered to 91 that in case he mis- liked or had any jealousy against him, he would then willingly
91	91	28798	CCXXXVI.	at act to be done for the King's good service. I have been credibly informed that 91 hath been persuaded to send and make proof whether 149 would perform the late offers
149	149	28799	CCXXXVI.	ve been credibly informed that 91 hath been persuaded to send and make proof whether 149 would perform the late offers made to him ; affirming that seeing 32 hath shaken hi
32	32	28800	CCXXXVI.	 proof whether 149 would perform the late offers made to him ; affirming that seeing 32 hath shaken him off by granting of such a trifle as may be thought to be a scorn 
91	91	28803	CCXXXVI.	g, he might thereby see that small profit could be looked for at their hands ; yet 91 answered that the words ac- companying the grant and the former benefits did approve 
32	32	28805	CCXXXVI.	 words ac- companying the grant and the former benefits did approve such good will in 32, as he would once again assay what might be done with them. Besides he would make 
32	32	28806	CCXXXVI.	d once again assay what might be done with them. Besides he would make it known to 32, that of his own accord and without any mean of others, he would offer himself to 
32	32	28808	CCXXXVI.	, that of his own accord and without any mean of others, he would offer himself to 32, and from thenceforth deal with them by himself, and constantly should perform all th
91	91	28823	CCXXXVI.	nd continue in this charge and service. With this I have been also advised that if 91 shall not find good entertainment at 32 hands, he will afterwards entertain them with
32	32	28824	CCXXXVI.	 With this I have been also advised that if 91 shall not find good entertainment at 32 hands, he will afterwards entertain them with as fair language as he shall receive, 
32	32	28831	CCXXXVI.	thence, may by these means and at that time pre- vail to abate his affection towards 32, so far as nothing shall withold to run headlong the course of France. The timely 
520	520	28893	CCXXXVII.	ajesty would verily look to be made privy of his purpose in this behalf before he 520 HOWES CORRESPONDENCE. determined, praying him oftsoones to satisfy her Majesty 
3	3	28962	CCXXXVII.	l here present, and thought not mete to be commit to the knowledge or penning of $ 3 \~ J § — ) — }',o§6£2A \-<p, so as no little care is taken to cover these with all 
6	6	28962	CCXXXVII.	 thought not mete to be commit to the knowledge or penning of $ 3 \~ J § — ) — }',o§6£2A \-<p, so as no little care is taken to cover these with all cunning pos- sible. 
1	1	29092	CCXXXVIII.	lt not therewith. Huntley is well recovered and returned to court; he hath sent for 1. horsemen that will be here Aery shortly. It is pretended that they shall relieve hi
111	111	29114	CCXXXVIII.	 and peace by the like means, and herein I have been moved for mine advice whether 111 should take the like remedy ; but I have hitherto delayed it, attending to be furth
1	1	29291	CCXXXIX.	cited the words verbatim, as they stand and be written by her Ma- jesty; which done, 1 attended his answer. But pausing a pretty time thereon, he said he could make me no
223	223	29449	CCXL.	 CCXL.— " The Private Letter of the same date." From the Tins day Glencarne and 223 have given me understanding that the King and sundry of the council especially chosen
223	223	29467	CCXL.	that he hath done by his late submission at Ruthen shall nothing avail him. In this 223 hath sent for mine advice ; wherein I have let him see that he cannot with honour 
2	2	29510	CCXL.	 submit himself in like manner as Gowrye hath done, caused Argyll by his letter to 2 m 2 persuade Marre to acknowledge Lis fault, and offer himself to the King's will
2	2	29510	CCXL.	it himself in like manner as Gowrye hath done, caused Argyll by his letter to 2 m 2 persuade Marre to acknowledge Lis fault, and offer himself to the King's will; and
189	189	29543	CCXL.	 that he should be kept in like sort as his mother is. Moreover upon suit made to 189 for the relief of Drumquhassell, 1S9 said that he must be examined what had passed 
189	1S9	29543	CCXL.	t as his mother is. Moreover upon suit made to 189 for the relief of Drumquhassell, 1S9 said that he must be examined what had passed betwixt 32 and him for the de- liver
32	32	29544	CCXL.	e relief of Drumquhassell, 1S9 said that he must be examined what had passed betwixt 32 and him for the de- livery of 0100 to 32. Besides the King is noted by sundry hone
0100	0100	29545	CCXL.	 that he must be examined what had passed betwixt 32 and him for the de- livery of 0100 to 32. Besides the King is noted by sundry honest persons about him to be carried 
32	32	29545	CCXL.	 must be examined what had passed betwixt 32 and him for the de- livery of 0100 to 32. Besides the King is noted by sundry honest persons about him to be carried away wi
