catalogue	reference	title_or_desc	date	held_by_or_source	verdict	cipher_note	decipher_note	digitised	edition_risk	score
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b52511804t	Evrart de Conty, Le livre des Problemes de Aristote. Le livre des Problemes de Aristote - Ire partie	1380-1385	Bibliothèque nationale de France. Département des Manuscrits. Français 24281	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10030234c	ʿAbd al-Ġanī al-Nābulusī al-Ḥanafī al-Qādirī. Tuḥfat al-qabūl fī midḥat al-Rasūl. عبد الغني النابلسي الحنفي القادري. تحفة القلوب في مدحة الرسول	1801-1900	Bibliothèque nationale de France. Département des manuscrits. Arabe 6954	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10866879r	Infortiatum , cum glossis Accursii	1275-1300	Bibliothèque nationale de France. Département des Manuscrits. Latin 4476	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8454689h	Homeliarum (partie d'hiver)	1150-1200	Bibliothèque nationale de France. Département des Manuscrits. Latin 794	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10077327b	Theodoric Borgognoni , Cyrurgia , traduit en catalan par Galien de Majorque ; Giordano Ruffo de Calabre , Cirurgia dels cavals ; Llibre dell nodriment i de la cura dells ocels ; Razi , Llibre d'Almans	1350-1400	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 212	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10523248p	Missale ad usum Parisiensem	1420-1430	Bibliothèque nationale de France. Département des Manuscrits. Latin 831	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8452645q	Hugo de Moritonia. Isidorus Hispalensis.	1101-1200 1101-1200 1150-1200	Bibliothèque nationale de France. Département des Manuscrits. Latin 2542	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b550056891	Devis relatif aux cartes de partie de Catalogne qui comprennent le Pais qui se trouve au dela des hautes montagnes de Cady, jusqu'au dela de la Noguera Ribagorsana ou l'on voit le cours de la Segre, c	1758	Bibliothèque nationale de France, MS-6439 (174C)	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90588977	Guillaume de Nangis, Chronique universelle ; Guillaume de Tyr, Histoire de la guerre sainte	1332-1350	Bibliothèque nationale de France. Département des Manuscrits. Français 67	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b52525406w	Guillaume de Nangis, Chronique universelle ; Guillaume de Tyr, Histoire de la guerre sainte	1332-1350	Bibliothèque nationale de France. Département des Manuscrits. Français 67	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8436394v	Nicolau de Pachs, Doctrina moral ; Francesc Eximenis, Doctrina compendiosa de viure justament ; Bernat Metge, Apologia ; Jafuda Bonsenyor, Libro de palabras y dichos de sabios y filósofos ; Arnau de C	1401-1500	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 55	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/bpt6k292828	Négociations diplomatiques de la France avec la Toscane. Tome 5 / documents recueillis par Giuseppe Canestrini ; publ. par Abel Desjardins,...	1859-1886	Bibliothèque nationale de France	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/cb371287552/date	L'Amitié Charles Péguy / L'Amitié Charles Péguy	1999	L'Amitié Charles Péguy, 2015-98179	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/bpt6k6549213m	Correspondance authentique de Godefroi, comte d'Estrades, de 1637 à 1660 / publiée pour la Société de l'histoire de France, par A. de Saint-Léger et le docteur L. Lemaire	1924	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LA28-41	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/bpt6k65404798	Les armées françaises dans la Grande guerre. Tome IX. 9,2,ANNEXES3	1930-1939	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LH4-4071 (9,2,ANNEXES3)	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90014586	Mélanges se rapportant principalement à l'histoire d'ITALIE.		Bibliothèque nationale de France. Département des Manuscrits. Baluze 188	survives	duplicate ark id for a manuscript already dropped (found-solved) as N4/N5/N9/N10			n/a (duplicate of a dropped row)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90008143	Recueil de lettres originales adressées par diverses personnes aux ducs Charles III, Henri II (1597-1623) et Léopold (1698), à Jean Voillot (1614-1628), au colonel Gronders, gouverneur de Hombourg (16	1501-1800	Bibliothèque nationale de France. Département des Manuscrits. Lorraine 377	survives	duplicate ark id for a manuscript already dropped (found-solved) as N4/N5/N9/N10			n/a (duplicate of a dropped row)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b53069062j	« Lettres de plusieurs grands et autres emploiez dans les affaires d'Estat, escrites au Roi [HENRI IV], ès années 1596, 1597, 1598, 1599, 1600, 1601, 1602, 1603, 1604, 1605 et 1606. — Vol. III ».	1501-1700	Bibliothèque nationale de France. Département des Manuscrits. Dupuy 63	survives	duplicate ark id for a manuscript already dropped (found-solved) as N4/N5/N9/N10			n/a (duplicate of a dropped row)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10034035f	« Mémoires servant à l'histoire de PROVENCE et de la ville de MARSEILLE pour les années 1593, 1595 et 1596. »	1501-1700	Bibliothèque nationale de France. Département des Manuscrits. Dupuy 155	survives	duplicate ark id for a manuscript already dropped (found-solved) as N4/N5/N9/N10			n/a (duplicate of a dropped row)	
