line	position	value	grade	reason
f150-4	26	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-4	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-4	30	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-5	2	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-5	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-5	16	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-5	29	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-5	36	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	25	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	27	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-6	36	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-7	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-7	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-7	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-7	35	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-7	36	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	19	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	22	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-8	27	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-9	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-9	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-9	18	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-9	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-9	29	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	22	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	23	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	34	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	35	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-10	38	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-11	15	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-11	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-11	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-12	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-12	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-13	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-13	19	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-1	9	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-1	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-1	12	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-1	34	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-2	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-2	24	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-3	17	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-3	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-4	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-4	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-4	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-4	20	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-4	36	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-5	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-5	30	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	14	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	18	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-6	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-7	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-7	20	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-7	27	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-7	29	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-8	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-8	11	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-8	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-8	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-8	35	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-9	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-9	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-9	14	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-9	22	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-10	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-10	3	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-10	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-10	36	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-11	11	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-11	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-12	4	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-12	11	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-12	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-12	21	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-12	29	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-13	13	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-13	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-13	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-14	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-14	24	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-14	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-15	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-15	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-15	13	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-15	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-15	18	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-16	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-16	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-16	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-16	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-17	24	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-17	27	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-17	31	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-17	34	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-18	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-18	21	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-18	24	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-19	4	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-19	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-19	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-19	33	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-20	16	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-20	33	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-21	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-21	7	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-21	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-21	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-21	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-22	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-22	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-22	19	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-22	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-22	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-23	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-23	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	21	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-24	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	16	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	32	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-25	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-26	12	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-26	15	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-26	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-27	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-28	4	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f154-28	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-1	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-1	2	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-1	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-1	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-2	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-2	36	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-3	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-3	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-3	19	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-3	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-4	22	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-4	23	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-4	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-4	33	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-4	35	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-5	3	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-5	8	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-5	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-5	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-5	29	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-6	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-6	23	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-7	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-7	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-7	23	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	19	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	21	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-8	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-9	15	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-9	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-10	1	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-10	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-10	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-10	31	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-11	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-11	20	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	3	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	22	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	24	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	28	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-12	31	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-13	2	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-13	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-14	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-14	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-15	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-15	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-16	12	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-16	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-16	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-16	32	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-16	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-17	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-17	31	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-18	3	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-18	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-19	13	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-20	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-20	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-20	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-20	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-21	14	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-21	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-21	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-22	6	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-22	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-22	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-23	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-23	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-23	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-23	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-24	26	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-24	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-25	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-26	18	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-26	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-27	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-27	19	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-28	5	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-28	21	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-29	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-29	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-29	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-30	15	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-31	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-31	14	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-32	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-32	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-32	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-32	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-32	25	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-33	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f173-33	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-1	2	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-1	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-1	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-1	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-2	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-2	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-2	14	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-2	27	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-3	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-3	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-3	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-3	29	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-4	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-4	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-4	8	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-4	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-4	24	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-5	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-5	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-5	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-5	26	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-6	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-6	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-6	27	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	12	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	15	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	19	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-7	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-8	24	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-8	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	10	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-9	26	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	23	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-10	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-11	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-11	13	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-11	15	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-11	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-11	33	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-12	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	9	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	16	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	24	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	31	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-13	33	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	14	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	22	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	26	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-14	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-15	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-15	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-15	10	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-15	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-15	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-16	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-16	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-16	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-17	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-17	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-18	2	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-19	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-19	26	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-20	14	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-20	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-22	1	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-22	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-22	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-22	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-22	12	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-23	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-23	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-23	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-23	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-24	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-24	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-25	4	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-25	5	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-26	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-26	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-26	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f196-26	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-1	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-1	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-1	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-1	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-2	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-2	13	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-2	16	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-2	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-2	33	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	2	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f201-3	13	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
