# KEY-DESIGN-PRIORS.tsv -- tools/design_prior.py --unkeyed: every ciphertext in an open/partial folder that no usable key claims as its own text. A design prior to choose the first attack family, never a reading. Lead = nearest key in the same office (shared name or folder), same decade, same sign inventory.
ciphertext_path	folder	status	decade	n_tokens	distinct	inventory	plausible	excluded	not_above_null	class_ranking	family_ranking_advisory	fp_rate	nearest_keys	nearest_office_decade	same_office_decade_lead	note
ciphers/matignon-mayenne-1586/control/seed2/ciphertext.txt	matignon-mayenne-1586	partial	1580s	12994	112	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.32; letter-for-letter=2.00; mixed (partial table)=2.51	syllabary=1.32; nomenclator=1.86; alphabet substitution=2.00; homophonic=2.13; mixed=2.51	0.045	ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=1.23; synthetic; inv=digits; num_in_range=0.34] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.26; synthetic; inv=digits; num_in_range=1.00] || ciphers/clair1067-brienne-poland-1646/key_brienne_1651.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1651; d=1.30; synthetic; inv=mixed; num_in_range=0.98]	Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=1.23 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.26 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1650s) d=1.30		
ciphers/matignon-mayenne-1586/control/seed3/ciphertext.txt	matignon-mayenne-1586	partial	1580s	12994	112	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.32; letter-for-letter=2.00; mixed (partial table)=2.51	syllabary=1.32; nomenclator=1.86; alphabet substitution=2.00; homophonic=2.13; mixed=2.51	0.045	ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=1.23; synthetic; inv=digits; num_in_range=0.34] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.26; synthetic; inv=digits; num_in_range=1.00] || ciphers/clair1067-brienne-poland-1646/key_brienne_1651.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1651; d=1.30; synthetic; inv=mixed; num_in_range=0.98]	Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=1.23 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.26 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1650s) d=1.30		
ciphers/maurice-rupert-1645/ciphertext.txt	maurice-rupert-1645	open	1640s	99	69	digits	multi-sign (homophonic/nomenclator/syllabary)		letter-for-letter,mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.09; mixed (partial table)=0.88; letter-for-letter=1.05; code=1.52	homophonic=0.12; nomenclator=0.29; syllabary=0.67; mixed=0.88; alphabet substitution=1.05; code numbers=1.52	0.115	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.05; real; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_5549.tsv [homophonic; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; within 1572-1575 spa; d=0.06; real; inv=digits; num_in_range=0.88] || ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv [homophonic; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.15; synthetic; inv=digits; num_in_range=0.99]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.05 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=0.06 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.15		
ciphers/mlh-1976/ciphertext.txt	mlh-1976	open	1970s	32	25	mixed	code,mixed (partial table)		letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.29; code=0.38; mixed (partial table)=0.53; letter-for-letter=0.64	syllabary=0.31; homophonic=0.34; nomenclator=0.37; code numbers=0.38; mixed=0.53; alphabet substitution=0.64	0.115	ciphers/antt-fcc-costacabral-1865/key.tsv [code numbers; (folder) antt-fcc-costacabral-1865; 1865; d=0.15; real; inv=digits] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.27; synthetic; inv=digits] || ciphers/na-suriname-map-1781/key.tsv [alphabet substitution; (folder) na-suriname-map-1781; 1781; d=0.28; real; inv=glyphs]	(folder) antt-fcc-costacabral-1865 (1860s) d=0.15 || (folder) castelcicala-1816 (1810s) d=0.27 || (folder) na-suriname-map-1781 (1780s) d=0.28		
ciphers/moray-wood-1568/ciphertext.txt	moray-wood-1568	partial	1560s	134	32	mixed	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.15; code=0.57; letter-for-letter=0.59; mixed (partial table)=0.84	homophonic=0.20; nomenclator=0.23; syllabary=0.33; code numbers=0.57; alphabet substitution=0.59; mixed=0.84	0.090	ciphers/antt-msliv0638-brochado-1712/key.tsv [homophonic; (folder) antt-msliv0638-brochado-1712; 1712; d=0.12; real; inv=mixed; num_in_range=1.00] || ciphers/espagnol142-mercy-1648/key.tsv [homophonic; (folder) espagnol142-mercy-1648; 1648; d=0.16; real; inv=digits; num_in_range=1.00] || ciphers/thurloe-printed/key_johnson2.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.18; synthetic; inv=digits; num_in_range=0.00]	(folder) antt-msliv0638-brochado-1712 (1710s) d=0.12 || (folder) espagnol142-mercy-1648 (1640s) d=0.16 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.18		
ciphers/moustier-altars/ciphertext.txt	moustier-altars	open	?	160	38	letters	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.28; code=0.38; letter-for-letter=0.86; mixed (partial table)=0.93	nomenclator=0.28; homophonic=0.35; code numbers=0.38; syllabary=0.42; alphabet substitution=0.86; mixed=0.93	0.075	ciphers/thurloe-printed/key_johnson1.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.23; synthetic; inv=digits] || ciphers/thurloe-printed/key_johnson2.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.26; synthetic; inv=digits] || ciphers/sforza-maino-1446/key.tsv [nomenclator; Milanese ducal chancery (Sforza) <-> Venetian/allied corresp; 4 May 1446; d=0.27; real; inv=mixed]	Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.23 || Milanese ducal chancery (Sforza) <-> Venetian/allied correspondents (1440s) d=0.27 || (folder) clair349-este-guise-1556 (1550s) d=0.31		
ciphers/na-oldenbarnevelt-2442-1605/ciphertext.tsv	na-oldenbarnevelt-2442-1605	open	1600s	1183	288	mixed	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	code=1.52; multi-sign (homophonic/nomenclator/syllabary)=2.03; letter-for-letter=2.43; mixed (partial table)=3.00	code numbers=1.52; syllabary=2.28; nomenclator=2.43; alphabet substitution=2.43; homophonic=2.49; mixed=3.00	0.045	ciphers/thurloe-printed/key_downing.tsv [code numbers; Cromwellian Secretary of State's intelligence network (John ; 1658-1660; d=1.52; real; inv=digits; num_in_range=0.21] || ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=1.86; real; inv=digits; num_in_range=0.48] || ciphers/dupuy452-carpi-1520/key.tsv [nomenclator; French embassy to Rome (Francois Ier's diplomatic correspond; 1520-1528 (fonds spa; d=1.96; real; inv=letters; num_in_range=0.01]	Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=1.52 || William of Orange's secretariat, "Nepveu" cipher (1570s) d=1.86 || French embassy to Rome (Francois Ier's diplomatic correspondence re Ca (1520s) d=1.96		
ciphers/na-raad-azie-1800/ciphertext_209_leaf2.tsv	na-raad-azie-1800	open	1800s	35	5	digits		code	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter=1.69; mixed (partial table)=2.08; multi-sign (homophonic/nomenclator/syllabary)=2.32; code=3.56	alphabet substitution=1.69; mixed=2.08; nomenclator=2.32; homophonic=2.63; syllabary=2.90; code numbers=3.56	0.020	ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv [mixed; Catholic League military/political correspondence (duc de Ma; 1592-93; d=1.32; synthetic; inv=mixed] || ciphers/wvo-hessen-1564/key.tsv [alphabet substitution; (folder) wvo-hessen-1564; 1564; d=1.36; real; inv=letters] || ciphers/willem-van-hessen-1567/siblings/key_1069.tsv [alphabet substitution; Nassau-Orange chancery (Willem van Hessen <-> William of Ora; 23 Mar 1563 (briefnr; d=1.73; synthetic; inv=glyphs]	Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=1.32 || (folder) wvo-hessen-1564 (1560s) d=1.36 || Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grum (1560s) d=1.73		
ciphers/oldenbarnevelt-brederode-1605/ciphertext.txt	oldenbarnevelt-brederode-1605	open	1600s	432	202	mixed		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.64; code=1.61; mixed (partial table)=2.11; letter-for-letter=2.13	nomenclator=0.93; syllabary=1.33; homophonic=1.34; code numbers=1.61; mixed=2.11; alphabet substitution=2.13	0.050	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.46; real; inv=mixed] || ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=0.60; real; inv=digits; num_in_range=0.05] || ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.69; real; inv=digits; num_in_range=0.97]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.46 || William of Orange's secretariat, "Nepveu" cipher (1570s) d=0.60 || French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.69		
ciphers/ormond-arran-1678/ciphertext.txt	ormond-arran-1678	open	1670s	34	32	mixed		code	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.12; letter-for-letter=0.88; mixed (partial table)=1.36; code=1.43	syllabary=0.17; homophonic=0.33; nomenclator=0.52; alphabet substitution=0.88; mixed=1.36; code numbers=1.43	0.115	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.04; real; inv=digits; num_in_range=1.00] || ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.09; real; inv=digits; num_in_range=1.00] || ciphers/lodewijk-van-nassau-1573-74/key_5801.tsv [homophonic; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.23; synthetic; inv=digits; num_in_range=1.00]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.04 || (folder) na-janssens-java-1811 (1810s) d=0.09 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.23		
ciphers/pollaky-1865-1875/ciphertext.txt	pollaky-1865-1875	partial	1860s	97	84	mixed		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.24; mixed (partial table)=1.62; letter-for-letter=1.66; code=2.24	syllabary=0.24; homophonic=0.80; nomenclator=1.00; mixed=1.62; alphabet substitution=1.66; code numbers=2.24	0.105	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.12; real; inv=digits; num_in_range=0.83] || ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.22; real; inv=digits; num_in_range=0.83] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.39; real; inv=digits; num_in_range=0.74]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.12 || (folder) na-janssens-java-1811 (1810s) d=0.22 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.39		
ciphers/rah-morillo-1817/rederiv/ciphertext_rederiv.tsv	rah-morillo-1817	partial	1810s	21	21	digits										short: 21 tokens < 30, no statistics
ciphers/rayburn-2004/ciphertext.tsv	rayburn-2004	open	?	74	3	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),code,mixed (partial table)	letter-for-letter=4.58; mixed (partial table)=5.27; multi-sign (homophonic/nomenclator/syllabary)=5.34; code=6.37	alphabet substitution=4.58; mixed=5.27; nomenclator=5.34; homophonic=5.72; syllabary=5.78; code numbers=6.37	0.040	ciphers/wvo-hessen-1564/key.tsv [alphabet substitution; (folder) wvo-hessen-1564; 1564; d=3.62; real; inv=letters] || ciphers/fr2751-dediou-mayenne/key_mayenne_1592-93_polyphonic.tsv [mixed; Catholic League military/political correspondence (duc de Ma; 1592-93; d=4.63; synthetic; inv=mixed] || ciphers/willem-van-hessen-1567/siblings/key_1069.tsv [alphabet substitution; Nassau-Orange chancery (Willem van Hessen <-> William of Ora; 23 Mar 1563 (briefnr; d=4.84; synthetic; inv=glyphs]	(folder) wvo-hessen-1564 (1560s) d=3.62 || Catholic League military/political correspondence (duc de Mayenne's of (1590s) d=4.63 || Nassau-Orange chancery (Willem van Hessen <-> William of Orange), Grum (1560s) d=4.84		
ciphers/rayburn-2004/ciphertext.txt	rayburn-2004	open	?	270	126	mixed	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.50; letter-for-letter=1.17; code=1.18; mixed (partial table)=1.53	nomenclator=0.56; homophonic=0.62; syllabary=0.78; alphabet substitution=1.17; code numbers=1.18; mixed=1.53	0.080	ciphers/orange-nassau-1572/key_nepveu.tsv [alphabet substitution; William of Orange's secretariat, "Nepveu" cipher; 1572; d=0.42; real; inv=digits; num_in_range=0.73] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.44; real; inv=mixed] || ciphers/thurloe-printed/key_montagu.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.52; real; inv=digits; num_in_range=0.18]	William of Orange's secretariat, "Nepveu" cipher (1570s) d=0.42 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.44 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.52		
ciphers/rubin-1953/ciphertext.txt	rubin-1953	open	1950s	10	10	mixed										short: 10 tokens < 30, no statistics
ciphers/rumpf-vandebie-heinsius-1716-19/ciphertext_142.tsv	rumpf-vandebie-heinsius-1716-19	open	1710s	232	80	digits	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.13; letter-for-letter=1.08; code=1.16; mixed (partial table)=1.33	nomenclator=0.16; homophonic=0.18; syllabary=0.53; alphabet substitution=1.08; code numbers=1.16; mixed=1.33	0.070	ciphers/na-schonenberg-1678-1716/key.tsv [homophonic; (folder) na-schonenberg-1678-1716; 1678-1716; d=0.11; real; inv=mixed; num_in_range=0.99] || ciphers/malsburg-hessen-1636/keys/key_519.tsv [homophonic; (folder) malsburg-hessen-1636; 1636; d=0.13; real; inv=digits; num_in_range=0.91] || ciphers/lodewijk-van-nassau-1573-74/key_full.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.15; synthetic; inv=digits; num_in_range=1.00]	(folder) na-schonenberg-1678-1716 (1670s) d=0.11 || (folder) malsburg-hessen-1636 (1630s) d=0.13 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.15		
ciphers/scorpion-1991/ciphertext.txt	scorpion-1991	open	1990s	28	20	mixed										short: 28 tokens < 30, no statistics
ciphers/sp53-22-f52/ciphertext.txt	sp53-22-f52	open	?	84	22	mixed		code	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	letter-for-letter=0.32; multi-sign (homophonic/nomenclator/syllabary)=0.35; mixed (partial table)=1.01; code=1.32	alphabet substitution=0.32; nomenclator=0.35; homophonic=0.43; syllabary=0.56; mixed=1.01; code numbers=1.32	0.060	ciphers/decode-2754-bnf-baluze156-1636/key_sabran2_letters.tsv [alphabet substitution; Abel Servien's Italian mission (envoye to Savoie/Italy) secr; 1631 (key), letter i; d=0.21; synthetic; inv=mixed; num_in_range=0.58] || ciphers/dupuy468-anhalt/key.tsv [nomenclator; Anhalt-Zerbst princely chancery <-> French crown; dated in-text 24 Jan; d=0.23; synthetic; inv=mixed; num_in_range=0.64] || ciphers/rah-morillo-1817/key_5186.tsv [alphabet substitution; (folder) rah-morillo-1817; 1817-1820; d=0.35; real; inv=digits; num_in_range=0.74]	Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat (1630s) d=0.21 || Anhalt-Zerbst princely chancery <-> French crown (1520s) d=0.23 || (folder) rah-morillo-1817 (1810s) d=0.35		
ciphers/ss-radio-lippert-1944/ciphertext.txt	ss-radio-lippert-1944	open	1940s	6	6	mixed										short: 6 tokens < 30, no statistics
ciphers/sufi-fiddle/ciphertext.txt	sufi-fiddle	open	?	209	31	mixed	mixed (partial table)		letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.58; letter-for-letter=0.78; mixed (partial table)=1.08; code=1.14	nomenclator=0.70; alphabet substitution=0.78; syllabary=0.79; homophonic=1.02; mixed=1.08; code numbers=1.14	0.085	ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.50; synthetic; inv=digits] || ciphers/august-van-saksen-1561-64/key_74.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.59; real; inv=mixed] || ciphers/clair1067-brienne-poland-1646/key_brienne_1647.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1647; d=0.64; synthetic; inv=mixed]	(folder) na-janssens-java-1811 (1810s) d=0.50 || Ernestine Saxon court (August, Elector of Saxony) <-> William of Orang (1560s) d=0.59 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1640s) d=0.64		
ciphers/wellington-maitland-1812/ciphertext.txt	wellington-maitland-1812	partial	1810s	205	132	mixed		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.70; letter-for-letter=1.68; code=1.79; mixed (partial table)=2.14	nomenclator=0.92; homophonic=0.96; syllabary=1.15; alphabet substitution=1.68; code numbers=1.79; mixed=2.14	0.080	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.62; real; inv=digits; num_in_range=0.67] || ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.62; real; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_5549.tsv [homophonic; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; within 1572-1575 spa; d=0.85; real; inv=digits; num_in_range=0.67]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.62 || Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.62 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=0.85		
