page	line	pos	code	uncertain	value	grade
f28v	21	24	db	0	e	H
f28v	21	25	q	0	d	H
f28v	21	26	psi	0	e	H
f28v	21	27	dash_o	0	r	H
f28v	21	28	db	0	e	H
f28v	21	29	f	0	n	H
f28v	21	30	I	0	i	H
f28v	21	31	psi	0	e	H
f28v	21	32	arr	0	r	H
f28v	21	33	db	0	e	H
f28v	21	34	S	0	m	H
f28v	21	35	psi	0	e	H
f28v	21	36	f	0	n	H
f28v	21	37	l	0	t	H
f28v	21	38	R	0	u	H
f28v	21	39	z	0	o	H
f28v	21	40	v	0	u	H
f28v	21	41	lam	0	s	H
f28v	21	42	o	0	a	H
f28v	21	43	psi	0	e	H
f28v	21	44	lam	0	s	H
f28v	21	45	l	0	t	H
f28v	21	46	db	0	e	H
f28v	21	47	7	0	e	H
f28v	21	48	lam	0	s	H
f28v	21	49	box	0	c	H
f28v	21	50	arr	1	r	M
f28v	21	51	I	0	i	H
f28v	22	1	T	0	p	H
f28v	22	2	l	0	t	H
f28v	22	3	db	0	e	H
f28v	22	4	l	0	t	H
f28v	22	5	n	0	q	H
f28v	22	6	v	0	u	H
f28v	22	7	db	0	e	H
f28v	22	8	o	0	a	H
f28v	22	9	v	0	u	H
f28v	22	10	arr	0	r	H
f28v	22	11	psi	0	e	H
f28v	22	12	dbar	0	g	H
f28v	22	13	o	0	a	H
f28v	22	14	arr	0	r	H
f28v	22	15	q	1	d	M
f28v	22	16	q	0	d	H
f28v	22	17	psi	0	e	H
f28v	22	18	rho	1	l	M
f28v	22	19	v	0	u	H
f28v	22	20	E	0	y	H
f28v	22	21	X	0	i	H
f28v	22	22	rho	1	l	M
f28v	22	23	o	0	a	H
f28v	22	24	v	0	u	H
f28v	22	25	sq	0	o	H
f28v	22	26	I	0	i	H
f28v	22	27	l	0	t	H
f28v	22	28	q	0	d	H
f28v	22	29	psi	0	e	H
f28v	22	30	l	1	t	M
f28v	22	31	X	0	i	H
f28v	22	32	th	0	b	H
f28v	22	33	psi	0	e	H
f28v	22	34	arr	0	r	H
f28v	22	35	db	0	e	H
f28v	22	36	S	0	m	H
f28v	22	37	o	0	a	H
f28v	22	38	f	0	n	H
f28v	22	39	q	0	d	H
f28v	22	40	psi	0	e	H
f28v	22	41	arr	0	r	H
f28v	22	42	o	0	a	H
f28v	22	43	v	0	u	H
f28v	22	44	rho	0	l	H
f28v	22	45	db	0	e	H
f28v	22	46	dbar	0	g	H
f28v	22	47	ankh	0	a	H
f28v	22	48	l	0	t	H
f28v	22	49	T	0	p	H
f28v	22	50	sq	1	o	M
f28v	22	51	v	0	u	H
f28v	22	52	arr	0	r	H
f28v	22	53	o	0	a	H
f28v	22	54	R	0	u	H
f28v	23	1	H	0	s	H
f28v	23	2	X	0	i	H
f28v	23	3	dbar	0	g	H
f28v	23	4	o	0	a	H
f28v	23	5	I	0	i	H
f28v	23	6	dbar	0	g	H
f28v	23	7	f	0	n	H
f28v	23	8	psi	0	e	H
f28v	23	9	arr	0	r	H
f28v	23	10	n	0	q	H
f28v	23	11	v	0	u	H
f28v	23	12	db	0	e	H
f28v	23	13	rho	0	l	H
f28v	23	14	n	0	q	H
f28v	23	15	v	0	u	H
f28v	23	16	psi	0	e	H
f28v	23	17	l	0	t	H
f28v	23	18	psi	0	e	H
f28v	23	19	S	0	m	H
f28v	23	20	T	0	p	H
f28v	23	21	lam	0	s	H
f28v	23	22	Del	0	f	H
f28v	23	23	o	0	a	H
f28v	23	24	I	0	i	H
f28v	23	25	arr	0	r	H
f28v	23	26	psi	0	e	H
f28v	23	27	db	0	e	H
f28v	23	28	f	0	n	H
f28v	23	29	l	0	t	H
f28v	23	30	7	0	e	H
f28v	23	31	f	0	n	H
f28v	23	32	q	0	d	H
f28v	23	33	arr	0	r	H
f28v	23	34	db	0	e	H
f28v	23	35	o	0	a	H
f28v	23	36	U	0	[l'empereur]	H
f28v	23	37	cross4	1	<cross4>	U
f28v	23	38	q	0	d	H
f28v	23	39	psi	0	e	H
f28v	23	40	lam	0	s	H
f28v	23	41	o	0	a	H
f28v	23	42	T	0	p	H
f28v	23	43	ankh	1	a	M
f28v	23	44	arr	1	r	M
f28v	23	45	l	0	t	H
f28v	23	46	Del	0	f	H
f28v	23	47	o	0	a	H
f28v	23	48	X	0	i	H
f28v	23	49	dbar	0	g	H
f28v	24	1	f	0	n	H
f28v	24	2	ankh	1	a	M
f28v	24	3	f	0	n	H
f28v	24	4	l	0	t	H
f28v	24	5	lam	0	s	H
f28v	24	6	o	0	a	H
f28v	24	7	lam	0	s	H
f28v	24	8	ankh	1	a	M
f28v	24	9	X	0	i	H
f28v	24	10	f	0	n	H
f28v	24	11	box	0	c	H
f28v	24	12	l	0	t	H
f28v	24	13	db	0	e	H
f28v	24	14	l	0	t	H
f28v	24	15	psi	0	e	H
f28v	24	16	7	0	e	H
f28v	24	17	lam	0	s	H
f28v	24	18	l	0	t	H
f28v	24	19	arr	0	r	H
f28v	24	20	db	0	e	H
f28v	24	21	T	0	p	H
f28v	24	22	rho	0	l	H
f28v	24	23	v	0	u	H
f28v	24	24	lam	0	s	H
f28v	24	25	ankh	1	a	M
f28v	24	26	H	0	s	H
f28v	24	27	psi	0	e	H
f28v	24	28	v	0	u	H
f28v	24	29	arr	1	r	M
f28v	24	30	db	0	e	H
f28v	24	31	psi	0	e	H
f28v	24	32	q	0	d	H
f28v	24	33	psi	0	e	H
f28v	24	34	l	1	t	M
f28v	24	35	v	0	u	H
f28v	24	36	E	0	y	H
f28v	24	37	n	0	q	H
f28v	24	38	v	0	u	H
f28v	24	39	db	0	e	H
f28v	24	40	rho	0	l	H
f28v	24	41	psi	0	e	H
f28v	24	42	lam	0	s	H
f28v	24	43	o	0	a	H
f28v	24	44	v	0	u	H
f28v	24	45	l	0	t	H
f28v	24	46	arr	1	r	M
f28v	24	47	7	0	e	H
f28v	24	48	lam	0	s	H
f28v	24	49	n	0	q	H
f28v	24	50	v	0	u	H
f28v	24	51	X	0	i	H
f28v	24	52	rho	0	l	H
f28v	24	53	rho	0	l	H
f28v	24	54	o	0	a	H
f28v	24	55	q	0	d	H
f28v	24	56	R	1	u	M
f28v	25	1	7	0	e	H
f28v	25	2	arr	1	r	M
f28v	25	3	l	0	t	H
f28v	25	4	I	0	i	H
f28v	25	5	H	0	s	H
f28v	25	6	z	0	o	H
f28v	25	7	I	0	i	H
f28v	25	8	l	0	t	H
f28v	25	9	n	0	q	H
f28v	25	10	v	0	u	H
f28v	25	11	db	0	e	H
f28v	25	12	rho	0	l	H
f28v	25	13	o	0	a	H
f28v	25	14	S	0	m	H
f28v	25	15	ankh	1	a	M
f28v	25	16	f	0	n	H
f28v	25	17	X	0	i	H
f28v	25	18	psi	0	e	H
f28v	25	19	arr	0	r	H
f28v	25	20	psi	0	e	H
f28v	25	21	n	0	q	H
f28v	25	22	v	0	u	H
f28v	25	23	db	0	e	H
f28v	25	24	l	0	t	H
f28v	25	25	psi	0	e	H
f28v	25	26	f	0	n	H
f28v	25	27	z	0	o	H
f28v	25	28	E	0	y	H
f28v	25	29	psi	0	e	H
f28v	25	30	f	0	n	H
f28v	25	31	l	0	t	H
f28v	25	32	lam	0	s	H
f28v	25	33	db	0	e	H
f28v	25	34	lam	0	s	H
f28v	25	35	dbar	0	g	H
f28v	25	36	psi	0	e	H
f28v	25	37	f	0	n	H
f28v	25	38	lam	0	s	H
f28v	25	39	7	0	e	H
f28v	25	40	f	0	n	H
f28v	25	41	X	0	i	H
f28v	25	42	l	0	t	H
f28v	25	43	o	0	a	H
f28v	25	44	rho	0	l	H
f28v	25	45	E	0	y	H
f28v	25	46	psi	0	e	H
f28v	25	47	f	0	n	H
f28v	25	48	db	0	e	H
f28v	25	49	rho	0	l	H
f28v	25	50	v	0	u	H
f28v	25	51	E	0	y	H
f28v	25	52	lam	0	s	H
f28v	25	53	db	0	e	H
f28v	25	54	S	0	m	H
f28v	25	55	th	0	b	H
f28v	25	56	rho	0	l	H
f28v	26	1	z	0	o	H
f28v	26	2	I	0	i	H
f28v	26	3	l	0	t	H
f28v	26	4	T	0	p	H
f28v	26	5	o	0	a	H
f28v	26	6	lam	0	s	H
f28v	26	7	ankh	1	a	M
f28v	26	8	T	0	p	H
f28v	26	9	arr	0	r	H
f28v	26	10	z	0	o	H
f28v	26	11	T	0	p	H
f28v	26	12	sq	0	o	H
f28v	26	13	w	0	z	H
f28v	26	14	T	0	p	H
f28v	26	15	sq	0	o	H
f28v	26	16	v	0	u	H
f28v	26	17	arr	0	r	H
f28v	26	18	lam	0	s	H
f28v	26	19	o	0	a	H
f28v	26	20	S	0	m	H
f28v	26	21	ankh	1	a	M
f28v	26	22	X	0	i	H
f28v	26	23	psi	0	e	H
f28v	26	24	lam	0	s	H
f28v	26	25	l	0	t	H
f28v	26	26	db	0	e	H
f28v	26	27	7	0	e	H
f28v	26	28	l	0	t	H
f28v	26	29	n	0	q	H
f28v	26	30	v	0	u	H
f28v	26	31	db	0	e	H
f28v	26	32	box	0	c	H
f28v	26	33	E	0	y	H
f28v	26	34	o	0	a	H
f28v	26	35	box	0	c	H
f28v	26	36	R	0	u	H
f28v	26	37	f	0	n	H
f28v	26	38	T	0	p	H
f28v	26	39	z	0	o	H
f28v	26	40	l	0	t	H
f28v	26	41	psi	0	e	H
f28v	26	42	f	0	n	H
f28v	26	43	l	0	t	H
f28v	26	44	o	0	a	H
f28v	26	45	l	0	t	H
f28v	26	46	7	0	e	H
f28v	26	47	l	0	t	H
f28v	26	48	o	0	a	H
f28v	26	49	v	0	u	H
f28v	26	50	l	0	t	H
f28v	26	51	arr	0	r	H
f28v	26	52	db	0	e	H
f28v	26	53	lam	0	s	H
f28v	26	54	q	0	d	H
f28v	26	55	I	0	i	H
f28v	26	56	l	0	t	H
f28v	26	57	ankh	1	a	M
f28v	26	58	rho	0	l	H
f28v	26	59	X	1	i	M
f28v	27	1	psi	0	e	H
f28v	27	2	X	0	i	H
f28v	27	3	v	0	u	H
f28v	27	4	dbar	0	g	H
f28v	27	5	psi	0	e	H
f28v	27	6	arr	0	r	H
f28v	27	7	z	0	o	H
f28v	27	8	E	0	y	H
f28v	27	9	psi	0	e	H
f28v	27	10	f	0	n	H
f28v	27	11	l	0	t	H
f28v	27	12	T	0	p	H
f28v	27	13	o	0	a	H
f28v	27	14	arr	0	r	H
f28v	27	15	box	0	c	H
f28v	27	16	v	1	u	M
f28v	27	17	ankh	1	a	M
f28v	27	18	n	0	q	H
f28v	27	19	v	0	u	H
f28v	27	20	X	0	i	H
f28v	27	21	rho	0	l	H
f28v	27	22	lam	0	s	H
f28v	27	23	db	0	e	H
f28v	27	24	R	0	u	H
f28v	27	25	z	0	o	H
f28v	27	26	v	0	u	H
f28v	27	27	six	0	x	C
f28v	27	28	z	0	o	H
f28v	27	29	I	0	i	H
f28v	27	30	l	0	t	H
f28v	27	31	7	0	e	H
f28v	27	32	f	0	n	H
f28v	27	33	lam	0	s	H
f28v	27	34	db	0	e	H
f28v	27	35	X	0	i	H
f28v	27	36	dbar	0	g	H
f28v	27	37	f	0	n	H
f28v	27	38	z	0	o	H
f28v	27	39	arr	0	r	H
f28v	27	40	I	0	i	H
f28v	27	41	arr	0	r	H
f28v	27	42	q	0	d	H
f28v	27	43	I	0	i	H
f28v	27	44	box	0	c	H
f28v	27	45	psi	0	e	H
f28v	27	46	six	0	x	C
f28v	27	47	db	0	e	H
f28v	27	48	7	0	e	H
f28v	27	49	l	0	t	H
f28v	27	50	n	0	q	H
f28v	27	51	v	0	u	H
f28v	27	52	X	0	i	H
f28v	27	53	rho	0	l	H
f28v	27	54	o	1	a	M
f28v	28	1	f	0	n	H
f28v	28	2	psi	0	e	H
f28v	28	3	lam	0	s	H
f28v	28	4	db	0	e	H
f28v	28	5	arr	0	r	H
f28v	28	6	sq	0	o	H
f28v	28	7	E	0	y	H
f28v	28	8	psi	0	e	H
f28v	28	9	f	0	n	H
f28v	28	10	l	0	t	H
f28v	28	11	T	0	p	H
f28v	28	12	H	0	s	H
f28v	28	13	v	0	u	H
f28v	28	14	arr	0	r	H
f28v	28	15	rho	0	l	H
f28v	28	16	psi	0	e	H
f28v	28	17	f	0	n	H
f28v	28	18	q	0	d	H
f28v	28	19	v	0	u	H
f28v	28	20	arr	0	r	H
f28v	28	21	db	0	e	H
f28v	28	22	arr	0	r	H
f28v	28	23	7	0	e	H
f28v	28	24	l	0	t	H
f28v	28	25	n	0	q	H
f28v	28	26	v	0	u	H
f28v	28	27	db	0	e	H
f28v	28	28	n	0	q	H
f28v	28	29	v	0	u	H
f28v	28	30	ankh	1	a	M
f28v	28	31	f	0	n	H
f28v	28	32	l	0	t	H
f28v	28	33	th	0	b	H
f28v	28	34	I	0	i	H
f28v	28	35	db	0	e	H
f28v	28	36	f	0	n	H
f28v	28	37	X	0	i	H
f28v	28	38	rho	0	l	H
f28v	28	39	lam	0	s	H
f28v	28	40	psi	0	e	H
f28v	28	41	f	0	n	H
f28v	28	42	Del	0	f	H
f28v	28	43	db	0	e	H
f28v	28	44	arr	0	r	H
f28v	28	45	z	0	o	H
f28v	28	46	I	0	i	H
f28v	28	47	l	0	t	H
f28v	28	48	lam	0	s	H
f28v	28	49	db	0	e	H
f28v	28	50	X	0	i	H
f28v	28	51	dbar	0	g	H
f28v	28	52	f	0	n	H
f28v	28	53	psi	0	e	H
f28v	28	54	v	0	u	H
f28v	28	55	arr	0	r	H
f28v	28	56	rho	1	l	M
f28v	29	1	rho	0	l	H
f28v	29	2	f	0	n	H
f28v	29	3	psi	0	e	H
f28v	29	4	rho	0	l	H
f28v	29	5	o	0	a	H
f28v	29	6	T	0	p	H
f28v	29	7	sq	0	o	H
f28v	29	8	v	0	u	H
f28v	29	9	dash_o	1	r	M
f28v	29	10	z	0	o	H
f28v	29	11	I	0	i	H
f28v	29	12	l	0	t	H
f28v	29	13	l	1	t	M
f28v	29	14	z	0	o	H
f28v	29	15	f	0	n	H
f28v	29	16	dbar	0	g	H
f28v	29	17	v	0	u	H
f28v	29	18	db	0	e	H
f28v	29	19	S	0	m	H
f28v	29	20	psi	0	e	H
f28v	29	21	f	0	n	H
f28v	29	22	l	0	t	H
f28v	29	23	o	0	a	H
f28v	29	24	I	0	i	H
f28v	29	25	f	0	n	H
f28v	29	26	lam	0	s	H
f28v	29	27	I	0	i	H
f28v	29	28	S	0	m	H
f28v	29	29	ankh	1	a	M
f28v	29	30	I	0	i	H
f28v	29	31	f	0	n	H
f28v	29	32	l	0	t	H
f28v	29	33	db	0	e	H
f28v	29	34	rho	1	l	M
f28v	29	35	X	0	i	H
f28v	29	36	arr	0	r	H
f28v	29	37	f	0	n	H
f28v	29	38	psi	0	e	H
f28v	29	39	T	0	p	H
f28v	29	40	z	0	o	H
f28v	29	41	H	0	s	H
f28v	29	42	psi	0	e	H
f28v	29	43	q	0	d	H
f28v	29	44	db	0	e	H
f28v	29	45	arr	0	r	H
f28v	29	46	7	0	e	H
f28v	29	47	l	0	t	H
f28v	29	48	n	0	q	H
f28v	29	49	v	0	u	H
f28v	29	50	X	0	i	H
f28v	29	51	rho	0	l	H
f28v	29	52	lam	0	s	H
f28v	29	53	db	0	e	H
f28v	29	54	arr	0	r	H
f28v	30	1	z	0	o	H
f28v	30	2	I	0	i	H
f28v	30	3	l	0	t	H
f28v	30	4	Del	0	f	H
f28v	30	5	H	1	s	M
f28v	30	6	arr	0	r	H
f28v	30	7	box	0	c	H
f28v	30	8	psi	0	e	H
f28v	30	9	l	0	t	H
f28v	30	10	db	0	e	H
f28v	30	11	f	0	n	H
f28v	30	12	I	0	i	H
f28v	30	13	arr	0	r	H
f28v	30	14	l	0	t	H
f28v	30	15	z	0	o	H
f28v	30	16	v	0	u	H
f28v	30	17	lam	0	s	H
f28v	30	18	I	0	i	H
f28v	30	19	z	0	o	H
f28v	30	20	v	0	u	H
f28v	30	21	arr	0	r	H
f28v	30	22	lam	0	s	H
f28v	30	23	dbar	0	g	H
f28v	30	24	arr	0	r	H
f28v	30	25	z	0	o	H
f28v	30	26	H	0	s	H
f28v	30	27	psi	0	e	H
f28v	30	28	o	0	a	H
f28v	30	29	arr	0	r	H
f28v	30	30	S	0	m	H
f28v	30	31	psi	0	e	H
f28v	30	32	7	0	e	H
f28v	30	33	o	0	a	H
f28v	30	34	v	0	u	H
f28v	30	35	q	0	d	H
f28v	30	36	v	0	u	H
f28v	30	37	box	0	c	H
f28v	30	38	E	0	y	H
f28v	30	39	psi	0	e	H
f28v	30	40	q	0	d	H
f28v	30	41	db	0	e	H
f28v	30	42	hash	0	[Millan]	C
f28v	30	43	n	0	q	H
f28v	30	44	v	0	u	H
f28v	30	45	X	0	i	H
f28v	30	46	rho	0	l	H
f28v	30	47	v	0	u	H
f28v	30	48	E	0	y	H
f28v	30	49	lam	0	s	H
f28v	30	50	psi	0	e	H
f28v	30	51	arr	0	r	H
f28v	30	52	z	0	o	H
f28v	30	53	I	0	i	H
f28v	30	54	l	0	t	H
f28v	31	1	R	0	u	H
f28v	31	2	f	0	n	H
f28v	31	3	db	0	e	H
f28v	31	4	q	0	d	H
f28v	31	5	psi	0	e	H
f28v	31	6	lam	0	s	H
f28v	31	7	T	0	p	H
f28v	31	8	db	0	e	H
f28v	31	9	f	0	n	H
f28v	31	10	box	0	c	H
f28v	31	11	psi	0	e	H
f28v	31	12	dbar	0	g	H
f28v	31	13	arr	0	r	H
f28v	31	14	o	0	a	H
f28v	31	15	f	0	n	H
f28v	31	16	q	0	d	H
f28v	31	17	psi	0	e	H
f28v	31	18	7	0	e	H
f28v	31	19	l	0	t	H
f28v	31	20	X	0	i	H
f28v	31	21	f	0	n	H
f28v	31	22	lam	0	s	H
f28v	31	23	R	1	u	M
f28v	31	24	dash_o	1	r	M
f28v	31	25	sq	0	o	H
f28v	31	26	arr	0	r	H
f28v	31	27	l	0	t	H
f28v	31	28	o	0	a	H
f28v	31	29	th	0	b	H
f28v	31	30	rho	0	l	H
f28v	31	31	psi	0	e	H
f28v	31	32	7	0	e	H
f28v	31	33	l	0	t	H
f28v	31	34	n	0	q	H
f28v	31	35	v	0	u	H
f28v	31	36	db	0	e	H
f28v	31	37	lam	0	s	H
f28v	31	38	I	0	i	H
f28v	31	39	rho	0	l	H
f28v	31	40	T	0	p	H
f28v	31	41	psi	0	e	H
f28v	31	42	arr	0	r	H
f28v	31	43	lam	0	s	H
f28v	31	44	psi	0	e	H
f28v	31	45	v	0	u	H
f28v	31	46	db	0	e	H
f28v	31	47	arr	0	r	H
f28v	31	48	z	0	o	H
f28v	31	49	I	0	i	H
f28v	31	50	l	0	t	H
f28v	31	51	7	0	e	H
f28v	31	52	f	0	n	H
f28v	31	53	box	0	c	H
f28v	31	54	7	0	e	H
f28v	32	1	lam	0	s	H
f28v	32	2	l	0	t	H
f28v	32	3	psi	0	e	H
f28v	32	4	lam	0	s	H
f28v	32	5	z	0	o	H
f28v	32	6	arr	0	r	H
f28v	32	7	l	0	t	H
f28v	32	8	db	0	e	H
f28v	32	9	n	0	q	H
f28v	32	10	v	0	u	H
f28v	32	11	db	0	e	H
f28v	32	12	lamL	1	-	M
f28v	32	13	yogh	0	[Véniciens]	C
f28v	32	14	Del	0	f	H
f28v	32	15	o	0	a	H
f28v	32	16	I	0	i	H
f28v	32	17	lam	0	s	H
f28v	32	18	z	0	o	H
f28v	32	19	E	0	y	H
f28v	32	20	psi	0	e	H
f28v	32	21	f	0	n	H
f28v	32	22	l	0	t	H
f28v	32	23	th	0	b	H
f28v	32	24	I	0	i	H
f28v	32	25	db	0	e	H
f28v	32	26	f	0	n	H
f28v	32	27	box	0	c	H
f28v	32	28	z	0	o	H
f28v	32	29	S	0	m	H
f28v	32	30	T	0	p	H
f28v	32	31	l	0	t	H
f28v	32	32	db	0	e	H
f28v	32	33	n	0	q	H
f28v	32	34	v	0	u	H
f28v	32	35	X	0	i	H
f28v	32	36	rho	0	l	H
f28v	32	37	rho	0	l	H
f28v	32	38	psi	0	e	H
f28v	32	39	lam	0	s	H
f28v	32	40	R	0	u	H
f28v	32	41	z	0	o	H
f28v	32	42	v	0	u	H
f28v	32	43	l	1	t	M
f28v	32	44	q	1	d	M
f28v	32	45	arr	0	r	H
f28v	32	46	z	0	o	H
f28v	32	47	I	0	i	H
f28v	32	48	l	0	t	H
f28v	32	49	q	0	d	H
f28v	32	50	psi	0	e	H
f28v	32	51	x	0	f	C
f28v	32	52	ankh	1	a	M
f28v	32	53	I	0	i	H
f28v	32	54	arr	0	r	H
f28v	32	55	psi	0	e	H
f28v	33	1	q	1	d	M
f28v	33	2	7	0	e	H
f28v	33	3	l	0	t	H
f28v	33	4	T	1	p	M
f28v	33	5	arr	0	r	H
f28v	33	6	psi	0	e	H
f28v	33	7	f	0	n	H
f28v	33	8	q	0	d	H
f28v	33	9	arr	0	r	H
f28v	33	10	db	0	e	H
f28v	33	11	rho	0	l	H
f28v	33	12	psi	0	e	H
f28v	33	13	v	0	u	H
f28v	33	14	arr	0	r	H
f28v	33	15	psi	0	e	H
f28v	33	16	lam	0	s	H
f28v	33	17	l	0	t	H
f28v	33	18	ankh	1	a	M
f28v	33	19	l	0	t	H
f28v	33	20	o	0	a	H
f28v	33	21	n	0	q	H
f28v	33	22	v	0	u	H
f28v	33	23	z	0	o	H
f28v	33	24	E	0	y	H
f28v	33	25	X	0	i	H
f28v	33	26	arr	0	r	H
f28v	33	27	z	0	o	H
f28v	33	28	I	0	i	H
f28v	33	29	l	0	t	H
f28v	33	30	rho	0	l	H
f28v	33	31	psi	0	e	H
f28v	33	32	l	0	t	H
f28v	33	33	db	0	e	H
f28v	33	34	S	0	m	H
f28v	33	35	T	0	p	H
f28v	33	36	lam	0	s	H
f28v	33	37	q	0	d	H
f28v	33	38	psi	0	e	H
f28v	33	39	T	0	p	H
f28v	33	40	rho	0	l	H
f28v	33	41	v	0	u	H
f28v	33	42	lam	0	s	H
f28v	33	43	q	0	d	H
f28v	33	44	R	0	u	H
f28v	33	45	f	0	n	H
f28v	33	46	o	0	a	H
f28v	33	47	f	0	n	H
f28v	33	48	7	0	e	H
f28v	33	49	l	0	t	H
f28v	33	50	n	0	q	H
f28v	33	51	v	0	u	H
f28v	33	52	db	0	e	H
f28v	33	53	n	0	q	H
f28v	33	54	v	0	u	H
f28v	33	55	ankh	1	a	M
f28v	33	56	f	0	n	H
f28v	33	57	l	0	t	H
f28v	33	58	X	0	i	H
f28v	33	59	rho	0	l	H
f28v	33	60	lam	1	s	M
f28v	34	1	f	1	n	M
f28v	34	2	o	1	a	M
f28v	34	3	R	0	u	H
f28v	34	4	psi	0	e	H
f28v	34	5	dash_o	0	r	H
f28v	34	6	sq	0	o	H
f28v	34	7	E	0	y	H
f28v	34	8	psi	0	e	H
f28v	34	9	f	0	n	H
f28v	34	10	l	0	t	H
f28v	34	11	box	0	c	H
f28v	34	12	psi	0	e	H
f28v	34	13	rho	0	l	H
f28v	34	14	ankh	1	a	M
f28v	34	15	I	0	i	H
f28v	34	16	rho	0	l	H
f28v	34	17	w	0	z	H
f28v	34	18	lam	0	s	H
f28v	34	19	db	0	e	H
f28v	34	20	arr	0	r	H
f28v	34	21	z	0	o	H
f28v	34	22	E	0	y	H
f28v	34	23	psi	0	e	H
f28v	34	24	f	0	n	H
f28v	34	25	l	0	t	H
f28v	34	26	L	1	[con]	M
f28v	34	27	l	0	t	H
f28v	34	28	arr	0	r	H
f28v	34	29	o	0	a	H
f28v	34	30	I	0	i	H
f28v	34	31	f	0	n	H
f28v	34	32	box	0	c	H
f28v	34	33	l	0	t	H
f28v	34	34	w	0	z	H
f28v	34	35	q	0	d	H
f28v	34	36	psi	0	e	H
f28v	34	37	T	0	p	H
f28v	34	38	arr	0	r	H
f28v	34	39	db	0	e	H
f28v	34	40	f	0	n	H
f28v	34	41	q	0	d	H
f28v	34	42	arr	0	r	H
f28v	34	43	psi	0	e	H
f28v	34	44	o	0	a	H
f28v	34	45	v	0	u	H
f28v	34	46	7	0	e	H
f28v	34	47	box	0	c	H
f28v	34	48	rho	0	l	H
f28v	34	49	psi	0	e	H
f28v	34	50	l	0	t	H
f28v	34	51	v	0	u	H
f28v	34	52	arr	0	r	H
f28v	34	53	box	0	c	H
f28v	34	54	rho	0	l	H
f28v	34	55	psi	0	e	H
f28v	34	56	T	0	p	H
f28v	34	57	o	0	a	H
f28v	34	58	psi	1	e	M
f28v	34	59	E	1	y	M
f28v	35	1	l	1	t	M
f28v	35	2	E	0	y	H
f28v	35	3	n	0	q	H
f28v	35	4	v	0	u	H
f28v	35	5	X	0	i	H
f28v	35	6	rho	0	l	H
f28v	35	7	w	0	z	H
f28v	35	8	arr	0	r	H
f28v	35	9	psi	0	e	H
f28v	35	10	x	1	f	M
f28v	35	11	v	0	u	H
f28v	35	12	lam	0	s	H
f28v	35	13	db	0	e	H
f28v	35	14	arr	0	r	H
f28v	35	15	psi	0	e	H
f28v	35	16	f	0	n	H
f28v	35	17	l	0	t	H
f28v	35	18	rho	0	l	H
f28v	35	19	f	0	n	H
f28v	35	20	T	0	p	H
f28v	35	21	o	0	a	H
f28v	35	22	H	0	s	H
f28v	35	23	psi	0	e	H
f28v	35	24	n	0	q	H
f28v	35	25	v	0	u	H
f28v	35	26	X	0	i	H
f28v	35	27	psi	0	e	H
f28v	35	28	lam	0	s	H
f28v	35	29	l	0	t	H
f28v	35	30	q	0	d	H
f28v	35	31	psi	0	e	H
f28v	35	32	box	0	c	H
f28v	35	33	I	0	i	H
f28v	35	34	f	0	n	H
f28v	35	35	n	0	q	H
f28v	35	36	box	0	c	H
f28v	35	37	psi	0	e	H
f28v	35	38	f	0	n	H
f28v	35	39	lam	0	s	H
f28v	35	40	S	0	m	H
f28v	35	41	I	0	i	H
f28v	35	42	rho	0	l	H
f28v	35	43	q	0	d	H
f28v	35	44	v	0	u	H
f28v	35	45	box	0	c	H
f28v	35	46	o	0	a	H
f28v	35	47	l	0	t	H
f28v	35	48	w	0	z	H
f28v	35	49	n	0	q	H
f28v	35	50	v	0	u	H
f28v	35	51	X	0	i	H
f28v	35	52	l	1	t	M
f28v	35	53	q	0	d	H
f28v	35	54	psi	0	e	H
f28v	35	55	v	0	u	H
f28v	35	56	arr	0	r	H
f28v	36	1	zslash	0	u	H
f28v	36	2	z	0	o	H
f28v	36	3	v	0	u	H
f28v	36	4	six	0	x	C
f28v	36	5	sq	0	o	H
f28v	36	6	X	0	i	H
f28v	36	7	l	0	t	H
f28v	36	8	T	0	p	H
f28v	36	9	o	0	a	H
f28v	36	10	E	0	y	H
f28v	36	11	psi	0	e	H
f28v	36	12	arr	0	r	H
f28v	36	13	box	0	c	H
f28v	36	14	sq	0	o	H
f28v	36	15	S	0	m	H
f28v	36	16	T	0	p	H
f28v	36	17	l	0	t	H
f28v	36	18	o	0	a	H
f28v	36	19	f	0	n	H
f28v	36	20	l	0	t	H
f28v	36	21	rho	0	l	H
f28v	36	22	v	0	u	H
f28v	36	23	E	0	y	H
f28v	36	24	rho	0	l	H
f28v	36	25	o	0	a	H
f28v	36	26	I	0	i	H
f28v	36	27	H	0	s	H
f28v	36	28	ankh	1	a	M
f28v	36	29	f	0	n	H
f28v	36	30	l	0	t	H
f28v	36	31	n	0	q	H
f28v	36	32	v	0	u	H
f28v	36	33	db	0	e	H
f28v	36	34	rho	0	l	H
f28v	36	35	n	0	q	H
f28v	36	36	v	0	u	H
f28v	36	37	7	0	e	H
f28v	36	38	l	0	t	H
f28v	36	39	psi	0	e	H
f28v	36	40	dash_o	0	r	H
f28v	36	41	db	0	e	H
f28v	36	42	7	0	e	H
f28v	36	43	f	0	n	H
f28v	36	44	lam	0	s	H
f28v	36	45	psi	0	e	H
f28v	36	46	lam	0	s	H
f28v	36	47	T	0	p	H
f28v	36	48	o	0	a	H
