mid	page	line	x	y	w	h	rh	rw	sid
f57r_10_m0105	f57r	10	554	885	13	25	0.694	0.361	f57r_10_009
f57r_10_m0106	f57r	10	565	889	13	18	0.500	0.361	f57r_10_009
f57r_10_m0107	f57r	10	406	890	6	7	0.194	0.167	f57r_10_005
f57r_10_m0108	f57r	10	977	893	24	26	0.722	0.667	f57r_10_015
f57r_10_m0109	f57r	10	246	895	32	25	0.694	0.889	f57r_10_002
f57r_10_m0110	f57r	10	335	895	14	17	0.472	0.389	f57r_10_004
f57r_10_m0111	f57r	10	960	895	6	6	0.167	0.167	f57r_10_014
f57r_10_m0112	f57r	10	592	901	29	14	0.389	0.806	f57r_10_011
f57r_10_m0113	f57r	10	1046	900	7	8	0.222	0.194	f57r_10_016
f57r_10_m0114	f57r	10	960	904	6	10	0.278	0.167	f57r_10_014
f57r_10_m0115	f57r	10	1154	904	30	14	0.389	0.833	f57r_10_019
f57r_10_m0116	f57r	10	506	912	5	5	0.139	0.139	f57r_10_008
f57r_11_m0117	f57r	11	487	967	10	25	0.694	0.278	f57r_11_008
f57r_11_m0118	f57r	11	617	966	15	26	0.722	0.417	f57r_11_010
f57r_11_m0119	f57r	11	689	969	23	15	0.417	0.639	f57r_11_011
f57r_11_m0120	f57r	11	324	974	16	27	0.750	0.444	f57r_11_004
f57r_11_m0121	f57r	11	408	975	36	26	0.722	1.000	f57r_11_007
f57r_11_m0122	f57r	11	1192	974	8	9	0.250	0.222	f57r_11_021
f57r_11_m0123	f57r	11	385	976	7	7	0.194	0.194	f57r_11_005
f57r_11_m0124	f57r	11	290	978	5	5	0.139	0.139	f57r_11_003
f57r_11_m0125	f57r	11	938	980	27	16	0.444	0.750	f57r_11_014
f57r_11_m0126	f57r	11	1192	986	8	9	0.250	0.222	f57r_11_021
f57r_12_m0127	f57r	12	653	1045	9	24	0.667	0.250	f57r_12_011
f57r_12_m0128	f57r	12	339	1049	28	28	0.778	0.778	f57r_12_004
f57r_12_m0129	f57r	12	632	1053	7	5	0.139	0.194	f57r_12_010
f57r_12_m0130	f57r	12	803	1052	14	7	0.194	0.389	f57r_12_014
f57r_12_m0131	f57r	12	1058	1055	47	24	0.667	1.306	f57r_12_020
f57r_12_m0132	f57r	12	1185	1054	30	26	0.722	0.833	f57r_12_022
f57r_13_m0133	f57r	13	997	1126	16	26	0.722	0.444	f57r_13_018
f57r_13_m0134	f57r	13	320	1129	10	21	0.583	0.278	f57r_13_004
f57r_13_m0135	f57r	13	989	1129	10	23	0.639	0.278	f57r_13_018
f57r_13_m0136	f57r	13	908	1130	11	26	0.722	0.306	f57r_13_017
f57r_13_m0137	f57r	13	413	1132	52	24	0.667	1.444	f57r_13_006
f57r_13_m0138	f57r	13	646	1133	7	6	0.167	0.194	f57r_13_011
f57r_13_m0139	f57r	13	666	1133	16	18	0.500	0.444	f57r_13_011
f57r_13_m0140	f57r	13	842	1132	22	27	0.750	0.611	f57r_13_016
f57r_13_m0141	f57r	13	616	1134	32	27	0.750	0.889	f57r_13_010
f57r_13_m0142	f57r	13	373	1139	9	22	0.611	0.250	f57r_13_005
f57r_14_m0143	f57r	14	307	1209	11	23	0.639	0.306	f57r_14_005
f57r_14_m0144	f57r	14	651	1208	10	28	0.778	0.278	f57r_14_013
f57r_14_m0145	f57r	14	1190	1209	11	20	0.556	0.306	f57r_14_027
f57r_14_m0146	f57r	14	1202	1211	16	15	0.417	0.444	f57r_14_027
f57r_14_m0147	f57r	14	181	1217	8	22	0.611	0.222	f57r_14_001
f57r_14_m0148	f57r	14	704	1218	28	15	0.417	0.778	f57r_14_015
f57r_14_m0149	f57r	14	202	1227	32	17	0.472	0.889	f57r_14_003
f57r_14_m0150	f57r	14	869	1226	31	14	0.389	0.861	f57r_14_019
f57r_15_m0151	f57r	15	536	1290	16	20	0.556	0.444	f57r_15_009
f57r_15_m0152	f57r	15	434	1297	8	21	0.583	0.222	f57r_15_007
f57r_15_m0153	f57r	15	388	1299	23	28	0.778	0.639	f57r_15_006
f57r_15_m0154	f57r	15	921	1299	13	17	0.472	0.361	f57r_15_017
f57r_15_m0155	f57r	15	933	1299	15	18	0.500	0.417	f57r_15_018
f57r_15_m0156	f57r	15	565	1301	10	23	0.639	0.278	f57r_15_010
f57r_15_m0157	f57r	15	964	1301	33	26	0.722	0.917	f57r_15_018
f57r_16_m0158	f57r	16	489	1376	14	21	0.583	0.389	f57r_16_008
f57r_16_m0159	f57r	16	479	1378	11	23	0.639	0.306	f57r_16_008
f57r_16_m0160	f57r	16	340	1382	34	26	0.722	0.944	f57r_16_005
f57r_16_m0161	f57r	16	832	1386	7	8	0.222	0.194	f57r_16_017
f57r_16_m0162	f57r	16	1195	1387	15	19	0.528	0.417	f57r_16_025
f57r_16_m0163	f57r	16	1126	1388	15	22	0.611	0.417	f57r_16_023
f57r_17_m0164	f57r	17	1324	1466	19	6	0.167	0.528	f57r_17_024
f57r_17_m0165	f57r	17	227	1472	29	14	0.389	0.806	f57r_17_003
f57r_17_m0166	f57r	17	583	1476	31	16	0.444	0.861	f57r_17_013
f57r_17_m0167	f57r	17	807	1481	6	6	0.167	0.167	f57r_17_016
f57r_18_m0168	f57r	18	824	1542	17	23	0.639	0.472	f57r_18_014
f57r_18_m0169	f57r	18	355	1546	19	21	0.583	0.528	f57r_18_004
f57r_18_m0170	f57r	18	962	1546	25	22	0.611	0.694	f57r_18_017
f57r_18_m0171	f57r	18	370	1549	22	25	0.694	0.611	f57r_18_005
f57r_18_m0172	f57r	18	546	1553	38	28	0.778	1.056	f57r_18_008
f57r_18_m0173	f57r	18	485	1555	22	21	0.583	0.611	f57r_18_007
f57r_18_m0174	f57r	18	1142	1556	16	20	0.556	0.444	f57r_18_022
f57r_18_m0175	f57r	18	1068	1563	6	5	0.139	0.167	f57r_18_020
f57r_19_m0176	f57r	19	228	1627	23	24	0.667	0.639	f57r_19_003
f57r_19_m0177	f57r	19	480	1631	10	23	0.639	0.278	f57r_19_009
f57r_19_m0178	f57r	19	809	1630	22	24	0.667	0.611	f57r_19_018
f57r_19_m0179	f57r	19	846	1630	26	28	0.778	0.722	f57r_19_020
f57r_19_m0180	f57r	19	563	1633	33	28	0.778	0.917	f57r_19_012
f57r_19_m0181	f57r	19	358	1635	33	27	0.750	0.917	f57r_19_006
f57r_19_m0182	f57r	19	516	1634	18	18	0.500	0.500	f57r_19_010
f57r_19_m0183	f57r	19	1142	1635	21	18	0.500	0.583	f57r_19_027
f57r_19_m0184	f57r	19	1181	1635	17	25	0.694	0.472	f57r_19_028
f57r_19_m0185	f57r	19	272	1637	29	17	0.472	0.806	f57r_19_004
f57r_19_m0186	f57r	19	778	1637	21	25	0.694	0.583	f57r_19_017
f57r_19_m0187	f57r	19	1080	1637	6	7	0.194	0.167	f57r_19_025
f57r_19_m0188	f57r	19	433	1638	27	26	0.722	0.750	f57r_19_008
f57r_19_m0189	f57r	19	921	1643	35	17	0.472	0.972	f57r_19_021
f57r_19_m0190	f57r	19	966	1642	17	22	0.611	0.472	f57r_19_022
f57v_01_m0001	f57v	1	42	0	18	13	0.394	0.545	f57v_01_001
f57v_01_m0002	f57v	1	1235	152	12	23	0.697	0.364	f57v_01_021
f57v_01_m0003	f57v	1	1056	159	9	23	0.697	0.273	f57v_01_015
f57v_01_m0004	f57v	1	1312	158	29	24	0.727	0.879	f57v_01_023
f57v_01_m0005	f57v	1	1155	162	29	17	0.515	0.879	f57v_01_018
f57v_01_m0006	f57v	1	410	167	8	5	0.152	0.242	f57v_01_001
f57v_01_m0007	f57v	1	424	168	6	6	0.182	0.182	f57v_01_002
f57v_02_m0008	f57v	2	1109	237	23	23	0.697	0.697	f57v_02_019
f57v_02_m0009	f57v	2	652	239	31	17	0.515	0.939	f57v_02_008
f57v_02_m0010	f57v	2	1031	248	27	17	0.515	0.818	f57v_02_016
f57v_02_m0011	f57v	2	506	252	30	16	0.485	0.909	f57v_02_004
f57v_03_m0012	f57v	3	1297	315	40	25	0.758	1.212	f57v_03_022
f57v_03_m0013	f57v	3	579	317	30	20	0.606	0.909	f57v_03_004
f57v_03_m0014	f57v	3	934	329	7	6	0.182	0.212	f57v_03_013
f57v_04_m0015	f57v	4	1168	393	22	25	0.758	0.667	f57v_04_017
f57v_04_m0016	f57v	4	385	395	31	25	0.758	0.939	f57v_04_001
f57v_04_m0017	f57v	4	1314	395	23	22	0.667	0.697	f57v_04_020
f57v_04_m0018	f57v	4	746	399	11	20	0.606	0.333	f57v_04_008
f57v_04_m0019	f57v	4	649	400	5	5	0.152	0.152	f57v_04_006
f57v_04_m0020	f57v	4	868	402	6	6	0.182	0.182	f57v_04_010
f57v_04_m0021	f57v	4	838	404	34	25	0.758	1.030	f57v_04_010
f57v_04_m0022	f57v	4	1359	404	17	20	0.606	0.515	f57v_04_021
f57v_04_m0023	f57v	4	627	406	26	22	0.667	0.788	f57v_04_006
f57v_04_m0024	f57v	4	1232	413	24	16	0.485	0.727	f57v_04_018
f57v_05_m0025	f57v	5	660	471	31	26	0.788	0.939	f57v_05_007
f57v_05_m0026	f57v	5	961	475	16	18	0.545	0.485	f57v_05_013
f57v_05_m0027	f57v	5	451	481	7	5	0.152	0.212	f57v_05_003
f57v_05_m0028	f57v	5	1001	480	12	20	0.606	0.364	f57v_05_013
f57v_05_m0029	f57v	5	721	483	47	25	0.758	1.424	f57v_05_008
f57v_05_m0030	f57v	5	1106	483	14	17	0.515	0.424	f57v_05_015
f57v_05_m0031	f57v	5	1191	482	7	6	0.182	0.212	f57v_05_017
f57v_05_m0032	f57v	5	1213	485	32	26	0.788	0.970	f57v_05_018
f57v_05_m0033	f57v	5	460	486	7	23	0.697	0.212	f57v_05_003
f57v_05_m0034	f57v	5	1424	496	7	7	0.212	0.212	f57v_05_022
f57v_05_m0035	f57v	5	1427	501	13	10	0.303	0.394	f57v_05_022
f57v_06_m0036	f57v	6	1067	553	14	23	0.697	0.424	f57v_06_018
f57v_06_m0037	f57v	6	1079	552	16	23	0.697	0.485	f57v_06_018
f57v_06_m0038	f57v	6	660	559	17	25	0.758	0.515	f57v_06_008
f57v_06_m0039	f57v	6	449	561	11	26	0.788	0.333	f57v_06_002
f57v_06_m0040	f57v	6	886	560	8	8	0.242	0.242	f57v_06_014
f57v_06_m0041	f57v	6	1121	565	31	17	0.515	0.939	f57v_06_019
f57v_06_m0042	f57v	6	632	567	7	5	0.152	0.212	f57v_06_007
f57v_06_m0043	f57v	6	1345	566	32	14	0.424	0.970	f57v_06_025
f57v_07_m0044	f57v	7	1454	658	6	6	0.182	0.182	f57v_07_025
f57v_08_m0045	f57v	8	485	741	8	8	0.242	0.242	f57v_08_002
f57v_08_m0046	f57v	8	1315	742	6	7	0.212	0.182	f57v_08_017
f57v_09_m0047	f57v	9	1042	805	11	18	0.545	0.333	f57v_09_011
f57v_09_m0048	f57v	9	1090	804	18	26	0.788	0.545	f57v_09_014
f57v_09_m0049	f57v	9	581	807	23	9	0.273	0.697	f57v_09_001
f57v_09_m0050	f57v	9	867	809	9	15	0.455	0.273	f57v_09_008
f57v_09_m0051	f57v	9	1126	808	4	12	0.364	0.121	f57v_09_015
f57v_09_m0052	f57v	9	1043	810	16	19	0.576	0.485	f57v_09_011
f57v_10_m0053	f57v	10	927	877	39	10	0.303	1.182	f57v_10_003
f57v_10_m0054	f57v	10	972	881	10	9	0.273	0.303	f57v_10_003
f57v_10_m0055	f57v	10	892	886	9	16	0.485	0.273	f57v_10_002
f57v_10_m0056	f57v	10	967	886	13	17	0.515	0.394	f57v_10_003
f57v_10_m0057	f57v	10	982	888	14	13	0.394	0.424	f57v_10_004
f57v_11_m0058	f57v	11	1076	956	12	24	0.727	0.364	f57v_11_013
f57v_11_m0059	f57v	11	1149	956	9	21	0.636	0.273	f57v_11_015
f57v_11_m0060	f57v	11	1160	956	16	19	0.576	0.485	f57v_11_016
f57v_11_m0061	f57v	11	813	959	8	22	0.667	0.242	f57v_11_005
f57v_11_m0062	f57v	11	853	963	29	16	0.485	0.879	f57v_11_007
f57v_11_m0063	f57v	11	939	964	13	14	0.424	0.394	f57v_11_009
f57v_11_m0064	f57v	11	1014	971	31	15	0.455	0.939	f57v_11_012
f57v_12_m0065	f57v	12	1288	1034	9	25	0.758	0.273	f57v_12_020
f57v_12_m0066	f57v	12	1298	1035	16	21	0.636	0.485	f57v_12_020
f57v_12_m0067	f57v	12	942	1040	32	19	0.576	0.970	f57v_12_013
f57v_12_m0068	f57v	12	1054	1042	28	16	0.485	0.848	f57v_12_015
f57v_12_m0069	f57v	12	1125	1042	6	5	0.152	0.182	f57v_12_016
f57v_12_m0070	f57v	12	1136	1044	4	5	0.152	0.121	f57v_12_016
f57v_12_m0071	f57v	12	1105	1046	15	23	0.697	0.455	f57v_12_016
f57v_12_m0072	f57v	12	1388	1049	6	7	0.212	0.182	f57v_12_022
f57v_12_m0073	f57v	12	1399	1050	6	7	0.212	0.182	f57v_12_023
f57v_12_m0074	f57v	12	1121	1054	14	8	0.242	0.424	f57v_12_016
f57v_12_m0075	f57v	12	1170	1057	6	9	0.273	0.182	f57v_12_017
f57v_12_m0076	f57v	12	1229	1056	30	14	0.424	0.909	f57v_12_019
f57v_13_m0077	f57v	13	976	1119	30	16	0.485	0.909	f57v_13_014
f57v_13_m0078	f57v	13	795	1121	33	14	0.424	1.000	f57v_13_010
f57v_13_m0079	f57v	13	1414	1121	27	24	0.727	0.818	f57v_13_025
f57v_13_m0080	f57v	13	1445	1120	6	6	0.182	0.182	f57v_13_025
f57v_13_m0081	f57v	13	462	1125	9	23	0.697	0.273	f57v_13_002
f57v_13_m0082	f57v	13	851	1124	28	16	0.485	0.848	f57v_13_011
f57v_13_m0083	f57v	13	1438	1140	22	8	0.242	0.667	f57v_13_025
f57v_14_m0084	f57v	14	994	1194	8	18	0.545	0.242	f57v_14_019
f57v_14_m0085	f57v	14	1416	1197	10	23	0.697	0.303	f57v_14_030
f57v_14_m0086	f57v	14	715	1199	15	24	0.727	0.455	f57v_14_012
f57v_14_m0087	f57v	14	834	1199	10	24	0.727	0.303	f57v_14_015
f57v_14_m0088	f57v	14	887	1198	7	5	0.152	0.212	f57v_14_016
f57v_14_m0089	f57v	14	1232	1198	16	14	0.424	0.485	f57v_14_025
f57v_14_m0090	f57v	14	862	1200	27	24	0.727	0.818	f57v_14_016
f57v_14_m0091	f57v	14	919	1201	8	17	0.515	0.242	f57v_14_017
f57v_14_m0092	f57v	14	941	1202	24	22	0.667	0.727	f57v_14_018
f57v_14_m0093	f57v	14	1079	1205	12	15	0.455	0.364	f57v_14_021
f57v_14_m0094	f57v	14	595	1209	31	18	0.545	0.939	f57v_14_008
f57v_14_m0095	f57v	14	669	1208	17	16	0.485	0.515	f57v_14_010
f57v_14_m0096	f57v	14	1045	1209	5	4	0.121	0.152	f57v_14_020
f57v_15_m0097	f57v	15	1297	1271	9	24	0.727	0.273	f57v_15_023
f57v_15_m0098	f57v	15	1038	1279	11	23	0.697	0.333	f57v_15_017
f57v_15_m0099	f57v	15	1141	1281	11	23	0.697	0.333	f57v_15_020
f57v_15_m0100	f57v	15	1182	1281	26	16	0.485	0.788	f57v_15_021
f57v_15_m0101	f57v	15	1327	1281	32	15	0.455	0.970	f57v_15_025
f57v_15_m0102	f57v	15	683	1286	6	5	0.152	0.182	f57v_15_008
f57v_15_m0103	f57v	15	911	1286	32	17	0.515	0.970	f57v_15_014
f57v_15_m0104	f57v	15	1091	1286	31	25	0.758	0.939	f57v_15_019
f57v_16_m0105	f57v	16	1363	1374	12	22	0.667	0.364	f57v_16_026
f57v_16_m0106	f57v	16	580	1380	6	6	0.182	0.182	f57v_16_008
f57v_16_m0107	f57v	16	1420	1386	10	6	0.182	0.303	f57v_16_028
f57v_16_m0108	f57v	16	1200	1394	4	8	0.242	0.121	f57v_16_022
f57v_16_m0109	f57v	16	918	1397	7	6	0.182	0.212	f57v_16_016
f57v_16_m0110	f57v	16	1072	1399	5	5	0.152	0.152	f57v_16_019
f57v_17_m0111	f57v	17	1046	1450	27	22	0.667	0.818	f57v_17_018
f57v_17_m0112	f57v	17	1233	1465	5	5	0.152	0.152	f57v_17_024
f57v_17_m0113	f57v	17	536	1466	5	5	0.152	0.152	f57v_17_006
f57v_17_m0114	f57v	17	1315	1466	6	6	0.182	0.182	f57v_17_028
f57v_17_m0115	f57v	17	1054	1469	22	19	0.576	0.667	f57v_17_018
f57v_17_m0116	f57v	17	1281	1468	27	20	0.606	0.818	f57v_17_027
f57v_17_m0117	f57v	17	1257	1476	8	5	0.152	0.242	f57v_17_025
f57v_17_m0118	f57v	17	858	1482	5	5	0.152	0.152	f57v_17_011
f57v_18_m0119	f57v	18	1080	1542	7	23	0.697	0.212	f57v_18_022
f57v_18_m0120	f57v	18	1373	1547	30	15	0.455	0.909	f57v_18_028
f57v_18_m0121	f57v	18	461	1548	8	6	0.182	0.242	f57v_18_005
f57v_18_m0122	f57v	18	1134	1549	34	26	0.788	1.030	f57v_18_024
f57v_18_m0123	f57v	18	700	1551	5	6	0.182	0.152	f57v_18_012
f57v_18_m0124	f57v	18	1245	1551	32	14	0.424	0.970	f57v_18_026
f57v_19_m0125	f57v	19	304	1623	27	25	0.758	0.818	f57v_19_001
f57v_19_m0126	f57v	19	791	1622	8	7	0.212	0.242	f57v_19_010
f57v_19_m0127	f57v	19	527	1628	33	26	0.788	1.000	f57v_19_004
f57v_19_m0128	f57v	19	765	1628	28	26	0.788	0.848	f57v_19_010
f57v_20_m0129	f57v	20	560	1719	15	26	0.788	0.455	f57v_20_003
f57v_20_m0130	f57v	20	570	1734	7	12	0.364	0.212	f57v_20_003
