line	pos	status	G_sign	G_gloss	H_sign	H_gloss	G_note	H_note
30	25	SIGN	S65	?	X	wol	s2; x2535; tall open leaf-shaped loop	s2 tall narrow looped stroke (Q/0-like); gloss 'wol' with a long bar
30	26	GLOSS	26	e	26	u	s2; x2625	s2
30	27	agree	15	n	15	n	s2; x2720	s2
30	28	GLOSS	9	e	9	c	s2; x2780	s2
30	29	agree	4	o	4	o	s2; x2835	s2
30	30	GLOSS	4		4	r	s2; x2900	s2
30	31	GLOSS	S34	x	S34	u	s2; x2965	s2
30	32	GLOSS	16	e	16		s2; x3040; dots above x3020	s2 tall long-s stroke above
30	33	SIGN	4	s	S23		s2; x3120; cross with long bar	s2 cross joined to 6 (could be 4)
30	34	GLOSS	S33	x	S33	r	s2; x3210; pi-like with loop, long legs	s2 lower half cut off
30	35	SIGN	|		-		s2; x3265; dot/short stroke after the sign	
30	36	GLOSS	64	?	64		s2; x3305; heavy blob above (end of line 29's curl, or a gloss)	s2 lower half cut off
30	37	GLOSS	16	e	16	?	s2; x3390	s2 lower half cut off; dots above
30	38	GLOSS	15	n	15	?	s2; x3460; gloss r1-like marks read as n	s2 lower half cut off; dots above
31	1	GLOSS	S23	fa	S23	a	s1; x725; heavy x-cross with a lead-in stroke	s1 x with double crossbar; gloss a with a crossed mark
31	2	agree	12		12		s1; x815	s1
31	3	agree	60	l	60	l	s1; x925	s1
31	4	agree	S37	t	S37	t	s1; x1020; cross above read as gloss t	s1
31	5	GLOSS	16	e	16	?	s1; x1140	s1 two dots above
31	6	agree	X	n	X	n	s1; x1225; 'ua' minim cluster with closed a (as line 19 x1740)	s1 u joined to a (ua ligature)
31	7	agree	S37	t	S37	t	s1; x1320; cross above read as gloss t	s1
31	8	GLOSS	2	e	2	r	s1; x1430	s1
31	9	agree	6		6		s1; x1510	s1
31	10	agree	15	n	15	n	s1; x1575	s1 gloss over the 1
31	11	agree	5	d	5	d	s1; x1655	s1
31	12	SIGN	-		S64	z		s1 3/z joined to the following Ao
31	13	GLOSS	S34	z	S34		s1; x1735; thin vertical stroke from above crosses it at x1760	s1
31	14	agree	62		62		s1; x1830; horizontal bar left of the 6 joins a heavy descender from line 30	s1 horizontal bar above
31	15	agree	|		|		s1; x1890; long diagonal slash	s1 long slash
31	16	GLOSS	X		X	g	s2; x1955; heavy hooked horizontal stroke with a long descender (hook-and-drop shape), cen	s2 hooked 7/z-like with long descender, closed loop above (gloss g/9)
31	17	SIGN	S14		-		s2; x2040; large spiral E-like curl with a wide arc above and a descender below	
31	18	agree	10		10		s2; x2090	s2
31	19	agree	2		2		s2; x2130	s2
31	20	agree	64		64		s2; x2215	s2
31	21	SIGN	|		-		s2; x2270; thin long-s stroke directly before the minims	
31	22	agree	S29	m	S29	m	s2; x2310; three minims	s2 minims (uu/ui)
31	23	SIGN	2		-		s2; x2490	
31	24	SIGN	6		26	h	s2; x2545; could be 26 with the 2	s2 gloss h/k
31	25	GLOSS	X	fait	X		s2; x2630; pound-like sign: z/2 with a looped left stroke and a crossbar	s2 bold Z/2 with a loop at left under the word 'fait'
31	26	GLOSS	9	t	9		s2; x2730	s2
31	27	SIGN	1	x	16	p	s2; x2790; lone 1	s2
31	28	GLOSS	6	e	6	c	s2; x2850	s2
31	29	agree	15	n	15	n	s2; x2925	s2
31	30	SIGN	4	s	S21		s2; x3005; cross	s2 cross with tall long-s rising from it
31	31	GLOSS	2	e	2	i	s2; x3085	s2 dots below/above
31	32	agree	6		6		s2; x3140	s2
31	33	GLOSS	S34	x	S34	r	s2; x3210	s2
31	34	SIGN	S79	q	S32	g	s2; x3295; V with a long stem descending below the line	s2 Y with long stem (read from line 32 crop)
31	35	GLOSS	5	l	5		s2; x3365; L-like gloss between 5 and 1	s2
31	36	GLOSS	16	e	16	l	s2; x3440	s2 lower half cut off at right end
32	1	SIGN	S36		X		s1; x715; heavy x crossed by a tall long-s stroke rising above the line	s1 bold crossed hooked mark (tick-like, like a heavy crossed l/t) with dot after
32	2	agree	9	c	9	c	s1; x790; dot before the gloss c	s1
32	3	agree	17	h	17	h	s1; x875; gloss 6/h-like	s1
32	4	agree	4	o	4	o	s1; x985	s1
32	5	agree	4		4		s1; x1030	s1
32	6	SIGN	|		-		s1; x1110; long heavy wedge stroke descending below the line	
32	7	SIGN	8		-		s1; x1160; small 8/delta-like with a dot	
32	8	SIGN	6	e	S35		s1; x1225	s1 very tall long s joined to small s
32	9	SIGN	2		62	?	s1; x1265	s1 two dots above
32	10	SIGN	4	s	S21		s1; x1340; tall long-s gloss above	s1 cross with tall long-s rising from it
32	11	agree	15	n	15	n	s1; x1435	s1
32	12	SIGN	4	y	-		s1; x1530; cross with a long diagonal tail	
32	13	SIGN	S64		73	y	s1; x1570; 3-shape with tail after the cross	s1 7 crossed, 3 below-right; could be S13 + S64
32	14	agree	S36		S36		s1; x1640; heavy x crossed by a tall long-s stroke rising above	s1 x with a tall stroke rising above
32	15	agree	8	o	8	o	s1; x1700	s1
32	16	agree	2		2		s1; x1750	s1
32	17	agree	X	n	X	n	s1; x1830; 'ua' minim cluster with closed a (as line 19 x1740)	s1 u joined to a (ua ligature)
32	18	agree	S37	t	S37	t	s1; x1915; cross above read as gloss t	s1
32	19	SIGN	-		|			s1 vertical stroke after the o
32	20	agree	S35		S35		s2; x2080; long heavy long-s with a small s at its right	s2 tall long s then s
32	21	SIGN	4	y	-		s2; x2150; cross with a long diagonal tail	
32	22	SIGN	S64		73	y	s2; x2180; 3-shape with tail	s2 same crossed 7 with 3
32	23	GLOSS	2		2	?	s2; x2250	s2 dots above
32	24	GLOSS	6	e	6		s2; x2300	s2
32	25	agree	X		X		s2; x2355; heavy wedge-shaped stem with a hooked head curling right, joined at its base to	s2 bold L/h-shaped blotted sign
32	26	agree	9	c	9	c	s2; x2430	s2
32	27	agree	17	h	17	h	s2; x2490; gloss 6/h-like	s2
32	28	agree	12	a	12	a	s2; x2610; gloss a over the 1, dot over the 2	s2
32	29	agree	10	u	10	u	s2; x2720; cross above belongs to line 31	s2 small cross also above
32	30	agree	2		2		s2; x2780; sits low under the following A	s2 large A-like mark written above (unclear if gloss)
32	31	SIGN	S34		-		s2; x2815; A joined to small o, written higher than the digits	
32	32	agree	6		6		s2; x2870	s2
32	33	GLOSS	6		6	iu	s2; x2920	s2
32	34	GLOSS	18	u	18		s2; x2975; gloss u with two dots	s2
32	35	SIGN	4	s	S21		s2; x3060; long-s gloss with a long head stroke	s2 cross with tall long-s rising above
32	36	agree	|		|		s2; x3110; thin diagonal slash	s2 slash
32	37	SIGN	9	c	-		s2; x3145	
32	38	SIGN	8	o	98		s2; x3195; bold 8	s2 bold 8 with crossbar
32	39	GLOSS	7	umm	7		s2; x3265; gloss 'umm' spans 7 and 6, continued by a long horizontal line above 16 to the 	s2
32	40	SIGN	6		16		s2; x3310	s2
32	41	agree	16		16		s2; x3395	s2
33	1	agree	5		5		s1; x715; small s-shaped 5	s1 s-shaped 5 at line start
33	2	SIGN	S31		S63		s1; x815; 9-loop standing on a crossbar with a descending tail	s1 q with crossed descender, closed loop on top
33	3	GLOSS	S17	t	S17	f	s1; x925; heavy ff with crossbar, both legs descending	s1 double stem with crossbar, stems descend far; gloss f/1
33	4	agree	2		2		s1; x1010	s1
33	5	GLOSS	6	e	6	?	s1; x1065	s1 two dots above
33	6	SIGN	X		S21		s1; x1115; heavy wedge-shaped long stroke crossing an A/4-like mark (same sign as line 32 	s1 tall long-s with crossbar and descending tail
33	7	GLOSS	16	e	16		s1; x1215	s1
33	8	SIGN	-		60			s1
33	9	SIGN	06	uu	6		s1; x1305; o-shaped 0 then 6	s1
33	10	GLOSS	62	e	62		s1; x1400; gloss e/r-like	s1
33	11	GLOSS	S29	?	S29		s1; x1530; three minims	s1 minims (uu)
33	12	agree	60		60		s1; x1665	s1
33	13	SIGN	4		S13		s1; x1740; cross with long bar	s1 cross
33	14	agree	|		|		s1; x1790	s1
33	15	agree	10	u	10	u	s1; x1830	s1
33	16	agree	2		2		s1; x1895	s1 may belong to 10 as 102
33	17	agree	4	o	4	o	s2; x2050	s2
33	18	agree	4		4		s2; x2100	s2
33	19	agree	10	u	10	u	s2; x2170	s2
33	20	GLOSS	4		4	l	s2; x2255	s2
33	21	GLOSS	5	f	5	d	s2; x2300; bold 5	s2
33	22	GLOSS	5	d	5		s2; x2350; small 5	s2 small s-shaped 5 joined to the Ao
33	23	agree	S34	r	S34	r	s2; x2420	s2
33	24	agree	8	o	8	o	s2; x2490	s2
33	25	agree	2		2		s2; x2590	s2
33	26	SIGN	6	i	-		s2; x2650; stroke above	
33	27	SIGN	4		64	i	s2; x2690	s2 gloss 1/i above the 6
33	28	GLOSS	16	e	16	?	s2; x2760	s2 dots above
33	29	agree	15	n	15	n	s2; x2855	s2
33	30	agree	S37	t	S37	t	s2; x2960; cross above read as gloss t	s2
33	31	SIGN	X		S23		s2; x3060; upright crossed by two long horizontal bars (as line 26 x2450)	s2 x with double crossbar
33	32	agree	12		12		s2; x3160	s2
33	33	agree	60		60		s2; x3250	s2
33	34	agree	S34		S34		s2; x3320	s2
33	35	agree	2		2		s2; x3410	s2
33	36	agree	6		6		s2; x3465; last token of the letter	s2
